loaded	 criminal_triples/case_11.txt	 they	 found	 loaded rifle 	 After obtaining a warrant, the officials searched Lee's house, where they found drugs, cash, and a loaded rifle
location	 criminal_triples/case_20.txt	 sites	 disclose	 their location 	 First, children often use the internet in a way that gives offenders easy access to their personal information--by, for example, communicating with strangers and allowing sites to disclose their location.1 Second, the internet provides previously unavailable ways of communicating with, stalking, and ultimately abusing children
locations	 criminal_triples/case_20.txt	 parents	 monitor	 physical locations 	 First, it is easier for parents to monitor the physical locations that their children visit and the individuals with whom they speak in person than it is to monitor their internet use
logged	 criminal_triples/case_20.txt	 he	 logged on In	 response 	 In response, he logged on to Facebook.com and posted the following statement on his personal profile
logically	 criminal_triples/case_16.txt	 Omnibus Clause	 logically serves as	 catchall 	 In context, the Omnibus Clause logically serves as a "catchall" for the obstructive conduct the subsection sets forth, not for every violation that interferes with routine administrative procedures such as the processing of tax returns, receipt of tax payments, or issuance of tax refunds
loitering	 criminal_triples/case_20.txt	 sex offender	 approaching loitering in	 place 	 Second, if a sex offender is seen approaching children or loitering in a place frequented by children, this conduct may be observed by parents, teachers, or others
long	 criminal_triples/case_12.txt	 problem	 concerns	 unconscionably long periods 	 That problem concerns the unconscionably long periods of time that prisoners often spend on death row awaiting execution
longer	 criminal_triples/case_15.txt	 Manuel	 remained for	 36 days longer 	 The effect of that view would be to cut off Manuel's claim on the date of his grand jury indictment (March 30)--even though that indictment (like the County Court's probable-cause proceeding) was entirely based on false testi-mony and even though Manuel remained in detention for 36 days longer
look	 criminal_triples/case_11.txt	 chance	 may look	 attractive 	 When those consequences are, from the defendant's perspective, similarly dire, even the smallest chance of success at trial may look attractive
looked	 criminal_triples/case_15.txt	 Court	 looked	 analyze 	 The Court looked to the Fourth Amendment to analyze--and uphold--their claim that such a pretrial restraint on liberty is unlawful unless a judge (or grand jury) first makes a reliable finding of probable cause
looking	 criminal_triples/case_18.txt	 AAIDD	 enact	 flat ban looking 	 But the stringency of their caution differs, with the AAIDD seeming to enact a flat ban on ever looking to functioning in prison and the DSM urging "if possible" to consider "corroborative information reflecting functioning outside" of prison
looks	 criminal_triples/case_11.txt	 prejudice inquiry	 is looks to	 probability 	 But that is not because the prejudice inquiry in this context looks to the probability of a conviction for its own sake
low	 criminal_triples/case_17.txt	 McWilliams ' neuropsychological deficit	 be related to	 his low frustration tolerance 	 The report added that McWilliams' "obvious neuropsychological deficit" could be related to his "low frustration tolerance and impulsivity," and suggested a diagnosis of "organic personality syndrome.
lower	 criminal_triples/case_13.txt	 lower court	 has	 opinion find 	 In its brief per curiam opinion, the Court misreads a lower court's opinion to find an error that is not there, and then refuses to entertain alternative grounds for affirmance
lure	 criminal_triples/case_20.txt	 abuser	 can lure	 minor 	 The abuser can lure the minor into engaging in sexual conversations, sending explicit photos, or even meeting in person
made	 criminal_triples/case_11.txt	 statement	 however was made	 applied 	 That statement, however, was made in the context of discussing the presumption of reliability applied to judicial proceedings, which has no place where, as here, a defendant was deprived of a proceeding altogether
magistrate	 criminal_triples/case_15.txt	 Fourth Amendment	 requires	 probable cause finding by magistrate 	 In the end, Gerstein stands for the proposition that the Fourth Amendment requires a post-arrest probable cause finding by a neutral magistrate; it says nothing about whether the Fourth Amendment extends beyond that or any other "legal process.
main	 criminal_triples/case_17.txt	 We	 turn to	 main question 	 We turn to the main question before us: whether the Alabama Court of Criminal Appeals' determination that McWilliams got all the assistance that Ake requires was "contrary to, or involved an unreasonable application of, clearly established Federal law.
majority	 criminal_triples/case_11.txt	 majority	 emphasizes at_time	 today 	 To be sure, the Court said--and the majority today emphasizes--that a defendant asserting an ineffectiveness claim at the plea stage "must show that there is a reasonable probability that, but for counsel's errors, he would not have pleaded guilty and would have insisted on going to trial.
make	 criminal_triples/case_11.txt	 he	 make	 showing 	 Lee contends that he can make this showing because he never would have accepted a guilty plea had he known the result would be deportation
makes	 criminal_triples/case_11.txt	 Government	 makes	 two errors 	 (b) The Government makes two errors in urging the adoption of a per se rule that a defendant with no viable defense cannot show prejudice from the denial of his right to trial
making	 criminal_triples/case_11.txt	 error	 has	 effects on decisionmaking making 	 As we have explained, assessing the effect of some types of attorney errors on defendants' decisionmaking involves such predictions: Where an attorney error allegedly affects how a trial would have played out, we analyze that error's effects on a defendant's decisionmaking by making a prediction of the likely trial outcome
malice	 criminal_triples/case_15.txt	 malice requirement	 would cast net In	 cases 	 In other cases, the malice requirement would cast too wide a net
malicious	 criminal_triples/case_15.txt	 Manuel	 analogizes	 his claim to common-law tort of malicious prosecution 	 Relying on this Court's caselaw, Manuel analogizes his claim to the common-law tort of malicious prosecution
malingering	 criminal_triples/case_17.txt	 his health	 was so impaired despite	 McWilliams 's malingering 	 In light of all this, the defense would have faced an uphill battle in convincing the sentencing judge that, despite McWilliams's consistent malingering, his mental health was so impaired that it constituted a mitigating circumstance and that it outweighed the three aggravators the State proved
manage	 criminal_triples/case_11.txt	 Lee	 could manage	 his restaurants 	 Based on that assurance, Lee accepted the plea and the District Court sentenced him to a year and a day in prison, though it deferred commencement of Lee's sentence for two months so that Lee could manage his restaurants over the holiday season
mandated	 criminal_triples/case_19.txt	 state law	 mandated	 refund 	 Would the Court reach that conclusion if state law mandated a refund from the recipients of the restitution
mandates	 criminal_triples/case_17.txt	 Ake	 mandates	 provision 	 There, Justice Marshall stated unambiguously that "Ake mandates the provision of a psychiatrist who will be part of the defense team and serve the defendant's interests in the context of our adversarial system.
mandatory	 criminal_triples/case_11.txt	 he	 was contrary to	 so his attorney 's advice subject to mandatory deportation as result 	 Lee had in fact pleaded guilty to an "aggravated felony" under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his attorney's advice, subject to mandatory deportation as a result of that plea
manifest	 criminal_triples/case_13.txt	 trial court 's findings	 may	 may overturned only for manifest error 	 See Skilling v. United States, 561 U. S. 358, 396 (2010) ("In reviewing claims [of juror bias], the deference due to district courts is at its pinnacle: 'A trial court's findings of juror impartiality may be overturned only for manifest error' " (quoting Mu'Min v. Virginia, 500 U. S. 415, 428 (1991)))
manner	 criminal_triples/case_14.txt	 § 3664	 is in	 same manner 	 §3663A(a)(1); see §§2259(a), (b)(2) ("An order of restitution under this section shall be issued and enforced in accordance with [§]3664 in the same manner as an order under [§]3663A")
manual	 criminal_triples/case_18.txt	 disability	 contained	 predecessor to current AAIDD-11 manual 	 Briseno adopted the definition of, and standards for assessing, intellectual disability contained in the 1992 (ninth) edition of the American Association on Mental Retardation (AAMR) manual, predecessor to the current AAIDD-11 manual
manuals	 criminal_triples/case_18.txt	 Court	 Relying on	 most recent of manuals 	 Relying on the most recent (and still current) versions of the leading diagnostic manuals, the Court concluded in Hall that Florida had "disregard[ed] established medical practice," id., at ___, and had parted ways with practices and trends in other States, id., at ___-___
many	 criminal_triples/case_16.txt	 many	 interpret Omnibus Clause	 applying to Code administration 	 To interpret the Omnibus Clause as applying to all Code administration would potentially transform many, if not all, of these misdemeanor provisions into felonies, making the specific provisions redundant, or perhaps the subject matter of plea bargaining
marijuana	 criminal_triples/case_11.txt	 Lee	 sold	 marijuana 	 In 2008, federal officials received a tip from a confidential informant that Lee had sold the informant ecstasy and marijuana
maritime	 criminal_triples/case_16.txt	 proceeding	 use	 maritime analogy 	 To use a maritime analogy, the proceeding must at least be in the offing
marks	 criminal_triples/case_17.txt	 defendant	 's dangerousness is	 internal quotation marks omitted 	 See, e.g., Revilla v. Gibson, 283 F. 3d 1203, 1220-1221 (CA10 2002) ("Ake held only that an indigent capital defendant must, upon request, be provided an expert for the penalty phase when the State presents psychiatric evidence of the defendant's future dangerousness" (internal quotation marks omitted)); Ramdass v. Angelone, 187 F. 3d 396, 409 (CA4 1999) ("Ake provides a right to assistance of a mental health expert only if . . . , in arguing future dangerousness in the sentencing phase, the prosecution used expert psychiatric testimony"); Goodwin v. Johnson, 132 F. 3d 162, 189 (CA5 1997), as amended Jan. 15, 1998 ("Ake only creates an entitlement to the assistance of a psychiatrist during sentencing when the state offers psychiatric evidence of the defendant's future dangerousness" (emphasis deleted))
marshal	 criminal_triples/case_17.txt	 defendant	 to	 ability marshal 	 The Court then wrote that "when the State has made the defendant's mental condition relevant to his criminal culpability and to the punishment he might suffer, the assistance of a psychiatrist may well be crucial to the defendant's ability to marshal his defense.
material	 criminal_triples/case_17.txt	 defense counsel	 evaluate	 new material 	 At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
materials	 criminal_triples/case_17.txt	 It	 send	 test materials 	 It only required "the Department of Corrections" to "complete neurological and neuropsychological testing on the Defendant . . . and send all test materials, results and evaluations to the Clerk of the Court.
matter	 criminal_triples/case_11.txt	 I	 remain As	 matter 	 As an initial matter, I remain of the view that the Sixth Amendment to the Constitution does not "requir[e] counsel to provide accurate advice concerning the potential removal consequences of a guilty plea.
matters	 criminal_triples/case_17.txt	 assistance	 is in	 psychological matters review 	 At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
maximum	 criminal_triples/case_16.txt	 physical force	 of threat is	 maximum term 	 If the offense under this section occurs in connection with a trial of a criminal case, and the act in violation of this section involves the threat of physical force or physical force, the maximum term of imprisonment which may be imposed for the offense shall be the higher of that otherwise provided by law or the maximum term that could have been imposed for any offense charged in such case
may	 criminal_triples/case_11.txt	 chance	 may look	 attractive 	 When those consequences are, from the defendant's perspective, similarly dire, even the smallest chance of success at trial may look attractive
meaning	 criminal_triples/case_12.txt	 sentence	 meaning of	 death sentence 	 Nevertheless, Dr. Goff found that Madison "is able to understand the nature of the pending proceeding and he has an understanding of what he was tried for"; that he knows he is "in prison . . . because of 'murder' "; that he "understands that . . . [Alabama is] seeking retribution" for that crime; and that he "understands the sentence, specifically the meaning of a death sentence.
means	 criminal_triples/case_15.txt	 Court	 means	 determination at first appearance 	 The Court's reading is correct if by "legal process" the Court means a determination of probable cause at a first or initial appearance
meant	 criminal_triples/case_15.txt	 Common-law principles	 are meant	 serving as source of inspired examples than of prefabricated components 	 Common-law principles are meant to guide rather than to control the definition of §1983 claims, serving "more as a source of inspired examples than of prefabricated components.
measure	 criminal_triples/case_18.txt	 he	 comprehend	 standards of measure 	 At 13, Moore lacked basic understanding of the days of the week, the months of the year, and the seasons; he could scarcely tell time or comprehend the standards of measure or the basic principle that subtraction is the reverse of addition
measurement	 criminal_triples/case_18.txt	 test	 for	 standard error of measurement 	 (b) The CCA's conclusion that Moore's IQ scores established that he is not intellectually disabled is irreconcilable with Hall, which instructs that, where an IQ score is close to, but above, 70, courts must account for the test's "standard error of measurement.
mechanism	 criminal_triples/case_20.txt	 comment section	 is	 Finally mechanism 	 Finally (4), the back-and-forth comment section is a mechanism for users to communicate among themselves
media	 criminal_triples/case_20.txt	 Today	 cyberspace at_time	 particularly social media 	 Today, one of the most important places to exchange views is cyberspace, particularly social media, which offers "relatively unlimited, low-cost capacity for communication of all kinds," Reno v. American Civil Liberties Union, 521 U. S. 844, 870, to users engaged in a wide array of protected First Amendment activity on any number of diverse topics
medical	 criminal_triples/case_17.txt	 defense	 evaluate	 McWilliams ' medical records 	 Neither Dr. Goff nor any other expert helped the defense evaluate Goff's report or McWilliams' extensive medical records and translate these data into a legal strategy
medium	 criminal_triples/case_20.txt	 First Amendment	 provides protection in	 medium 	 Here, in one of the first cases the Court has taken to address the relationship between the First Amendment and the modern Internet, the Court must exercise extreme caution before suggesting that the First Amendment provides scant protection for access to vast networks in that medium
meet	 criminal_triples/case_17.txt	 State	 meet	 standard 	 As a practical matter, the simplest way for a State to meet this standard may be to provide a qualified expert retained specifically for the defense team
meeting	 criminal_triples/case_20.txt	 it	 meeting	 other persons 	 Second, it "[f]acilitates the social introduction between two or more persons for the purposes of friendship, meeting other persons, or information exchanges.
meets	 criminal_triples/case_12.txt	 habeas petitioner	 meets	 standard 	 A habeas petitioner meets this demanding standard only when he shows that the state court's decision was "so lacking in justification that there was an error well understood and comprehended in existing law beyond any possibility for fairminded disagreement.
members	 criminal_triples/case_18.txt	 Moore	 's members is	 former counsel 	 The court received affidavits and heard testimony from Moore's family members, former counsel, and a number of court-appointed mental-health experts
memorialized	 criminal_triples/case_19.txt	 remedy	 memorialized as	 part 	 This was "a remedy well known at common law," memorialized as "a part of the judgment of reversal which directed 'that the defendant be restored to all things which he has lost on occasion of the judgment aforesaid.' 
mental	 criminal_triples/case_17.txt	 defendant	 is with	 access to mental health expert 	 Ake clearly established that when certain threshold criteria are met, the state must provide a defendant with access to a mental health expert who is sufficiently available to the defense and independent from the prosecution to effectively "conduct an appropriate examination and assist in evaluation, preparation, and presentation of the defense.
mentally	 criminal_triples/case_17.txt	 Mr. McWilliams	 was mentally impaired on	 night 	 The State introduced a psychologist of its own (Dr. Kirkland) who strenuously disagreed with Dr. Woods's diagnosis and concluded that nothing "indicate[s] that Mr. McWilliams was mentally impaired on the night of the offense.
mentioned	 criminal_triples/case_13.txt	 Tharpe	 mentioned	 it 	 Nor did the District Court abuse its discretion in failing to address it, since Tharpe merely mentioned it in a footnote in his reply brief where he was explaining the state court's decision
mentions	 criminal_triples/case_19.txt	 Court	 regrettably mentions	 none 	 The Court regrettably mentions none of this
mere	 criminal_triples/case_19.txt	 mere escrow agent	 executing judgment in	 favor party 	 Faced with this fact pattern, the Ninth Circuit declined to require reimbursement, reasoning that the Government was a mere "escrow agent" executing a then-valid final judgment in favor of a third party
merely	 criminal_triples/case_13.txt	 Tharpe	 merely mentioned	 it 	 Nor did the District Court abuse its discretion in failing to address it, since Tharpe merely mentioned it in a footnote in his reply brief where he was explaining the state court's decision
merge	 criminal_triples/case_14.txt	 judgment	 merge	 become 	 Petitioner argues that the initial judgment deferring restitution and the amended judgment imposing a specific restitution amount merge to become "the judgment" referenced in the Federal Rules
merit	 criminal_triples/case_17.txt	 McWilliams 's claims	 are without	 merit 	 At the end of a lengthy hearing in which both experts addressed the malingering issue (see, e.g., id., at 935-943, 955, 964-966, 1076-1077), the state postconviction court found that "McWilliams's claims based upon the testimony of Dr. Woods are without merit.
met	 criminal_triples/case_17.txt	 certain threshold criteria	 are	 when met 	 Ake clearly established that when certain threshold criteria are met, the state must provide a defendant with access to a mental health expert who is sufficiently available to the defense and independent from the prosecution to effectively "conduct an appropriate examination and assist in evaluation, preparation, and presentation of the defense.
microwave	 criminal_triples/case_18.txt	 check	 using	 microwave oven 	 But the State's expert ultimately discounted those test results because Moore had "no exposure" to certain tasks the testing included, "such as writing a check and using a microwave oven.
middle	 criminal_triples/case_16.txt	 Omnibus Clause	 appears in	 middle 	 The Omnibus Clause appears in the middle of a sentence that refers to efforts to "intimidate or impede any officer or employee of the United States acting in an official capacity.
midnight	 criminal_triples/case_15.txt	 Manuel	 was riding after	 Shortly midnight 	 Shortly after midnight on March 18, 2011, Manuel was riding through Joliet, Illinois, in the passenger seat of a Dodge Charger, with his brother at the wheel
might	 criminal_triples/case_13.txt	 it	 might	 totally discoun Gattie 's first affidavit 	 Just before it permitted Gattie to leave, the court advised Tharpe's lawyers that it might "totally discoun[t]" Gattie's first affidavit, and it again invited them to ask Gattie questions about its contents
mild	 criminal_triples/case_18.txt	 average	 indicated	 mild intellectual disability 	 The court credited six scores, the average of which (70.66) indicated mild intellectual disability
militate	 criminal_triples/case_19.txt	 considerations	 might militate against	 blanket rule 	 The Court summarily rejects the proposition that " 'equitable considerations' " might militate against a blanket rule requiring the refund of money paid as restitution, see ibid., but why is this so
mimic	 criminal_triples/case_17.txt	 Mr. McWilliams	 mimic	 illness 	 One of them, Dr. Kamal Nagi, wrote that "Mr. McWilliams is grossly exaggerating his psychological symptoms to mimic mental illness.
mind	 criminal_triples/case_16.txt	 defendant	 on	 state of mind 	 See, e.g., 40 C. J. S., Homicide §80 (2014) (explaining that the distinction between first- and second-degree murder is based on the defendant's state of mind); §103 (same for voluntary and involuntary manslaughter)
minds	 criminal_triples/case_13.txt	 r easonable minds	 Even might disagree about	 evidence 	 Even if "[r]easonable minds reviewing the record might disagree about" the evidence, "on habeas review that does not suffice to supersede the [state] court's credibility determination.
minimize	 criminal_triples/case_19.txt	 numerous pre	 minimize	 risk 	 Colorado also suggests that "numerous pre- and post-deprivation procedures"--including the need for probable cause to support criminal charges, the jury-trial right, and the State's burden to prove guilt beyond a reasonable doubt--adequately minimize the risk of erroneous deprivation of property
minimum	 criminal_triples/case_15.txt	 Amendment	 establishes	 minimum constitutional standards 	 In Gerstein v. Pugh, 420 U. S. 103, the Court decided that a pretrial detention challenge was governed by the Fourth Amendment, noting that the Fourth Amendment establishes the minimum constitutional "standards and procedures" not just for arrest but also for "detention," id., at 111, and "always has been thought to define" the appropriate process "for seizures of person[s] . . . in criminal cases, including the detention of suspects pending trial," id., at 125, n. 27
minor	 criminal_triples/case_14.txt	 petitioner Marcelo Manrique	 possessing	 depiction of minor engaging in sexually explicit conduct 	 After federal agents found more than 300 files containing child pornography on his computer, petitioner Marcelo Manrique pleaded guilty to possessing a visual depiction of a minor engaging in sexually explicit conduct, in violation of 18 U. S. C. §§2252(a)(4)(B) and (b)(2)
minors	 criminal_triples/case_20.txt	 Washington Post 's website	 gives minors access9 For	 example 	 For example, the Washington Post's website gives minors access9 and satisfies the four elements that define a commercial social networking website
misapprehends	 criminal_triples/case_19.txt	 Colorado	 misapprehends	 Wolfish 	 Colorado misapprehends Wolfish
miscarriage	 criminal_triples/case_19.txt	 his conviction	 was result of	 miscarriage of justice 	 More specifically, the Exoneration Act entitles an exonerated defendant to compensation if he was convicted of a felony, was incarcerated, and, among other requirements, can prove by clear and convincing evidence that he is "actually innocent," meaning that his "conviction was the result of a miscarriage of justice" or that he is factually innocent
misdemeanors	 criminal_triples/case_16.txt	 certain misdemeanors	 is in	 Tax Code 	 Second, the Court asserts that its reading prevents the Omnibus Clause from overlapping with certain misdemeanors in the Tax Code
mislead	 criminal_triples/case_16.txt	 defendant	 of	 effort mislead 	 But the same could have been said of the defendant's effort to mislead the investigating agent in Aguilar
misplaced	 criminal_triples/case_14.txt	 Petitioner 's reliance	 is	 misplaced 	 Petitioner's reliance on Rule 4(b)(2) is also misplaced
misreading	 criminal_triples/case_13.txt	 Court	 Putting	 its misreading of decision 	 Putting aside its misreading of the decision below, the Court inexplicably declines to consider alternative grounds for affirmance
misreads	 criminal_triples/case_13.txt	 majority	 misreads	 decision below 	 The majority misreads the decision below as resting "solely" on prejudice
mistaken	 criminal_triples/case_15.txt	 Court	 is	 mistaken 	 The Court is mistaken in saying that its decision "follows from settled precedent.
mistakenly	 criminal_triples/case_14.txt	 he	 reasonably but mistakenly believes	 judgment 	 As this Court explained in construing Rule 4(a)(2)'s parallel provision for civil cases, the Rule "was intended to protect the unskilled litigant who files a notice of appeal from a decision that he reasonably but mistakenly believes to be a final judgment, while failing to file a notice of appeal from the actual final judgment.
mitigating	 criminal_triples/case_17.txt	 counsel	 has	 pretrial motion for psychiatric evaluation of sanity including aspects of mental condition relevant to mitigating circumstances considered in capital case in sentencing stage 	 It also granted counsel's pretrial motion for a psychiatric evaluation of McWilliams' sanity, including aspects of his mental condition relevant to "mitigating circumstances to be considered in a capital case in the sentencing stage.
mode	 criminal_triples/case_16.txt	 Levy	 refers to	 mode 	 Levy refers to "a specific mode of collection under which the Secretary of the Treasury distrains and seizes a recalcitrant taxpayer's property.
modern	 criminal_triples/case_20.txt	 essential venues	 is in	 Even modern era 	 Even in the modern era, these places are still essential venues for public gatherings to celebrate some views, to protest others, or simply to learn and inquire
modify	 criminal_triples/case_18.txt	 he	 modify standard for	 disability 	 But "[t]he decision to modify the legal standard for intellectual disability in the capital-sentencing context," the CCA explained, "rests with this Court unless and until the Legislature acts.
molester	 criminal_triples/case_20.txt	 internet	 permits	 would-be molester 	 Third, the internet offers an unprecedented degree of anonymity and easily permits a would-be molester to assume a false identity
monetary	 criminal_triples/case_19.txt	 pursuant	 compensation for	 deprivation of monetary assessments 	 Colorado argued on brief that if the Exoneration Act provides sufficient process to compensate a defendant for the loss of her liberty, the Act should also suffice "when a defendant seeks compensation for the less significant deprivation of monetary assessments paid pursuant to a conviction that is later overturned.
money	 criminal_triples/case_18.txt	 pool	 mowing lawns for	 money 	 Moore had demonstrated adaptive strengths, the CCA spelled out, by living on the streets, playing pool and mowing lawns for money, committing the crime in a sophisticated way and then fleeing, testifying and representing himself at trial, and developing skills in prison
monitor	 criminal_triples/case_20.txt	 parents	 monitor	 physical locations 	 First, it is easier for parents to monitor the physical locations that their children visit and the individuals with whom they speak in person than it is to monitor their internet use
months	 criminal_triples/case_11.txt	 it	 deferred commencement for	 two months 	 Based on that assurance, Lee accepted the plea and the District Court sentenced him to a year and a day in prison, though it deferred commencement of Lee's sentence for two months so that Lee could manage his restaurants over the holiday season
mooted	 criminal_triples/case_17.txt	 issue	 really been mooted over	 years 	 40 (respondent conceding that "this issue really has been mooted over the last 30-some-odd years because of statutory changes")
moral	 criminal_triples/case_18.txt	 Eighth Amendment	 impose	 moral backstop 	 The Eighth Amendment, under our precedent, is supposed to impose a moral backstop on punishment, prohibiting sentences that our society deems repugnant
more	 criminal_triples/case_11.txt	 end result	 been	 more favorable 	 The Court emphasized that, in addition to showing a reasonable probability that the defendant "would have accepted the earlier plea offer," it is also "necessary" to show a "reasonable probability that the end result of the criminal process would have been more favorable by reason of a plea to a lesser charge or a sentence of less prison time.
moreover	 criminal_triples/case_19.txt	 petitioners	 prevailed moreover on	 review 	 That petitioners prevailed on subsequent review rather than in the first instance, moreover, should be inconsequential
morning	 criminal_triples/case_17.txt	 judicial sentencing hearing	 began on	 morning of October 9 	 The judicial sentencing hearing began on the morning of October 9
most	 criminal_triples/case_11.txt	 he	 has lived for	 most 	 Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident
mother	 criminal_triples/case_17.txt	 prosecutor	 asked	 McWilliams ' mother 	 Similarly, when the prosecutor asked McWilliams' mother whether her son was "crazy," she answered, "I am no expert: I don't know whether my son is crazy or not
motion	 criminal_triples/case_11.txt	 he	 filed	 motion 	 When Lee learned of this consequence, he filed a motion to vacate his conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance
move	 criminal_triples/case_17.txt	 move	 is in	 direction 	 ("[C]omments supporting a move in either direction appear throughout the majority opinion in the case")
moves	 criminal_triples/case_13.txt	 its opinion	 makes	 two moves 	 Instead, its opinion makes two moves
mowed	 criminal_triples/case_18.txt	 CCA	 mowed	 lawns 	 The CCA recited the strengths it perceived, among them, Moore lived on the streets, mowed lawns, and played pool for money
mowing	 criminal_triples/case_18.txt	 pool	 mowing	 lawns 	 Moore had demonstrated adaptive strengths, the CCA spelled out, by living on the streets, playing pool and mowing lawns for money, committing the crime in a sophisticated way and then fleeing, testifying and representing himself at trial, and developing skills in prison
much	 criminal_triples/case_11.txt	 Lee	 demonstrated as	 much at his plea colloquy d 	 Lee demonstrated as much at his plea colloquy: When the judge warned him that a conviction "could result in your being deported," and asked "[d]oes that at all affect your decision about whether you want to plead guilty or not," Lee answered "Yes, Your Honor.
multiple	 criminal_triples/case_13.txt	 Court 's preliminary decision	 says	 little how court could ever rule given multiple levels 	 Moreover, the Court's preliminary decision that reasonable jurists could debate prejudice says little about how a court of appeals could ever rule in Tharpe's favor on the merits of that question, given the multiple levels of deference that apply
murdered	 criminal_triples/case_13.txt	 Tharpe	 murdered	 Freeman 	 As aggravating factors, the jury found that Tharpe murdered Freeman while committing two other capital felonies--the aggravated kidnapings of his wife and Freeman--and that the murder was outrageously or wantonly vile, horrible, or inhuman
murdering	 criminal_triples/case_13.txt	 Tharpe	 murdering	 Freeman 	 After murdering Freeman, Tharpe kidnaped and raped his wife, leaving Freeman's body lying in the ditch
must	 criminal_triples/case_11.txt	 defendant	 must show	 demonstrate 	 To demonstrate that counsel was constitutionally ineffective, a defendant must show that counsel's representation "fell below an objective standard of reasonableness" and that he was prejudiced as a result
my	 criminal_triples/case_16.txt	 text	 prohibits In	 my view 	 In my view, the plain text of the Omnibus Clause prohibits obstructing the due administration of the Tax Code in its entirety, not just particular IRS proceedings
name	 criminal_triples/case_20.txt	 user	 including	 name 	 Such a profile can contain an assortment of information, including the user's name, e-mail address, and picture.7 And fourth, given its back-and-forth comment function, Amazon satisfies the final statutory requirement.
narrow	 criminal_triples/case_16.txt	 we	 narrow	 statute 's scope 	 Neither can we rely upon prosecutorial discretion to narrow the statute's scope
narrower	 criminal_triples/case_16.txt	 it	 does have	 narrower scope 	 Or does it have a narrower scope
narrowly	 criminal_triples/case_16.txt	 it	 construe more narrowly	 § 7212 's Omnibus Clause 	 In light of our decision in Aguilar, we find it appropriate to construe §7212's Omnibus Clause more narrowly than the Government proposes
national	 criminal_triples/case_18.txt	 we	 runs up against	 national consensus 	 Executing intellectually disabled individuals, we concluded in Atkins, serves no penological purpose, see 536 U. S., at 318-320; runs up against a national consensus against the practice, see id., at 313-317; and creates a "risk that the death penalty will be imposed in spite of factors which may call for a less severe penalty," id., at 320 (internal quotation marks omitted); see id., at 320-321
naturally	 criminal_triples/case_15.txt	 ules	 naturally coalesced under	 Amendment 	 Id., at 274; see id., at 290 (Souter, J., concurring in judgment) ("[R]ules of recovery for such harms have naturally coalesced under the Fourth Amendment")
nature	 criminal_triples/case_12.txt	 Madison	 understand	 nature of proceeding 	 Nevertheless, Dr. Goff found that Madison "is able to understand the nature of the pending proceeding and he has an understanding of what he was tried for"; that he knows he is "in prison . . . because of 'murder' "; that he "understands that . . . [Alabama is] seeking retribution" for that crime; and that he "understands the sentence, specifically the meaning of a death sentence.
nearby	 criminal_triples/case_11.txt	 Lee	 opened nearby	 second restaurant 	 The Mandarin was a success, and Lee eventually opened a second restaurant nearby
neared	 criminal_triples/case_12.txt	 he	 petitioned trial court	 Madison 's execution neared 	 In 2016, as Madison's execution neared, he petitioned the trial court for a suspension of his death sentence
nearly	 criminal_triples/case_11.txt	 Lee	 had lived for	 nearly three decades 	 At the time of his plea, Lee had lived in the United States for nearly three decades, had established two businesses in Tennessee, and was the only family member in the United States who could care for his elderly parents--both naturalized American citizens
necessary	 criminal_triples/case_15.txt	 Manuel	 was brought for	 determination was probable cause for charge necessary for further detention 	 Manuel was brought before a county court judge later that day for a determination of whether there was probable cause for the charge, as necessary for further detention
need	 criminal_triples/case_17.txt	 my son	 do need	 help 	 All I know, that my son do need help.
negatively	 criminal_triples/case_16.txt	 foreseeable	 is	 defined negatively 	 "Reasonably foreseeable" is again defined negatively as "not . . . that the defendant knew the IRS may catch onto his unlawful scheme eventually.
negotiating	 criminal_triples/case_18.txt	 three	 negotiating	 their shares 	 After negotiating their respective shares of the money they intended to steal and donning disguises, the three went inside, heading straight to a courtesy booth staffed by James McCarble and Edna Scott
neither	 criminal_triples/case_16.txt	 Marinello	 did	 neither 	 Despite these warnings, Marinello did neither for another four years
net	 criminal_triples/case_15.txt	 malice requirement	 would cast net In	 cases 	 In other cases, the malice requirement would cast too wide a net
network	 criminal_triples/case_20.txt	 defendant	 is with	 his 12-year-old victim on social network chat site called 	 3d 219, 224 (a defendant "initiated conversations" with his 12-year-old victim "on a social network chat site called 'Kik' " and later sent sexually graphic photographs of himself to the victim and received sexually graphic photos from her)
networking	 criminal_triples/case_20.txt	 law	 applies to	 commonplace networking sites 	 First, while the Court need not decide the statute's precise scope, it is enough to assume that the law applies to commonplace social networking sites like Facebook, LinkedIn, and Twitter
networks	 criminal_triples/case_20.txt	 First Amendment	 provides	 protection for access to vast networks 	 Here, in one of the first cases the Court has taken to address the relationship between the First Amendment and the modern Internet, the Court must exercise extreme caution before suggesting that the First Amendment provides scant protection for access to vast networks in that medium
