(February 27 2017, Decided at_time, May 30 2017)
(victim, be younger for, rape offense based solely on age of participants qualify as abuse of minor)
(victim, be younger for, rape offense qualify)
(victim, be, for statutory rape offense based on age of participants qualify as abuse of minor younger than 16)
(victim, be, for statutory rape offense based solely on age of participants qualify younger than 16)
(victim, be, for statutory rape offense qualify as abuse of minor younger than 16)
(victim, be, for rape offense based qualify younger than 16)
(victim, be younger for, rape offense based solely on age qualify)
(victim, be younger for, statutory rape offense based on age of participants qualify as sexual abuse of minor)
(victim, be, for rape offense based solely on age qualify as sexual abuse of minor under INA younger than 16)
(victim, be, for rape offense based qualify as sexual abuse of minor under INA younger than 16)
(victim, be younger for, rape offense qualify as sexual abuse of minor)
(victim, be younger for, statutory rape offense based on age qualify)
(victim, be younger for, rape offense based on age of participants qualify as sexual abuse of minor)
(victim, be, for statutory rape offense based solely on age qualify as sexual abuse of minor younger than 16)
(victim, be younger for, rape offense based on age qualify as sexual abuse of minor)
(victim, be, for rape offense based on age qualify as abuse of minor younger than 16)
(victim, be, for statutory rape offense based solely on age qualify as sexual abuse of minor under INA younger than 16)
(victim, be, for rape offense qualify younger than 16)
(victim, be younger for, rape offense based qualify as abuse)
(victim, be, for statutory rape offense based solely on age of participants qualify as abuse of minor younger than 16)
(victim, be, for statutory rape offense based on age of participants qualify as sexual abuse younger than 16)
(victim, be younger for, rape offense based qualify as abuse of minor)
(victim, be, for statutory rape offense qualify younger than 16)
(victim, be, for rape offense based solely on age of participants qualify as abuse of minor younger than 16)
(victim, be younger for, rape offense qualify as abuse)
(victim, be younger than, 16)
(victim, be younger for, rape offense based qualify)
(victim, be younger for, statutory rape offense based qualify as abuse of minor under INA)
(victim, be younger for, statutory rape offense qualify as abuse of minor under INA)
(victim, be, for rape offense based qualify as sexual abuse younger than 16)
(victim, be, for statutory rape offense based solely on age qualify as abuse of minor younger than 16)
(victim, be younger for, rape offense qualify as abuse of minor under INA)
(victim, be younger for, rape offense based solely on age qualify as sexual abuse of minor under INA)
(victim, be younger for, statutory rape offense based qualify as sexual abuse)
(victim, be younger for, statutory rape offense qualify as sexual abuse)
(victim, be, for rape offense based solely on age of participants qualify as sexual abuse of minor under INA younger than 16)
(victim, be, for statutory rape offense based solely on age qualify younger than 16)
(victim, be younger for, rape offense based solely on age of participants qualify as abuse of minor under INA)
(victim, be, for rape offense based qualify as sexual abuse of minor younger than 16)
(victim, be, for rape offense based solely on age of participants qualify as sexual abuse younger than 16)
(victim, be younger for, statutory rape offense based on age of participants qualify)
(victim, be younger for, statutory rape offense based qualify as sexual abuse of minor)
(victim, be younger for, statutory rape offense qualify)
(victim, be, for statutory rape offense based solely on age of participants qualify as sexual abuse younger than 16)
(victim, be, for rape offense based on age qualify younger than 16)
(victim, be younger for, rape offense based on age qualify as sexual abuse)
(victim, be, for rape offense based solely on age of participants qualify younger than 16)
(victim, be, for statutory rape offense based solely on age qualify as abuse younger than 16)
(victim, be younger for, rape offense based qualify as abuse of minor under INA)
(INA, lists, sexual abuse)
(INA, lists abuse as, aggravated felony)
(INA, lists, abuse)
(INA, lists, sexual abuse of minor)
(INA, lists, abuse of minor)
(INA, lists abuse as, felony)
(different statute, criminalizes, abuse of minor)
(different statute, criminalizes, exual abuse)
(different statute, criminalizes, abuse)
(minor, of abuse is, s)
(different statute, criminalizes, exual abuse of minor)
(different statute, criminalizes, s)
(Section 2243, protect, anyone)
(Section, protect anyone under, age 16)
(Section 2243, was, amended)
(Section, protect, anyone)
(Congress, understood, that)
(Section, was, amended)
(Section, was amended, suggesting)
(Section 2243, protect anyone under, age 16)
(Section 2243, was amended, suggesting)
(significant majority, set age at, 16)
(statutory rape offenses, predicated exclusively on, age)
(significant majority, set, age)
(majority, Finally set, age)
(majority, set age at, 16)
(significant majority, set age for, rape offenses predicated exclusively on age of participants)
(majority, set age for, statutory rape offenses predicated exclusively on age of participants)
(significant majority, Finally set, age of consent)
(majority, set age for, rape offenses predicated)
(rape offenses, predicated on, age)
(majority, Finally set age for, statutory rape offenses predicated)
(significant majority, Finally set age for, rape offenses predicated on age)
(significant majority, Finally set age for, statutory rape offenses predicated exclusively on age)
(significant majority, Finally set age at, 16)
(statutory rape offenses, predicated exclusively on, age participants)
(significant majority, Finally set age for, statutory rape offenses predicated)
(significant majority, Finally set age for, statutory rape offenses predicated exclusively)
(significant majority, Finally set, age)
(significant majority, set age for, rape offenses predicated exclusively on age)
(majority, Finally set age for, statutory rape offenses predicated exclusively on age)
(majority, set age for, rape offenses predicated exclusively on age)
(majority, Finally set, age of consent)
(majority, Finally set age for, statutory rape offenses predicated on age)
(majority, set age for, statutory rape offenses)
(significant majority, Finally set age for, statutory rape offenses)
(significant majority, Finally set age for, rape offenses predicated)
(majority, set age for, statutory rape offenses predicated)
(significant majority, set age for, statutory rape offenses predicated on age of participants)
(rape offenses, predicated on, age participants)
(majority, Finally set age at, 16)
(significant majority, set age for, rape offenses predicated)
(significant majority, set age for, statutory rape offenses predicated)
(significant majority, Finally set age for, rape offenses predicated on age of participants)
(majority, Finally set age for, rape offenses predicated on age of participants)
(significant majority, set age for, rape offenses predicated on age)
(significant majority, Finally set age for, statutory rape offenses predicated exclusively on age of participants)
(majority, Finally set age for, rape offenses predicated)
(majority, Finally set age for, rape offenses predicated exclusively)
(significant majority, set age for, rape offenses)
(majority, set age for, rape offenses predicated exclusively on age of participants)
(significant majority, set age for, statutory rape offenses predicated on age)
(significant majority, Finally set age for, statutory rape offenses predicated on age of participants)
(majority, Finally set age for, rape offenses predicated on age)
(majority, set age for, statutory rape offenses predicated on age)
(majority, Finally set age for, rape offenses predicated exclusively on age of participants)
(significant majority, Finally set age for, rape offenses predicated exclusively)
(majority, set age for, statutory rape offenses predicated exclusively on age)
(majority, Finally set age for, statutory rape offenses)
(significant majority, set age for, statutory rape offenses)
(majority, set age for, rape offenses predicated on age)
(significant majority, Finally set age for, rape offenses predicated exclusively on age of participants)
(majority, Finally set age for, statutory rape offenses predicated on age of participants)
(majority, set age for, rape offenses predicated exclusively)
(majority, set, age of consent)
(statutory rape offenses, predicated on, age participants)
(majority, set, age)
(majority, set age for, rape offenses predicated on age of participants)
(significant majority, set age for, rape offenses predicated on age of participants)
(significant majority, set, age of consent)
(significant majority, set age for, rape offenses predicated exclusively)
(majority, Finally set age for, statutory rape offenses predicated exclusively on age of participants)
(significant majority, Finally set age for, rape offenses)
(rape offenses, predicated exclusively on, age participants)
(majority, set age for, statutory rape offenses predicated on age of participants)
(significant majority, Finally set age for, rape offenses predicated exclusively on age)
(majority, set age for, rape offenses)
(significant majority, Finally set age for, statutory rape offenses predicated on age)
(significant majority, set age for, statutory rape offenses predicated exclusively on age)
(rape offenses, predicated exclusively on, age)
(significant majority, set age for, statutory rape offenses predicated exclusively on age of participants)
(majority, Finally set age for, statutory rape offenses predicated exclusively)
(majority, Finally set age for, rape offenses)
(majority, set age for, statutory rape offenses predicated exclusively)
(significant majority, set age for, statutory rape offenses predicated exclusively)
(majority, Finally set age for, rape offenses predicated exclusively on age)
(statutory rape offenses, predicated on, age)
(statute, read in, context)
(Board, has, interpretation of sexual abuse of minor)
(applies, rule of, lenity)
(Thomas, delivered, opinion)
(other Members, joined except, J.)
(opinion, is subject to, revision in print of United States Reports)
(opinion, is subject to, formal revision in preliminary print)
(opinion, is subject to, revision)
(opinion, is subject to, formal revision)
(opinion, is subject to, revision in print)
(opinion, is subject to, formal revision before publication)
(opinion, is subject to, formal revision in print of United States Reports)
(formal revision, is in, preliminary print of United States Reports)
(opinion, is subject to, revision before publication in preliminary print)
(opinion, is subject to, formal revision before publication in preliminary print)
(opinion, is subject to, formal revision before publication in print of United States Reports)
(opinion, is subject to, revision before publication)
(opinion, is subject to, formal revision in print)
(opinion, is, subject)
(opinion, is subject to, revision in preliminary print)
(opinion, is subject to, revision before publication in print)
(opinion, is subject to, formal revision in preliminary print of United States Reports)
(opinion, is subject to, revision before publication in preliminary print of United States Reports)
(opinion, is subject to, revision in preliminary print of United States Reports)
(opinion, is subject to, formal revision before publication in print)
(opinion, is subject to, revision before publication in print of United States Reports)
(opinion, is subject to, formal revision before publication in preliminary print of United States Reports)
(Readers, notify, Reporter)
(Readers, notify, Reporter of Decisions)
(Supreme Court, is in, order)
(Readers, are, requested)
(typographical formal errors, of States is, Washington)
(typographical formal errors, of States is, D. C. 20543)
(JUAN ESQUIVEL-QUINTANA, PETITIONER v., JEFFERSON B. SESSIONS)
(Justice Thomas, delivered, opinion of Court)
(Justice Thomas, delivered, opinion)
(conviction, is, aggravated felony regardless)
(conviction, is, felony)
(conviction, is, felony regardless)
(conviction, is, aggravated felony)
(conviction, is, aggravated)
(conviction, qualifies as, abuse of minor)
(conviction, qualifies as, abuse of minor under INA)
(conviction, qualifies as, sexual abuse of minor under INA)
(conviction, qualifies as, abuse)
(conviction, qualifies as, sexual abuse)
(conviction, qualifies as, sexual abuse of minor)
(He, was admitted in, 2000)
(He, was, admitted to United States in 2000)
(He, was, admitted to United States as resident)
(He, was admitted as, lawful resident)
(He, was, admitted to United States as lawful resident)
(He, was, admitted as resident in 2000)
(He, was admitted to, United States)
(He, was admitted as, lawful permanent resident)
(He, was, admitted)
(He, was, admitted to United States as permanent resident in 2000)
(He, was, admitted to United States as permanent resident)
(He, was admitted as, permanent resident)
(He, was admitted as, resident)
(He, was, admitted as lawful resident in 2000)
(He, was, admitted to United States as resident in 2000)
(He, was, admitted as lawful permanent resident in 2000)
(He, was, admitted to United States as lawful resident in 2000)
(He, was, admitted to United States as lawful permanent resident in 2000)
(He, was, admitted as permanent resident in 2000)
(He, was, admitted to United States as lawful permanent resident)
(unlawful sexual intercourse, is with, minor)
(California, defines, minor)
(Department, initiated, removal proceedings)
(Department, initiated, removal proceedings against petitioner)
(Department, initiated removal proceedings based on, conviction)
(Immigration Judge, concluded, that)
(Board, dismissed, his appeal)
(statute, require, age difference between victim)
(statute, require, age difference)
(statute, require, meaningful age difference)
(statute, require, meaningful age difference between victim)
(petitioner 's crime, was, aggravated felony)
(petitioner, has, crime of conviction)
(petitioner 's crime, making, him removable)
(petitioner 's crime, making, him removable under INA)
(him, removable under, INA)
(crime, was, aggravated)
(conviction, crime of was, felony)
(conviction, crime of was, aggravated felony)
(petitioner 's crime, was, felony)
(divided Court, deferring to, Board 's interpretation of abuse of minor under Chevron U. S. A. Inc. v. Natural Resources Defense Council)
(Court, deferring to, Board 's interpretation of abuse of minor under Chevron U. S. A. Inc.)
(Court, deferring to, Board 's interpretation of abuse of minor)
(Esquivel-Quintana, has, petition for review)
(Court, deferring to, Board 's interpretation of abuse)
(Court, deferring to, Board 's interpretation)
(divided Court, denied, Esquivel-Quintana 's petition)
(divided Court, deferring to, Board 's interpretation of abuse)
(Court, deferring to, Board 's interpretation of abuse of minor under Chevron U. S. A. Inc. v. Natural Resources Defense Council)
(divided Court, deferring to, Board 's interpretation of sexual abuse of minor under Chevron U. S. A. Inc.)
(divided Court, deferring to, Board 's interpretation of abuse of minor under Chevron U. S. A. Inc.)
(Court, deferring to, Board 's interpretation of sexual abuse of minor under Chevron U. S. A. Inc.)
(Court, deferring to, Board 's interpretation of sexual abuse of minor)
(Court, deferring to, Board 's interpretation of sexual abuse of minor under Chevron U. S. A. Inc. v. Natural Resources Defense Council)
(divided Court, deferring to, Board 's interpretation of abuse of minor)
(Court, denied, Esquivel-Quintana 's petition for review)
(Court, denied, Esquivel-Quintana 's petition)
(Court, deferring to, Board 's interpretation of sexual abuse)
(divided Court, deferring to, Board 's interpretation)
(divided Court, denied, Esquivel-Quintana 's petition for review)
(divided Court, deferring to, Board 's interpretation of sexual abuse of minor under Chevron U. S. A. Inc. v. Natural Resources Defense Council)
(divided Court, deferring to, Board 's interpretation of sexual abuse)
(Board, to, interpretation of sexual abuse of minor under Chevron U. S. A. Inc. v. Natural Resources Defense Council)
(divided Court, deferring to, Board 's interpretation of sexual abuse of minor)
(We, granted, now reverse)
(We, granted, reverse)
(We, granted, certiorari)
(We, granted, 2016)
(We, granted, 580 U. S. ___)
(we, employ approach to, facts)
(we, employ, categorical approach)
(we, employ approach of, conviction)
(we, employ approach, looking to statute)
(we, Accordingly employ approach to, specific facts)
(alien 's conviction, qualifies as, felony)
(we, employ approach, looking)
(we, employ approach, determine)
(we, Accordingly employ, categorical approach)
(we, employ, approach)
(we, employ approach to, specific facts)
(alien 's conviction, qualifies under, section)
(alien, has, conviction)
(alien 's conviction, qualifies as, aggravated felony)
(we, Accordingly employ, approach)
(we, Accordingly employ approach, looking to statute)
(we, Accordingly employ approach of, conviction)
(we, Accordingly employ approach to, facts)
(specific facts, underlying, crime)
(we, looking to, statute)
(we, Accordingly employ approach, looking)
(facts, underlying, crime)
(state statute, fits within, generic federal definition)
(state statute, categorically fits within, generic federal definition of corresponding felony)
(state statute, categorically fits within, definition)
(state statute, categorically fits within, generic definition)
(defining, crime of, conviction)
(state statute, categorically fits within, generic definition of corresponding felony)
(we, ask Under, approach)
(state statute, fits within, generic definition of felony)
(state statute, fits within, generic definition of corresponding felony)
(state statute, categorically fits within, generic federal definition of corresponding aggravated felony)
(state statute, fits within, generic federal definition of corresponding felony)
(state statute, fits within, federal definition of felony)
(state statute, fits within, generic federal definition of felony)
(state statute, categorically fits within, generic federal definition)
(state statute, fits within, definition of corresponding aggravated felony)
(state statute, fits within, generic definition)
(state statute, categorically fits within, definition of corresponding felony)
(state statute, categorically fits within, generic definition of aggravated felony)
(state statute, categorically fits within, federal definition of corresponding aggravated felony)
(state statute, fits within, definition of aggravated felony)
(state statute, defining, crime)
(state statute, categorically fits within, federal definition of aggravated felony)
(state statute, fits within, generic definition of aggravated felony)
(state statute, fits within, federal definition of corresponding aggravated felony)
(state statute, fits within, federal definition of aggravated felony)
(state statute, categorically fits within, definition of corresponding aggravated felony)
(state statute, fits within, generic definition of corresponding aggravated felony)
(state statute, fits within, definition of felony)
(state statute, categorically fits within, generic federal definition of felony)
(state statute, fits within, definition of corresponding felony)
(state statute, fits within, generic federal definition of corresponding aggravated felony)
(state statute, categorically fits within, definition of aggravated felony)
(state statute, fits within, federal definition of corresponding felony)
(state statute, categorically fits within, generic definition of corresponding aggravated felony)
(state statute, categorically fits within, generic definition of felony)
(state statute, categorically fits within, federal definition)
(state statute, categorically fits within, definition of felony)
(state statute, fits within, federal definition)
(state statute, categorically fits within, federal definition of felony)
(state statute, categorically fits within, federal definition of corresponding felony)
(state statute, fits within, generic federal definition of aggravated felony)
(state statute, defining, crime of conviction)
(state statute, categorically fits within, generic federal definition of aggravated felony)
(state statute, fits within, definition)
(conduct, fall within, definition)
(we, presume In, other words)
(conduct, fall within, federal definition)
(we, presume In, words)
(th, of least is, e)
(conduct, fall within, definition of crime)
(conduct, fall within, federal definition of crime)
(least, only falls within, generic federal definition of sexual abuse)
(least, falls within, federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, only least falls within generic federal definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls)
(Moncrieffe, also is felony, only least falls within generic federal definition of sexual abuse)
(Moncrieffe, is felony, only least falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within federal definition of sexual abuse)
(Moncrieffe, also is felony, only least falls within generic definition)
(Moncrieffe, is felony, least falls)
(Moncrieffe, is felony, least of acts falls within generic definition of abuse of minor)
(Moncrieffe, also is felony, least of acts falls within federal definition of abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts falls within definition)
(Moncrieffe, is felony, only least of acts falls within generic definition of abuse)
(Moncrieffe, also is felony, least of acts falls within generic definition of abuse)
(Moncrieffe, is felony, least of acts falls within generic definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within federal definition)
(Moncrieffe, also is felony, only least falls within definition of abuse)
(Moncrieffe, is felony, least of acts falls within generic definition of abuse)
(least, falls within, generic federal definition)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within federal definition)
(Moncrieffe, also is felony, least of acts falls within generic federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within federal definition of abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within definition)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic definition of abuse of minor)
(least, falls within, generic federal definition of abuse of minor)
(Moncrieffe, also is felony, least falls within definition)
(Moncrieffe, also is felony, least of acts falls within definition)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within federal definition)
(Moncrieffe, is felony, least of acts criminalized falls within generic definition of sexual abuse)
(Moncrieffe, is felony, only least of acts falls within federal definition)
(Moncrieffe, also is felony, only least falls within federal definition of abuse of minor)
(Moncrieffe, also is felony, least falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within definition of abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic federal definition of abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, least falls within generic definition)
(Moncrieffe, also is felony, only least of acts falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, least falls within generic federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within generic definition)
(Moncrieffe, also is felony, least of acts falls)
(Moncrieffe, is felony, only least of acts falls within federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts falls)
(least, only falls within, generic definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within definition of abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic definition of abuse)
(least, falls within, generic federal definition of abuse)
(Moncrieffe, is felony, only least falls within generic definition of abuse of minor)
(Moncrieffe, is felony, only least falls within generic federal definition)
(Moncrieffe, is felony, only least of acts falls within definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic federal definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within generic definition of abuse of minor)
(least, only falls within, generic federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within generic definition of abuse)
(least, falls within, definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic definition of abuse of minor)
(least, falls within, definition)
(Moncrieffe, is felony, least of acts falls within federal definition of abuse)
(Moncrieffe, is felony, only least of acts falls within federal definition of abuse)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least falls within generic federal definition of abuse)
(Moncrieffe, is felony, least of acts criminalized falls within definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within generic federal definition of abuse)
(Moncrieffe, also is felony, only least falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within generic federal definition)
(Moncrieffe, is felony, only least of acts criminalized falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within federal definition)
(Moncrieffe, also is felony, only least of acts falls within generic definition of sexual abuse)
(Moncrieffe, also is felony, only least falls)
(Moncrieffe, is felony, least falls within definition)
(Moncrieffe, is felony, only least falls within federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within federal definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within federal definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts falls within definition of abuse)
(Moncrieffe, also is felony, only least of acts falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within federal definition)
(Moncrieffe, also is felony, least falls within federal definition of sexual abuse)
(Moncrieffe, is felony, least falls within generic definition)
(Moncrieffe, is felony, least of acts falls within federal definition)
(Moncrieffe, is felony, least of acts falls within definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts falls)
(Moncrieffe, also is felony, least falls within generic federal definition of abuse)
(Moncrieffe, is felony, least of acts criminalized falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts falls within generic definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts falls within federal definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within definition)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic federal definition of abuse)
(Moncrieffe, is felony, least falls within generic federal definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within federal definition of abuse)
(least, only falls within, federal definition of abuse)
(Moncrieffe, is felony, least falls within federal definition of sexual abuse)
(Moncrieffe, is, felony)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic federal definition)
(Moncrieffe, also is felony, only least of acts falls within federal definition of sexual abuse)
(Moncrieffe, is felony, least of acts criminalized falls within federal definition of abuse of minor)
(least, only falls within, federal definition of abuse of minor)
(Moncrieffe, also is felony, least falls within federal definition)
(Moncrieffe, also is felony, least of acts falls within definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within definition of sexual abuse)
(Moncrieffe, is felony, only least of acts falls within definition of sexual abuse)
(Moncrieffe, is felony, only least falls within definition)
(least, only falls within, definition of abuse of minor)
(least, only falls within, generic federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls)
(Moncrieffe, also is felony, least falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least falls within definition of abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within federal definition of abuse of minor)
(Moncrieffe, also is felony, only least falls within definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls)
(Moncrieffe, is felony, least falls within definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within definition)
(Moncrieffe, is felony, only least of acts criminalized falls within definition of abuse)
(Moncrieffe, also is felony, least falls within generic definition of abuse)
(Moncrieffe, also is felony, only least of acts falls within federal definition of abuse)
(Moncrieffe, is felony, only least of acts falls within generic definition)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic federal definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized falls)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within definition of abuse of minor)
(least, only falls within, federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least falls within generic definition of abuse of minor)
(Moncrieffe, is felony, least of acts falls within definition of abuse)
(Moncrieffe, is felony, only least of acts falls within generic federal definition of abuse)
(Moncrieffe, is felony, only least falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within generic federal definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized falls)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic federal definition of sexual abuse)
(Moncrieffe, is felony, least falls within federal definition of abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized falls within generic federal definition of sexual abuse)
(Moncrieffe, also is felony, least of acts falls within generic definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic federal definition of abuse)
(Moncrieffe, also is felony, least falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized falls within generic definition)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized falls within federal definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within generic definition of sexual abuse)
(Moncrieffe, also is felony, least of acts falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least falls within definition)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within definition of abuse)
(least, falls within, federal definition of sexual abuse)
(Moncrieffe, is felony, least of acts falls within generic federal definition of abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic federal definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic federal definition of sexual abuse)
(Moncrieffe, is felony, least falls within generic federal definition)
(Moncrieffe, also is felony, only least of acts criminalized falls)
(Moncrieffe, is felony, only least of acts falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least falls within generic definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic definition)
(least, only falls within, federal definition of sexual abuse)
(Moncrieffe, is felony, least falls within generic definition of sexual abuse)
(Moncrieffe, is felony, least falls within generic definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within federal definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized falls within definition)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic federal definition of abuse of minor)
(Moncrieffe, is felony, least falls within federal definition)
(Moncrieffe, is felony, least of acts criminalized falls within definition of sexual abuse)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic definition of sexual abuse)
(Moncrieffe, is, aggravated)
(Moncrieffe, is felony, only least of acts falls within generic federal definition of abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within generic definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within generic definition)
(Moncrieffe, also is felony, only least falls within definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts falls within generic definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within federal definition)
(Moncrieffe, is felony, least falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within generic definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic federal definition)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic definition of abuse)
(Moncrieffe, also is felony, only least falls within generic federal definition)
(Moncrieffe, is felony, least of acts criminalized falls)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic definition of sexual abuse of minor)
(Moncrieffe, is felony, only least falls within generic definition)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic definition)
(Moncrieffe, also is felony, only least falls within federal definition of sexual abuse)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic federal definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized falls within federal definition of sexual abuse)
(Moncrieffe, is felony, least falls within generic federal definition of abuse)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within federal definition of abuse of minor)
(Moncrieffe, is felony, least of acts falls within generic federal definition)
(Moncrieffe, also is felony, least of acts falls within federal definition of abuse)
(Moncrieffe, is felony, least falls within definition of abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within definition)
(Moncrieffe, also is felony, least of acts criminalized falls within generic definition of abuse)
