(February 29 2016, Decided at_time, June 27 2016)
(appeals courts, reach, force)
(federal appeals courts, usually read, same term)
(federal appeals courts, read, same term)
(appeals courts, usually read term in, § 16)
(federal appeals courts, usually read term in, § 16)
(§ 921, in force is, a)
(federal appeals courts, usually read, term)
(appeals courts, read term in, § 16)
(interpreting force, is in, § 921)
(federal appeals courts, reach, force)
(appeals courts, reach, violent force)
(appeals courts, usually read, term)
(federal appeals courts, reach, violent force)
(Leocal, has, exclusion of accidental conduct from definition hinging on use of force)
(our inclusion, is in, similarly worded provision)
(term force, is in, § 921)
(Court, looked to, law)
(Court, define, term force in § 921)
(Court, looked, petitioners observe)
(Court, define, term force)
(Court, looked in, Castleman)
(Court, looked to, common law)
(___, slip at, 4-5)
(___, slip op. at, 4-5)
(___, slip at, 4-5)
(common-law term, is with, established common-law meaning)
(9, has, goal)
(fit, is with, § 922)
(Congress, in, sightline)
(ordinary misdemeanor assault, is in, Congress 's sightline)
(Second Amendment, imposing, lifetime)
(Amendment, imposing, lifetime)
(we, adopt, their construction)
(Some, have distinguished, violent force)
(Some, have distinguished, force)
(W. Blackstone, therefore prohibits, stage)
(3 W. Blackstone, prohibits, first stage)
(W. Blackstone, therefore prohibits, stage of it)
(3 W. Blackstone, prohibits, stage of it)
(3 W. Blackstone, totally prohibits, stage)
(W. Blackstone, therefore totally prohibits, stage of it)
(3 W. Blackstone, therefore totally prohibits, first stage of it)
(W. Blackstone, therefore prohibits, first stage of it)
(W. Blackstone, therefore totally prohibits, stage)
(3 W. Blackstone, prohibits, first stage of it)
(W. Blackstone, prohibits, first stage)
(W. Blackstone, totally prohibits, first stage of it)
(3 W. Blackstone, therefore prohibits, stage of it)
(3 W. Blackstone, therefore totally prohibits, first stage)
(3 W. Blackstone, therefore totally prohibits, stage)
(W. Blackstone, therefore totally prohibits, first stage)
(3 W. Blackstone, prohibits, stage)
(3 W. Blackstone, totally prohibits, stage of it)
(W. Blackstone, prohibits, stage of it)
(3 W. Blackstone, therefore prohibits, stage)
(3 W. Blackstone, totally prohibits, first stage of it)
(W. Blackstone, prohibits, first stage of it)
(W. Blackstone, totally prohibits, stage)
(W. Blackstone, totally prohibits, stage of it)
(3 W. Blackstone, totally prohibits, first stage)
(3 W. Blackstone, therefore prohibits, first stage)
(3 W. Blackstone, therefore totally prohibits, stage of it)
(3 W. Blackstone, therefore prohibits, first stage of it)
(W. Blackstone, prohibits, stage)
(W. Blackstone, therefore totally prohibits, first stage of it)
(W. Blackstone, therefore prohibits, first stage)
(W. Blackstone, totally prohibits, first stage)
(Congress, legislated against, common-law backdrop)
(I, treat, nonconsensual touching)
(I, Consequently treat, touching)
(I, treat, touching)
(I, Consequently treat, nonconsensual touching)
(force, has, legal connotation of intentional acts)
(force, narrower connotation of, intentional acts)
(force, generally has, narrower legal connotation of acts)
(force, has, narrower connotation)
(force, narrower connotation of, acts designed)
(force, generally has, narrower legal connotation of intentional acts designed)
(force, narrower connotation of, acts)
(force, generally has, legal connotation)
(force, has, legal connotation of acts designed)
(force, legal connotation of, intentional acts designed)
(force, has, connotation of intentional acts)
(force, generally has, connotation of acts)
(I, use force in, its sense)
(force, has, narrower connotation of acts designed)
(force, narrower legal connotation of, intentional acts)
(I, use, force)
(force, generally has, narrower connotation of acts designed)
(force, generally has, connotation)
(force, has, legal connotation of intentional acts designed)
(force, generally has, narrower legal connotation of acts designed)
(force, has, legal connotation)
(I, mean, strength)
(force, generally has, connotation of intentional acts)
(force, legal connotation of, intentional acts)
(force, has, narrower connotation of intentional acts designed)
(I, force in, Part)
(I, mean, strength exerted)
(force, narrower connotation of, intentional acts designed)
(force, narrower legal connotation of, acts)
(force, has, narrower legal connotation of acts)
(force, generally has, narrower legal connotation of intentional acts)
(force, connotation of, intentional acts)
(force, has, narrower connotation of acts)
(force, connotation of, acts)
(I, mean, power)
(I, use, force in Part)
(I, use force in, its broadest sense)
(force, has, connotation of acts)
(force, is in, Part)
(force, generally has, connotation of acts designed)
(force, narrower legal connotation of, acts designed)
(force, generally has, legal connotation of intentional acts designed)
(force, generally has, connotation of intentional acts designed)
(force, generally has, narrower legal connotation)
(force, legal connotation of, acts)
(force, generally has, narrower connotation of intentional acts)
(force, generally has, narrower connotation of acts)
(force, has, narrower legal connotation)
(force, narrower legal connotation of, intentional acts designed)
(force, legal connotation of, acts designed)
(force, has, connotation)
(force, connotation of, acts designed)
(force, has, connotation of acts designed)
(force, has, connotation of intentional acts designed)
(force, has, narrower legal connotation of acts designed)
(force, generally has, legal connotation of intentional acts)
(force, connotation of, intentional acts designed)
(I, mean, strength exerted upon object)
(force, generally has, legal connotation of acts designed)
(force, generally has, legal connotation of acts)
(force, has, narrower connotation of intentional acts)
(force, has, narrower legal connotation of intentional acts)
(force, generally has, narrower connotation of intentional acts designed)
(force, has, legal connotation of acts)
(force, has, narrower legal connotation of intentional acts designed)
(force, generally has, narrower connotation)
(I, am using, states)
(I, am using, states relevant)
(I, am using, only states)
(I, am using, only mental states)
(I, am using, mental states relevant to Court 's resolution)
(I, am using states, simplify)
(I, am using, states relevant to Court 's resolution)
(I, am using, mental states)
(I, am using, only states relevant to Court 's resolution)
(I, am using, only mental states relevant)
(I, am using, only states relevant to Court 's resolution of case)
(I, am using, only mental states relevant to Court 's resolution of case)
(I, am using, only mental states relevant to Court 's resolution)
(Court, to, resolution of case)
(I, am using, states relevant to Court 's resolution of case)
(I, am using, mental states relevant)
(I, am using, mental states relevant to Court 's resolution of case)
(I, am using, only states relevant)
(person, could also create, force negligently)
(person, could create, force negligently)
(person, could also create, force)
(person, could create, force)
(Door Slammer, might also fit within, use of force)
(Door Slammer, might fit within, use of force)
(Door Slammer, might also fit, harder question)
(Door Slammer, might also fit within, use)
(Door Slammer, might fit, harder question)
(Door Slammer, might fit, question)
(Door Slammer, might also fit, question)
(Door Slammer, might fit within, use)
(that, is, harder)
(Door Slammer, might fit within, use of physical force)
(Door Slammer, might also fit within, use of physical force)
(Door Slammer, has used, force)
(conduct, slamming, door)
(one 's actions, cause, harm)
(one 's actions, are, substantially likely)
(majority 's equation, is with, understanding)
(one, has, actions)
(one 's actions, cause harm at, 6)
(majority 's equation, misstates, standard)
(majority, has, equation of recklessness with understanding)
(one 's actions, are, likely)
(majority 's equation, misstates, standard for recklessness)
(one 's actions, cause, ante)
(standard, is in, States)
(Recklessness, requires, substantial risk)
(Recklessness, only requires, risk)
(Recklessness, requires, risk)
(Recklessness, only requires, substantial risk)
(237, at 2.02 is, Comment 1)
(it, play, roulette)
(it, play, Russian roulette)
(it, play roulette with, revolver)
