(October 7 2015, Decided at_time, January 20 2016)
(Kansas Supreme Court 's opinion, proven, instructive in other States)
(it, even was couched in, language of Federal Constitution)
(It, seems, unlikely)
(it, was, even couched)
(It, seems, couched in language)
(it, was, couched)
(It, thus seems, even couched)
(It, seems, couched in language of Federal Constitution)
(it, was couched in, language)
(Kansas Supreme Court 's opinion, proven, instructive in States)
(it, was couched in, language of Federal Constitution)
(It, seems, even couched in language of Federal Constitution)
(certiorari, is, where warranted)
(State 's court, overprotected, defendant)
(State, has, highest court)
(State 's highest court, overprotected, defendant)
(State 's highest court, overprotected, criminal defendant)
(State 's court, overprotected, criminal defendant)
(certiorari, is, warranted)
(state court, has, grant of relief)
(state court, has, decision in favor of criminal defendant)
(state court 's decision, is in, favor of criminal defendant)
(Carr brothers, committed, acts)
(majority, is, anxious)
(majority, is, understandably anxious)
(Carr brothers, committed, acts of inconceivable cruelty)
(they, receive, their just deserts)
(they, receive, their deserts)
(Carr brothers, committed, acts of almost inconceivable cruelty)
(Carr brothers, committed, acts of cruelty)
(cases, make, bad law)
(cases, make, law)
(hard cases, make, law)
(hard cases, make, bad law)
(Shocking cases, make, law)
(cases, make, much law)
(Shocking cases, make, too much law)
(cases, make, law)
(Shocking cases, make, much law)
(cases, make, too much law)
(cases, suggest, corollary)
(No. 14-450, Kansas v., Carr)
(portion, for facts is, 299 Kan. 1127 1134-1147)
(portion, for facts is, 300 Kan. 1 18-38)
(relevant instructions, are, materially indistinguishable)
(relevant penalty-phase instructions, are, materially indistinguishable)
(relevant penalty-phase instructions, are, indistinguishable)
(instructions, are, materially indistinguishable)
(relevant instructions, are, indistinguishable)
(penalty-phase instructions, are, materially indistinguishable)
(penalty-phase instructions, are, indistinguishable)
(instructions, are, indistinguishable)
(brother, has, handcuffs)
(he, was, prejudiced)
(allegation, is, mystifying)
(brother, has, handcuffs)
(his brother 's handcuffs, were, visible)
(majority, of, questionable distinction)
