(April 29 2015, Decided at_time, June 29 2015)
(Justice Lewis Powell, came to, much conclusion)
(Justice Lewis Powell, Indeed came albeit, albeit his retirement from Court)
(Justice Lewis Powell, Indeed came albeit, albeit his retirement)
(Justice Lewis Powell, came to, much same conclusion)
(crucial vote, is in, Gregg)
(Justice Lewis Powell, Indeed came to, same conclusion)
(Justice Lewis Powell, came to, same conclusion)
(Justice Lewis Powell, came albeit, albeit his retirement)
(Justice Lewis Powell, came albeit, albeit his retirement from Court)
(Justice Lewis Powell, Indeed came to, much conclusion)
(Justice Lewis Powell, Indeed came to, much same conclusion)
(Justice Lewis Powell, came to, conclusion)
(Federal Constitution, left matter up, determine)
(Federal Constitution, left, matter)
(Federal Constitution, left up, matter)
(Federal Constitution, rather left, matter)
(Federal Constitution, rather left matter up, determine)
(Federal Constitution, left matter, determine)
(Federal Constitution, rather left up, matter)
(Justice Powell, had come to, Court)
(Federal Constitution, rather left matter, determine)
(431-432, at Furman is, supra)
(committee, Committee in, Capital Cases)
(committee, Committee on, Federal Habeas Corpus)
(Ad Hoc Committee, is in, Capital Cases)
(delays, is in, capital cases)
(Chief Justice Rehnquist, appointed, him)
(Committee, presented, report to Congress)
(elay, penalty of, much)
(elay, robs, penalty of much of its deterrent value)
(elay, robs, penalty)
(elay, penalty of, much of its deterrent value)
(Committee, presented, report)
(elay, robs, penalty of much)
(Habeas Corpus Reform, Hearings before, Committee)
(United States, was, unique)
(United States, was unique among, industrialized nations)
(United States, was unique among, industrialized nations of West)
(it, was, enforced)
(United States, maintaining, death penalty)
(it, was, enforced so rarely)
(United States, was unique among, nations of West)
(it, was, enforced rarely)
(United States, was unique among, nations)
(haggling litigation, is in, capital case)
(452, at Jeffries is, supra)
(problem, led Justice Powell In, short)
(problem, led, Justice Powell)
(problem, led Justice Powell in, part)
(death penalty, was, unconstitutional)
(delays, are much worse at_time, today)
(delays, are, much worse)
(delays, are much worse, I have said)
(delays, are worse at_time, today)
(delays, are worse, I have said)
(delays, are, worse)
(average delay, was, 7 years)
(Chief Justice Rehnquist, appointed Justice Powell to, Committee)
(delay, was, 7 years)
(Chief Justice Rehnquist, appointed, Justice Powell)
(p. 11, is with, supra)
(BJS, p. with, supra)
(supra, with p. is, Table 12)
(supra, with p. is, Sept. 1991)
(they, mitigate, problems raised)
(they, mitigate, problems)
(they, thereby mitigate, problems)
(they, thereby mitigate, problems just raised)
(they, mitigate, problems just raised)
(they, thereby mitigate, problems raised)
(delay, is, much difficult)
(delay, is, more difficult)
(shortening delay, is, much more difficult)
(shortening delay, is, more difficult)
(shortening delay, is, much difficult)
(delay, is, difficult)
(delay, is, much more difficult)
(shortening delay, is, difficult)
(death penalty, has, constitutionality)
(delays, have helped For, one thing)
(delays, make, application of death penalty more reliable)
(delays, make, application reliable)
(delays, make, application of death penalty reliable)
(delays, have helped, make)
(delays, make, application more reliable)
(DNA evidence, exonerated after, 30 years)
(A1, at Katz is, N. Y. Times)
(murder McCollum, was, convicted of)
(McCollum, had, had executed earlier)
(murder McCollum, was, convicted)
(he, committed, murder)
(man, is already serving, life sentence)
(McCollum, had, had executed)
(man, is serving, life sentence)
(Court, had earlier denied, review of McCollum 's claim over public dissent of only one Justice)
(Court, had earlier denied, review of McCollum 's claim over dissent)
(Court, had earlier denied, review of McCollum 's claim over dissent of only one Justice)
(Court, had denied, review of McCollum 's claim over public dissent of only one Justice)
(Court, had earlier denied review In, fact)
(Court, had denied, review of McCollum 's claim over dissent of only one Justice)
(Court, had earlier denied, review of McCollum 's claim over public dissent)
(Court, had denied, review of McCollum 's claim over public dissent)
(Court, had earlier denied, review of McCollum 's claim)
(Court, had denied, review)
(Court, had denied, review of McCollum 's claim)
(Court, had earlier denied, review)
(Court, had denied, review of McCollum 's claim over dissent)
(McCollum, of, claim over public dissent of only one Justice)
(Court, had denied review In, fact)
(McCollum, was exonerated by, DNA evidence)
(McCollum, was, exonerated)
(they, are, innocent)
(sentences, have, have overturned)
(sentences, have, have overturned for reasons)
(sentences, have, have overturned for other reasons)
(one, likely could reduce, delay)
(one, could reduce, delay)
(State, provide, adequate counsel)
(we, have established for, capital defendants)
(they, present, 438 U. S. 586)
(State, provide, counsel)
(we, Should eliminate, requirement)
(manner, be, constitutional)
(say, process of, law)
(we, should get, rid)
(defendants, may seek writ in, federal courts)
(claiming, violation of, guarantees)
(claiming, violation of, constitutional guarantees)
(defendants, may seek, writ)
(defendants, writ of, habeas corpus)
(defendants, may seek writ in, courts)
(defendants, may seek, writ of habeas corpus)
(say, due process of, law)
(we, should get for, instance)
(My answer, is, surely)
(courts, apply, these requirements)
(courts, providing, layers)
(providing, additional layers of, review)
(federal courts, providing, layers of review)
(courts, providing, additional layers of review)
(federal courts, providing, additional layers)
(courts, apply strictly, these requirements)
(federal courts, providing, layers)
(that, causes, delay)
(providing, layers of, review)
(courts, providing, additional layers)
(One, might argue of, course)
(courts, apply too strictly, these requirements)
(federal courts, providing, additional layers of review)
(courts, providing, layers of review)
(it, is difficult for, judges)
(it, is, difficult)
(severity, mandates, scrutiny)
(severity, mandates, careful scrutiny)
(constitutional error, is with, painstaking care)
(careful scrutiny, severity of, sentence)
(imperfection, is in, deliberative process)
(scrutiny, severity of, sentence)
(severity, mandates scrutiny in, review of colorable claim of error)
(he, may, may have executed)
(he, may, may well have executed)
(legal system, has, complexity)
(our federal system, is with, its separate state)
(reliability, is in, capital cases)
(fact, creates, dilemma)
(States, ', failure)
(legal system, has, efforts secure)
(death penalty, in, application)
(simple fact, strongly supports, claim)
(fact, supports, claim)
(fact, strongly supports, claim)
(simple fact, supports, claim)
(simple fact, demonstrated over, past 40 years)
(simple fact, demonstrated convincingly over, past 40 years)
(fact, demonstrated over, past 40 years)
(fact, demonstrated convincingly over, past 40 years)
(305, at Woodson is, 428 U. S.)
(___, at Hall is, 572 U. S.)
(568, at Roper is, 543 U. S.)
(183, at Gregg is, supra)
(312, at Furman is, 408 U. S.)
(Unusual Decline, is in, Use of Death Penalty)
(States, carried out execution in, 2014)
(States, carried out execution at_time, year)
(States, carried out, execution)
(States, carried out execution at_time, Last year)
(imposition, more importantly have become in, last two decades)
(imposition, Perhaps more importantly have increasingly become in, last two decades)
(implementation, have increasingly become in, last two decades)
(implementation, have become in, last two decades)
(implementation, Perhaps importantly have become in, two decades)
(imposition, Perhaps importantly have increasingly become, unusual)
(implementation, Perhaps importantly have increasingly become in, last two decades)
(implementation, importantly have become, unusual)
(implementation, Perhaps importantly have increasingly become in, two decades)
(implementation, more importantly have increasingly become in, last two decades)
(imposition, importantly have become in, two decades)
(imposition, importantly have become, unusual)
(implementation, importantly have become in, last two decades)
(imposition, importantly have increasingly become in, last two decades)
(implementation, have increasingly become in, two decades)
(imposition, more importantly have become, unusual)
(imposition, Perhaps importantly have become, unusual)
(implementation, more importantly have become in, last two decades)
(implementation, Perhaps more importantly have become in, two decades)
(implementation, more importantly have increasingly become in, two decades)
(implementation, Perhaps importantly have become, unusual)
(imposition, Perhaps importantly have increasingly become in, last two decades)
(imposition, importantly have increasingly become, unusual)
(imposition, importantly have become in, last two decades)
(imposition, Perhaps importantly have increasingly become in, two decades)
(implementation, importantly have increasingly become in, last two decades)
(imposition, more importantly have increasingly become in, last two decades)
(implementation, Perhaps more importantly have become, unusual)
(imposition, Perhaps more importantly have increasingly become, unusual)
(implementation, importantly have become in, two decades)
(implementation, importantly have increasingly become, unusual)
(imposition, have increasingly become in, two decades)
(imposition, Perhaps more importantly have become in, two decades)
(implementation, have become, unusual)
(implementation, Perhaps more importantly have increasingly become in, last two decades)
(implementation, Perhaps more importantly have increasingly become, unusual)
(implementation, Perhaps more importantly have become in, last two decades)
(imposition, more importantly have become in, two decades)
(implementation, importantly have increasingly become in, two decades)
(implementation, Perhaps importantly have become in, last two decades)
(imposition, have become, unusual)
(imposition, Perhaps more importantly have increasingly become in, two decades)
(imposition, have become in, two decades)
(imposition, have increasingly become in, last two decades)
(imposition, Perhaps more importantly have become in, last two decades)
(imposition, more importantly have increasingly become in, two decades)
(implementation, more importantly have become, unusual)
(implementation, have become in, two decades)
(implementation, more importantly have increasingly become, unusual)
(implementation, have increasingly become, unusual)
(imposition, more importantly have increasingly become, unusual)
(imposition, Perhaps importantly have become in, two decades)
(implementation, Perhaps more importantly have increasingly become in, two decades)
(imposition, have become in, last two decades)
(imposition, have increasingly become, unusual)
(implementation, Perhaps importantly have increasingly become, unusual)
(imposition, Perhaps more importantly have become, unusual)
(implementation, more importantly have become in, two decades)
(imposition, importantly have increasingly become in, two decades)
(imposition, Perhaps importantly have become in, last two decades)
(I, can illustrate, decline in use of death penalty)
(I, can illustrate, significant decline)
(significant decline, is in, use of death penalty)
(I, can illustrate decline in, several ways)
(I, can illustrate decline in, ways)
(I, can illustrate, decline in use)
(I, can illustrate, significant decline in use)
(I, can illustrate, decline)
(I, can illustrate, significant decline in use of death penalty)
(States, reinstate, death penalty)
(States, modifying, their legislation)
(137 people, were, sentenced)
(people, were, sentenced)
(people, were sentenced to, death)
(137 people, were sentenced to, death)
(Many States, meet, Furman 's requirements)
(Furman, has, requirements)
(States, meet, Furman 's requirements)
(Many States, revised, their death penalty laws)
(States, revised, their death penalty laws)
(numbers, began, decline)
(numbers, ago began, decline)
(279 persons, were sentenced to, death)
(279 persons, were, In 1999 sentenced to death)
(persons, were, sentenced)
(persons, were, In 1999 sentenced to death)
(279 persons, were sentenced In, 1999)
(279 persons, were, sentenced)
(persons, were sentenced to, death)
(persons, were sentenced In, 1999)
(persons, were, Last year sentenced to death)
(persons, were sentenced at_time, year)
(persons, were sentenced at_time, Last year)
(persons, were, sentenced)
(persons, were, year sentenced to death)
(persons, were sentenced to, death)
(DPIC, is in, 2014)
(2014, in DPIC is, The Death Penalty)
(trend, also holds, true)
(trend, decline in, last 15 years)
(trend, holds, true)
(significant decline, is in, last 15 years)
(people, were executed In, 1999)
(people, were, executed)
(98 people, were, executed)
(98 people, were executed In, 1999)
(Court, of, case file)
(number, was only 35 at_time, year)
(number, was only 35 at_time, Last year)
(1, at DPIC is, The Death Penalty in 2014)
(The Death Penalty, is in, 2014)
(DPIC, Penalty in, 2014)
(one, can consider, state-level data)
(one, can consider, data)
(one, Next can consider, state-level data)
(one, Next can consider, data)
(Court, has looked to, number engaging in practice)
(punishment practice, is, unusual)
(Court, has looked to, number of States engaging in practice)
(Court, has looked to, number)
(Court, has looked to, number of States)
(Court, has looked to, number engaging)
(Court, has looked to, number of States engaging)
(564-566, at Roper is, supra)
(313-316, at Atkins is, 536 U. S.)
(number, has fallen In, respect)
(number, has fallen dramatically In, respect)
(death penalty, was, lawful)
(death penalty, was, In 1972 lawful in 41 States)
(Court, decided, Furman)
(death penalty, was lawful in, 41 States)
(death penalty, was lawful In, 1972)
(Nine States, had abolished, it)
(States, had abolished, it)
(The Death, is in, America 145 2013)
(States, have abolished death penalty As of, today)
(States, have abolished death penalty, some did only)
(19 States, have abolished death penalty, some did only)
(States, have abolished, death penalty)
(States, have abolished death penalty, some did so)
(19 States, have abolished death penalty As of, today)
(States, have abolished death penalty, some did so only)
(States, have abolished death penalty, some did prospectively only)
(19 States, have abolished, death penalty)
(19 States, have abolished death penalty, some did prospectively only)
(States, have abolished death penalty, some did so prospectively only)
(19 States, have abolished death penalty, some did so prospectively only)
(19 States, have abolished death penalty, some did so)
(19 States, have abolished death penalty, some did so only)
(19 States, have abolished death penalty, some did)
(States, have abolished death penalty, some did)
(DPIC, online at, http://www)
(DPIC, States With, Death Penalty)
(States, is With, Death Penalty)
(DPIC, online at, http://www)
(DPIC, Executions by, State)
(9, making, execution rare event)
(9, have conducted in, time)
(9, making, execution in States rare event)
(9, making, execution in States fairly rare event)
(9, making, execution event)
(9, making, execution fairly rare event)
(9, have conducted, fewer than five)
(9, have conducted, fewer)
(execution, is in, States)
(9, making, execution in States event)
(9, have conducted, making)
(it, is, fair)
(80 %, is in, 2014)
(States, Indeed conducted, execution)
(States, conducted execution at_time, year)
(States, Indeed conducted execution at_time, year)
(States, conducted execution at_time, last year)
(States, Indeed conducted execution at_time, last year)
(States, conducted, execution)
(DPIC, Sentences by, Year)
(DPIC, online at, http)
(Sentences, is in, United States)
(DPIC, Sentences From, 1977 by State)
(DPIC, Sentences in, United States)
(DPIC, Executions by, State)
(number, is, 33 %)
(number, is, Today 33 %)
(use, has become geographically, concentrated)
(use, has become geographically At, time)
(use, has become At, time)
(use, has become At, same time)
(use, has become geographically At, same time)
(use, has become, increasingly concentrated)
(use, has become geographically, increasingly concentrated)
(use, has become, concentrated)
(decisions, impose, death penalty)
(figures, are, relevant)
(County-by-county figures, are, relevant)
(death penalty, take, place)
(death penalty, typically take place at, county level)
(death penalty, take place at, county level)
(death penalty, typically take, place)
(America, of, 3,143 counties)
(counties, is with, 10 % of Nation 's population)
(death penalty, was only actively practiced in, number of counties)
(death penalty, was practiced in, number)
(death penalty, was, By early 2000 's only actively practiced in very small number)
(death penalty, was, By early 2000 's only actively practiced in small number)
(death penalty, was only actively practiced 's, early 2000 's)
(death penalty, was only actively practiced in, small number)
(death penalty, was, By early 2000 's practiced in number of counties)
(death penalty, was practiced in, very small number)
(death penalty, was, By early 2000 's practiced in small number)
(death penalty, was, only actively practiced)
(death penalty, was actively practiced in, very small number of counties)
(death penalty, was only actively practiced in, number)
(death penalty, was practiced in, number of counties)
(death penalty, was practiced in, small number)
(death penalty, was practiced 's, early 2000 's)
(death penalty, was, By early 2000 's practiced in small number of counties)
(death penalty, was, By early 2000 's actively practiced in small number)
(death penalty, was, actively practiced)
(death penalty, was, By early 2000 's only actively practiced in number of counties)
(death penalty, was actively practiced in, small number of counties)
(death penalty, was, By early 2000 's actively practiced in number of counties)
(death penalty, was, By early 2000 's practiced in very small number)
(death penalty, was actively practiced 's, early 2000 's)
(death penalty, was, By early 2000 's only actively practiced in very small number of counties)
(death penalty, was actively practiced in, very small number)
(death penalty, was only actively practiced in, very small number)
(death penalty, was actively practiced in, small number)
(death penalty, was, By early 2000 's only actively practiced in small number of counties)
(death penalty, was, practiced)
(death penalty, was, By early 2000 's actively practiced in very small number of counties)
(death penalty, was, By early 2000 's actively practiced in very small number)
(death penalty, was only actively practiced in, small number of counties)
(death penalty, was, By early 2000 's practiced in number)
(death penalty, was only actively practiced in, very small number of counties)
(death penalty, was actively practiced in, number of counties)
(death penalty, was actively practiced in, number)
(death penalty, was, By early 2000 's actively practiced in number)
(death penalty, was, By early 2000 's actively practiced in small number of counties)
(death penalty, was, By early 2000 's practiced in very small number of counties)
(death penalty, was practiced in, very small number of counties)
(death penalty, was practiced in, small number of counties)
(death penalty, was, By early 2000 's only actively practiced in number)
(practice, diminished yet, only 15 counties)
(practice, diminished further, only 15 counties)
(practice, diminished, only 15 counties)
(practice, diminished yet further, only 15 counties)
(number, is small In, short)
(number, getting, smaller)
(number, is, small)
(executions, is in, 86 % of America 's counties)
(America, of, counties)
(counties, carried out over, half)
(Nation, of, population)
(counties, carried out over, half of its executions)
(counties, carried out from, 1976-2007)
(counties, is with, less 5 % of Nation 's population)
(6 %, account for, 80 % of executions)
(we, look to, population)
(It, seems, fair)
(capital punishment, is in, United States)
(It, seems, say)
(degree, imposition of, penalty)
(they, cease, credible deterrent)
(imposition, reaches, certain degree)
(they, be, deterrent)
(they, be, credible deterrent)
(imposition, reaches, degree)
(they, cease, deterrent)
(they, be, credible)
(it, would, would doubtful)
(it, would, would very doubtful)
(imposition, reaches, certain degree of infrequency)
(imposition, reaches, degree of infrequency)
(certain degree, imposition of, penalty)
(decision, is in, Stanford)
(Court, since, decision)
(punishment, has indeed become, unusual)
(capital punishment, has indeed become, unusual)
(punishment, Judged in, way)
(capital punishment, has become, unusual)
(punishment, has become, unusual)
(capital punishment, Judged in, way)
(Seven States, have abolished death penalty including, Nebraska)
(Seven States, have abolished death penalty in, decade)
(Seven States, have abolished, death penalty)
(Seven States, have abolished death penalty in, last decade)
(DPIC, States With, Death Penalty)
(States, is With, Death Penalty)
(Seelye, Measure to, Repeal Death Penalty)
(Single Vote, is in, Senate)
(Dennison, Deadlocks on, Bill)
(Delaware Senate, Passes, Apr. 3 2015)
(Seelye, Measure to, Repeal Death Penalty)
(Delaware Senate, Passes, Death Penalty Repeal Bill)
(several States, executing, inmates)
(States, executing, inmates)
(Oregon, has, Governor)
(Governor, is in, Washington)
(direction, is, Moreover consistent)
(direction, is, consistent)
(DPIC, States With, supra)
(DPIC, States With, Death Penalty)
(States, is With, Death Penalty)
(DPIC, States With, Death Penalty)
(remarkable shifts, Indeed have occurred in, even many States most associated with death penalty)
(remarkable shifts, Indeed have occurred in, even States most associated with death penalty)
(remarkable shifts, have occurred in, even States most associated with death penalty)
(shifts, have occurred in, even States most associated with death penalty)
(remarkable shifts, have occurred in, States most associated with death penalty)
(shifts, have occurred in, States most associated with death penalty)
(shifts, Indeed have occurred in, many States most associated with death penalty)
(remarkable shifts, Indeed have occurred in, States most associated with death penalty)
(remarkable shifts, have occurred in, even many States most associated with death penalty)
(shifts, have occurred in, many States most associated with death penalty)
(remarkable shifts, have occurred in, many States most associated with death penalty)
(shifts, Indeed have occurred in, States most associated with death penalty)
(shifts, Indeed have occurred in, even many States most associated with death penalty)
(remarkable shifts, Indeed have occurred in, many States most associated with death penalty)
(shifts, have occurred in, even many States most associated with death penalty)
(shifts, Indeed have occurred in, even States most associated with death penalty)
(number, fell in, 2013)
(number, fell to, 9)
(number, fell from, 48 in 1999)
(number, fell In, Texas)
(DPIC, Executions by, State)
(declines, are, present)
(declines, are present in, Virginia)
(dramatic declines, are present in, Virginia)
(dramatic declines, are, present)
(death penalty, is in, prison)
(circumstances, reflect, fact)
(circumstances, perhaps reflect, fact)
(latter, majority, when asked)
(latter, majority, asked)
(ALI, Report of, Council)
(ALI, Report to, Membership on Matter)
(drafted statute, satisfy, arbitrariness concerns expressed in Furman)
(drafted statute, satisfy, arbitrariness concerns)
(drafted statute, satisfy, arbitrariness concerns expressed)
(statute, satisfy, arbitrariness concerns expressed in Furman)
(statute, satisfy, arbitrariness concerns)
(statute, satisfy, arbitrariness concerns expressed)
(circumstances, justify, claim)
(death penalty, of, constitutionality)
(circumstances, warrant, our reconsideration of death penalty 's constitutionality)
(circumstances, warrant, our reconsideration)
(circumstances, are, sufficient)
(Oakford, Vote Against, Death Penalty Highlights)
(US Stranded, online at, https)
(countries, carried out execution In, 2013)
(22 countries, is in, world)
(%, took, place)
(%, took place in, three countries)
(We, are, court)
(legislators, are free unlike, judges)
(legislators, take, account)
(legislators, take, account of matters)
(legislators, are, free)
(Administration, is in, California 117)
(Nebraska Lawmakers, Overriding, Governor 's Veto)
(Nebraska Lawmakers, Narrowly Overriding, Governor 's Veto)
(Nebraska legislators, repealed death penalty in, State)
(Governor, 's Veto is, May 27 2015)
(Nebraska legislators, recently repealed death penalty in, State)
(Governor, has, Veto)
(parole, is in, Florida)
(Nebraska legislators, repealed, death penalty)
(Jan. 4 2000, Dáte at_time, The High Price of Killing Killers)
(Nebraska Lawmakers, Overriding, May 27 2015)
(June 30 2008, online at, http://www.ccfaj.org/rr-dp-official.html)
(Nebraska legislators, recently repealed, death penalty)
(Nebraska Lawmakers, Narrowly Overriding, May 27 2015)
(suffering, caused by, delays)
(suffering, caused by, long delays)
(individual suffering, caused by, delays)
(individual suffering, caused by, long delays)
(They, concern, infliction of serious punishment)
(They, concern, infliction of punishment upon individual)
(They, concern, infliction of punishment)
(They, concern, infliction of serious punishment upon individual)
(They, concern, infliction)
(Court, turned in, its search)
(Court, turned to, Congress)
(Court, turned in, sense)
(Court, turned in, 1972)
(evidence, has accumulated in, last four decades)
(considerable evidence, has accumulated in, last four decades)
(evidence, has accumulated in, four decades)
(considerable evidence, has accumulated in, four decades)
(we, Thus are left with, responsibility)
(we, are left with, judicial responsibility)
(we, are, Thus left)
(we, are left with, responsibility)
(we, are, left)
(we, Thus are left with, judicial responsibility)
(we, must interpret, law)
(Eighth Amendment, sets, law)
(Eighth Amendment, sets, relevant law)
(Eighth Amendment, sets forth, law)
(Eighth Amendment, sets forth, relevant law)
(Court, has, judicial duty)
(___, at Hall is, 572 U. S.)
(our judgment, be brought, bear on question of acceptability of death penalty)
(our own judgment, bear on, question of acceptability under Eighth Amendment)
(our judgment, bear on, question of acceptability of death penalty)
(our judgment, be brought in, end)
(our judgment, be brought, bear on question of acceptability)
(our judgment, bear on, question of acceptability under Eighth Amendment)
(We, have made, clear)
(our judgment, be brought, bear on question of acceptability of death penalty under Eighth Amendment)
(our own judgment, bear on, question of acceptability of death penalty)
(our own judgment, be, brought)
(our judgment, be brought, bear on question of acceptability under Eighth Amendment)
(our own judgment, bear on, question)
(our own judgment, be brought, bear on question of acceptability under Eighth Amendment)
(our own judgment, be brought, bear)
(our judgment, bear on, question of acceptability of death penalty under Eighth Amendment)
(our judgment, be, brought)
(our judgment, bear on, question of acceptability)
(our judgment, be brought, bear on question)
(our own judgment, be brought in, end)
(our own judgment, be brought, bear on question of acceptability of death penalty)
(our own judgment, bear on, question of acceptability)
(our own judgment, be brought, bear on question of acceptability)
(our judgment, bear on, question)
(our own judgment, be brought, bear on question)
(our judgment, be brought, bear)
(our own judgment, be brought, bear on question of acceptability of death penalty under Eighth Amendment)
(our own judgment, bear on, question of acceptability of death penalty under Eighth Amendment)
(I, have set forth in, opinion)
(I, have set in, opinion)
(Court, should call for, full briefing)
(Court, should call for, briefing on question)
(Court, should call At, least)
(Court, should call for, briefing)
(Court, should call for, briefing on basic question)
(Court, should call for, full briefing on question)
(Court, should call for, full briefing on basic question)
(Court, should call At, very least)
(I, dissent With, respect)
(Death Sentences, Imposed, 1977-2014)
(Percentage, is in, States)
(GLOSSIP, PETITIONERS v., KEVIN J. GROSS)
(JUSTICE BREYER, join, dissenting)
(JUSTICE KAGAN, join, dissenting)
(JUSTICE GINSBURG, join, dissenting)
(State, of, lethal injection protocol)
(Petitioners, inmates on, Oklahoma 's death row)
(petitioners, using, three drugs)
(State, execute, petitioners)
(two drugs, are, intended)
(latter two drugs, are, intended)
(inmate, stop, his heart)
(latter drugs, are, intended)
(latter drugs, paralyze, inmate)
(two drugs, paralyze, inmate)
(drugs, paralyze, inmate)
(latter two drugs, paralyze, inmate)
(drugs, are, intended)
(they, do in, manner)
(they, causing, burning)
(they, do so in, torturous manner)
(they, do so in, manner)
(they, do in, torturous manner)
(they, causing, pain)
(they, causing, searing pain)
(it, is supposed, do)
(It, is, thus critical)
(It, is, critical)
(it, is, supposed)
(State 's use, poses, substantial risks)
(State 's planned use, poses, constitutionally intolerable risks)
(State 's use, poses, constitutionally intolerable risks)
(State 's planned use, poses, substantial intolerable risks)
(they, have presented, ample evidence showing)
(State 's planned use, poses, intolerable risks)
(State, has, planned use of drug)
(State 's planned use, poses, risks)
(State 's use, poses, substantial intolerable risks)
(they, have presented, evidence)
(they, have presented, evidence showing)
(State 's use, poses, risks)
(State 's use, poses, substantial constitutionally intolerable risks)
(State 's use, poses, intolerable risks)
(State 's planned use, poses, substantial constitutionally intolerable risks)
(State 's planned use, poses, substantial risks)
(they, have presented, ample evidence)
(they, stay of, execution)
(midazolam, has, inadequacy)
(Court, Nevertheless turns, petitioners ' plea)
(Court, Nevertheless turns aside, petitioners ' plea)
(they, prove, midazolam 's inadequacy)
(Court, turns aside, petitioners ' plea)
(they, be allowed, stay)
(they, be allowed stay, they seek)
(they, be allowed, stay of execution)
(they, be allowed, they seek)
(Court, turns, petitioners ' plea)
(they, seek, prove)
(they, be, allowed)
(Court, achieves result in, two ways)
(District Court, to, decision credit)
(Court, achieves, result)
(Court, errs On, counts)
(it, leaves As, result)
(Eighth Amendment, succinctly prohibits, infliction)
(Eighth Amendment, succinctly prohibits, infliction of punishments)
(Eighth Amendment, succinctly prohibits, infliction of cruel punishments)
(Eighth Amendment, prohibits, infliction of punishments)
(Eighth Amendment, prohibits, infliction of cruel punishments)
(Eighth Amendment, prohibits, infliction)
(Kentucky, to, lethal injection protocol)
(Kentucky, perform, executions)
(35 other States, is with, death penalty)
(pancuronium bromide, because leave, her asphyxiated)
(pancuronium bromide, because leave, him)
(pancuronium bromide, leave, her asphyxiated)
(pancuronium bromide, given to, conscious inmate)
(potassium chloride, would cause, pain)
(pancuronium bromide, given to, inmate)
(pancuronium bromide, leave, him)
(pancuronium bromide, because leave, her)
(potassium chloride, would cause, excruciating pain)
(pancuronium bromide, leave, her)
(Kentucky 's method, result, administered)
(Kentucky 's method, nevertheless result in, humane death)
(Kentucky 's method, nevertheless result, administered)
(Kentucky, has, method of execution)
(Kentucky 's method, result in, death)
(Kentucky 's method, nevertheless result in, death)
(Kentucky 's method, result in, humane death)
(Kentucky 's method, administered, intended)
(Court, ultimately rejected challenge, plurality opinion concluding)
(Court, rejected, challenge)
(Court, ultimately rejected, challenge)
(Court, rejected, challenge to Kentucky 's protocol)
(Court, ultimately rejected, challenge to Kentucky 's protocol)
(State, has, procedures administering)
(Court, rejected challenge Based on, premise)
(Court, rejected challenge, plurality opinion concluding)
(Kentucky, to, protocol)
(Court, ultimately rejected challenge Based on, premise)
(executions, using, same three drugs)
(issue, is in, Baze)
(Oklahoma, performed executions For, many years)
(executions, using, three drugs)
(Oklahoma, performed executions For, years)
(producer, however refused, decided)
(producer, refused, continue)
(primary producer, however refused, continue)
(primary producer, refused, continue)
(primary producer, refused, decided)
(primary producer, however refused, decided)
(primary producer, continue, permitting)
(Baze, was, decided)
(producer, refused, decided)
(producer, continue, permitting)
(producer, however refused, continue)
(Oklahoma, substitute, pentobarbital)
(Oklahoma, found before, two executions)
(Oklahoma, found in, March 2014)
(Oklahoma, found before, shortly two executions)
(Oklahoma, found before, shortly two scheduled executions)
(Oklahoma, found before, two scheduled executions)
(Oklahoma, found, itself unable)
(itself, secure, drug)
(State, rescheduled executions for, following month)
(State, rescheduled, executions)
(time, locate, alternative anesthetic)
(State, rescheduled executions for, month)
(time, locate, anesthetic)
(State, give, it)
(Attorney General, has, office)
(Oklahoma, Soon thereafter used for, first time in its execution of Clayton Lockett)
(Oklahoma, Soon thereafter used midazolam for, first time in its execution of Clayton Lockett)
(Oklahoma, thereafter used midazolam for, first time in its execution)
(Oklahoma, Soon thereafter used for, first time)
(first time, is in, its execution of Clayton Lockett)
(Oklahoma, Soon thereafter used for, time)
(Oklahoma, used for, first time in its execution of Clayton Lockett)
(Oklahoma, used for, time in its execution)
(Oklahoma, thereafter used for, first time in its execution)
(Oklahoma, used midazolam for, time)
(Oklahoma, used midazolam for, first time in its execution)
(Oklahoma, thereafter used midazolam for, time in its execution)
(Oklahoma, thereafter used for, first time)
(Oklahoma, thereafter used midazolam for, time in its execution of Clayton Lockett)
(Oklahoma, Soon thereafter used for, time in its execution of Clayton Lockett)
(Oklahoma, Soon thereafter used, midazolam)
(Oklahoma, Soon thereafter used midazolam for, time)
(Oklahoma, thereafter used for, time in its execution of Clayton Lockett)
(Oklahoma, used for, first time in its execution)
(Oklahoma, used for, time)
(Oklahoma, thereafter used for, first time in its execution of Clayton Lockett)
(Oklahoma, used midazolam for, time in its execution of Clayton Lockett)
(Oklahoma, Soon thereafter used midazolam for, first time in its execution)
(Oklahoma, Soon thereafter used midazolam for, first time)
(Oklahoma, thereafter used for, time in its execution)
(Oklahoma, used for, time in its execution of Clayton Lockett)
(Oklahoma, Soon thereafter used for, time in its execution)
(Oklahoma, thereafter used midazolam for, time)
(Oklahoma, used midazolam for, first time)
(Oklahoma, used midazolam for, time in its execution)
(Oklahoma, Soon thereafter used for, first time in its execution)
(Oklahoma, used for, first time)
(Oklahoma, thereafter used midazolam for, first time)
(Oklahoma, Soon thereafter used midazolam for, time in its execution of Clayton Lockett)
(Oklahoma, Soon thereafter used midazolam for, time in its execution)
(Oklahoma, thereafter used, midazolam)
