(October 13 2015, Decided at_time, January 25 2016)
(punishment, is, disproportionate)
(Miller, established To, contrary)
(Louisiana, cites in, support of its position)
(Louisiana, cites in, support)
(States, sentencing person to, death)
(States, sentencing, person)
(none, rendered, certain penalty excessive)
(penalty, none of, decisions)
(penalty, excessive for, category of offenders)
(none, rendered, penalty excessive for category)
(certain penalty, unconstitutionally excessive for, category)
(none, rendered, certain penalty excessive for category)
(certain penalty, none of, decisions)
(penalty excessive, none of, decisions)
(none, rendered, penalty excessive)
(none, rendered, certain penalty)
(none, rendered, penalty unconstitutionally excessive)
(certain penalty, excessive for, category)
(none, rendered, certain penalty unconstitutionally excessive for category)
(penalty, excessive for, category)
(none, rendered, certain penalty unconstitutionally excessive)
(none, rendered, penalty excessive for category of offenders)
(none, rendered, certain penalty unconstitutionally excessive for category of offenders)
(none, rendered, penalty unconstitutionally excessive for category of offenders)
(certain penalty, unconstitutionally excessive for, category of offenders)
(certain penalty, excessive for, category of offenders)
(capital punishment, be, imposed)
(penalty, unconstitutionally excessive for, category)
(none, rendered, penalty unconstitutionally excessive for category)
(punishment, be, imposed)
(penalty, unconstitutionally excessive for, category of offenders)
(none, rendered, penalty)
(certain penalty excessive, none of, decisions)
(none, rendered, certain penalty excessive for category of offenders)
(Miller, announced, rule of constitutional law)
(Miller, announced, substantive rule)
(Miller, substantive rule of, constitutional law)
(Miller, announced, substantive rule of constitutional law)
(Miller, announced, rule)
(Miller, rule of, law)
(Miller, rule of, constitutional law)
(Miller, announced, rule of law)
(Miller, announced, substantive rule of law)
(Miller, substantive rule of, law)
(Miller, states, rule comports)
(Miller, states, substantive rule comports)
(substantive rule comports, is with, principles)
(Teague, balance, goals of finality with liberty interests of those)
(Teague, balance, goals of finality with liberty interests of those imprisoned)
(Teague, balance, important goals of finality with liberty interests of those imprisoned)
(Teague, balance, important goals)
(Teague, balance, goals of finality)
(Teague, balance, important goals of finality with liberty interests of those)
(Teague, balance, important goals with liberty interests)
(Teague, balance, important goals of finality)
(goals, deemed, unconstitutional)
(goals, later deemed, unconstitutional)
(important goals, is with, liberty interests of those imprisoned pursuant rules)
(important goals, later deemed, unconstitutional)
(Teague, balance, goals)
(Teague, balance, goals of finality with liberty interests)
(Teague, balance, important goals of finality with liberty interests)
(Teague, balance, goals with liberty interests)
(Teague, balance, goals with liberty interests of those imprisoned)
(important goals, deemed, unconstitutional)
(Teague, balance, important goals with liberty interests of those imprisoned)
(Teague, balance, goals with liberty interests of those)
(Teague, balance, important goals with liberty interests of those)
(many, being held in, violation)
(sentence, is disproportionate for, majority)
(sentence, is disproportionate for, vast majority of juvenile offenders)
(sentence, is disproportionate for, vast majority)
(sentence, is disproportionate for, vast majority of offenders)
(Miller 's conclusion, raises, risk)
(many, being held in, violation of Constitution)
(Miller, has, conclusion)
(sentence, is disproportionate for, majority of juvenile offenders)
(sentence, is, disproportionate)
(sentence, is disproportionate for, majority of offenders)
(Miller 's conclusion, raises, grave risk)
(many, being, held)
(offender, received, life)
(juvenile offender, received life without, parole)
(juvenile offender, received, life)
(offender, received life without, parole)
(juvenile offender, received, mandatory life)
(offender, received, mandatory life)
(homicide offenders, be considered for, parole)
(juvenile homicide offenders, be considered for, parole)
(State, permitting, juvenile homicide offenders)
(homicide offenders, be, considered)
(juvenile homicide offenders, be, considered)
(State, may remedy, Miller violation)
(State, permitting, homicide offenders)
(that, Allowing, considered)
(Allowing, ensures, that)
(that, Allowing, considered for parole)
(it, finality of, state convictions)
(it, does disturb, finality)
(it, does disturb, finality of state convictions)
(Miller, of, central intuition)
(opportunity, be, will afforded)
(Petitioner, has discussed to, Court)
(Petitioner, has discussed in, his submissions)
(he, became, trainer)
(he, later became, trainer)
(he, contributed, his time)
(advice, serve as, role model to inmates)
(advice, serve as, role model)
(he, contributed labor to, prison 's silkscreen department)
(prison, to, silkscreen department)
(he, contributed, labor)
(he, offer, advice)
(advice, serve as, role model to other inmates)
(claims, even addressed by, State)
(petitioner 's submissions, are relevant however as, example of one kind)
(petitioner 's submissions, are relevant as, example of one kind)
(petitioner, has, submissions)
(petitioner 's submissions, are, relevant however)
(petitioner 's submissions, are relevant however as, example)
(prisoners, demonstrate, rehabilitation)
(petitioner 's submissions, are relevant as, example)
(petitioner 's submissions, are relevant however as, example of one kind of evidence)
(petitioner 's submissions, are relevant as, example of one kind of evidence)
(petitioner 's submissions, are, relevant)
(he, was condemned, die)
(Henry Montgomery, has spent at_time, day)
(he, die in, prison)
(he, was condemned, die in prison)
(he, was, condemned)
(fate, was just and proportionate punishment due to, circumstances)
(fate, was, just punishment)
(he, committed as, boy)
(it, can, can established)
(he, committed as, 17-year-old boy)
(fate, was just punishment due to, exceptional circumstances)
(fate, was, just)
(fate, was, punishment)
(it, can, Perhaps can established)
(fate, was punishment due to, exceptional circumstances)
(fate, was just punishment due to, circumstances)
(fate, was just and proportionate punishment due to, exceptional circumstances)
(fate, was punishment due to, circumstances)
(their hope, must, must restored)
(adults, is in, their level of culpability)
(case, is, remanded)
(judgment, is, reversed)
(It, is, ordered)
(It, is, so ordered)
(HENRY MONTGOMERY, PETITIONER v., LOUISIANA)
(it, arrives, wrong)
(Court, decision, it arrives)
(Eighth Amendment, claims with, exceptions)
(Eighth Amendment, claims with, limited exceptions)
(state prisoner, was, when convicted)
(state prisoner, was, convicted)
(Louisiana Supreme Court, govern, provision of postconviction remedies)
(Louisiana Supreme Court, govern, provision of postconviction remedies available to state prisoners)
(Court, Shortly announced, Lane)
(Court, announced, Lane)
(Court, Shortly announced, 489 U. S. 288)
(Louisiana Supreme Court, govern provision as, matter of state law)
(Teague, has, framework)
(state prisoners, is in, its state courts)
(Louisiana Supreme Court, govern provision as, matter)
(Court, announced, 489 U. S. 288)
(Louisiana Supreme Court, govern, provision of postconviction remedies available)
(Louisiana Supreme Court, adopted, Teague 's framework)
(Louisiana Supreme Court, govern, provision of postconviction remedies available to state prisoners in its state courts)
(Louisiana Supreme Court, govern, provision)
(it, adopt, federal framework)
(69-year-old Louisiana prisoner, has, state-law motion resentenced according Miller)
(69-year-old Louisiana prisoner, 's motion is, 567 U. S. ___)
(Teague 's exception, provide, remedies for violations of rules)
(majority eager, resolves question, deciding)
(state postconviction courts, adopt, Teague 's exception for so-called substantive new rules)
(majority, resolves, question)
(majority eager, resolves, question)
(state postconviction courts, adopt, Teague 's exception for substantive new rules)
(Teague 's exception, provide, state-law remedies for violations)
(state postconviction courts, adopt, Teague 's exception for substantive rules)
(Teague 's exception, provide, remedies)
(Teague 's exception, provide, state-law remedies for violations of rules)
(state postconviction courts, adopt, Teague 's exception for so-called new rules)
(Constitution, requires, state postconviction courts)
(state postconviction courts, adopt, Teague 's exception for so-called substantive rules)
(Teague 's exception, provide, remedies for violations)
(Teague, has, exception for so-called substantive new rules)
(majority, resolves question, deciding)
(state postconviction courts, adopt, Teague 's exception for new rules)
(Teague 's exception, provide, state-law remedies)
(state postconviction courts, adopt, Teague 's exception)
(state postconviction courts, adopt, Teague 's exception for rules)
(state postconviction courts, adopt, Teague 's exception for so-called rules)
(conscription, is, nothing)
(conscription, is, nothing short of astonishing)
(conscription, is, nothing short)
(criminal procedure, of rul is, e)
(new rule, was, rule)
(federal courts, overturn state convictions on, basis of new rule of constitutional law)
(new rule, rul of, criminal procedure)
(rule, was, substantive)
(rule, rul of, procedure)
(convictions, became, final)
(rule, rul of, criminal procedure)
(rule, watershed rul of, criminal procedure)
(new rule, watershed rul of, criminal procedure)
(one, announced, convictions became)
(rule, was, rule)
(rule, watershed rul of, procedure)
(rule, was, substantive rule)
(new rule, rul of, procedure)
(new rule, was, substantive rule)
(new rule, watershed rul of, procedure)
(one, announced, rule)
(courts, overturn state convictions on, basis of new rule of constitutional law)
(one, announced, substantive rule)
(his separate opinion, is in, Desist 394 U. S. 244 256 1969)
(opinion concurring, is in, judgment)
(Teague prescription, followed from, Justice Harlan 's view of retroactivity problem)
(opinion concurring, is in, part)
(Teague prescription, followed from, Justice Harlan 's view)
(Justice Harlan, from, view of retroactivity problem detailed in separate opinion in Desist 394 U. S. 244 256 1969)
(Teague prescription, followed from, Justice Harlan 's view of retroactivity problem detailed)
(Teague prescription, followed from, Justice Harlan 's view of retroactivity problem detailed in his separate opinion in Desist 394 U. S. 244 256 1969)
(Teague prescription, followed from, Justice Harlan 's view of retroactivity problem detailed in his opinion)
(Teague prescription, followed from, Justice Harlan 's view of retroactivity problem detailed in his separate opinion)
(Teague prescription, followed from, Justice Harlan 's view of retroactivity problem detailed in his opinion in Desist 394 U. S. 244 256 1969)
(rule 's first exception, is in, context)
(rule, has, first exception in context)
(Court, called, swift pace)
(Court, called, pace of change)
(Court, called, pace of constitutional change)
(Court, called, swift pace of constitutional change)
(Court, called, pace)
(Court, was, confounded)
(Court, called, swift pace of change)
(Court, is in, mid-20th century)
(Justice Harlan, engage in, informed)
(Justice Harlan, called upon, Court)
(Justice Harlan, called, engage in informed)
(Justice Harlan, called, engage)
(Gideon, has, new rule retrospectively)
(3, at Pickelsimer is, supra)
(Court, answered, call)
(Court, answered, call in Linkletter)
(call, is in, Linkletter)
(considering, history in, question)
(considering, history of, rule)
(operation, will retard, its operation)
(retrospective operation, will retard, its operation)
(operation, will or retard, its operation)
(Linkletter, began, decision)
(prior history, is in, question)
(retrospective operation, will further or retard, its operation)
(retrospective operation, will or retard, its operation)
(considering, prior history of, rule)
(we, are, required)
(Linkletter, began, decision retrospectively)
(considering, prior history in, question)
(neither, prohibited, applying)
(operation, will further or retard, its operation)
(Court, applying approach to, also cases)
(Court, applying approach to, also cases on direct review)
(Linkletter framework, proved, unworkable)
(Court, applying, approach)
(Court, applying approach to, cases on review)
(Court, applying, rule-by-rule approach)
(Court, applying approach to, cases on direct review)
(Court, applying approach to, cases)
(Court, applying approach to, cases)
(Court, applying approach to, cases on collateral review)
(Court, applying approach to, also cases on review)
(Justice Harlan, has, reproach in Desist)
(Justice Harlan 's reproach, is in, Desist)
(one case, permitting, stream)
(one case, permitting subsequently, stream)
(rule, constitute, departure)
(one case, permitting stream, flow)
(one case, permitting stream subsequently, flow)
(one case, permitting stream, flow by unaffected)
(rule, constitute, indefensible departure)
(new rule, constitute, departure)
(new rule, constitute, indefensible departure)
(one case, permitting stream subsequently, flow by unaffected)
(679, at Mackey is, supra)
(decision, heeded, concern)
(decision, is in, Griffith)
(decision, heeded, constitutional concern)
(Court, jettisoned Linkletter test for, cases pending on direct review)
(Court, jettisoned, Linkletter test)
(Justice Harlan, has, rule of redressability)
(Court, jettisoned Linkletter test for, cases)
(Court, jettisoned Linkletter test for, cases pending on review)
(we, have settled before, defendant 's conviction)
(defendant, before, conviction)
(sentence, become, final)
(cases, pending before, us)
(cases, pending on, appeal)
(cases, pending on, direct appeal)
(Griffith rule, is, compelled)
(Griffith rule, is, constitutionally compelled)
(we, instructed state, compelled)
(we, instructed, state)
(we, instructed, lower state)
(we, instructed state, constitutionally compelled)
(322, at Griffith is, supra)
(Teague, followed later on, Griffith 's heels)
(Teague, followed on, Griffith 's heels)
(Griffith, on, heels)
(Court, Doing away for, good)
(Court, Doing away with, Linkletter)
(Justice Harlan, has, solution)
(Court, adopted, Justice Harlan 's solution)
(684, at Mackey is, supra)
(kinds, proscribe, rules of criminal procedure)
(kinds, proscribe, rules)
(kinds, proscribe, watershed rules)
(kinds, proscribe, rules of procedure)
(certain kinds, proscribe, rules of criminal procedure)
(certain kinds, proscribe, watershed rules of procedure)
(kinds, proscribe, watershed rules of procedure)
(certain kinds, proscribe, rules)
(it, allowed, substantive rules)
(it, allowed, rules)
(certain kinds, proscribe, watershed rules)
(certain kinds, proscribe, rules of procedure)
(Court, expanded exception in, Penry)
(Court, expanded, exception)
(Teague, are, compelled)
(Teague, are, constitutionally compelled)
(considerations, is in, judicial process)
(cases, are different from, those pending on review)
(cases, are fundamentally different from, those pending on direct review)
(today, Unlike, majority)
(cases, are, different)
(cases, are fundamentally different from, those pending on review)
(cases, are different from, those pending on direct review)
(Teague-era Court, understood Unlike, today 's majority)
(cases, are different from, those)
(cases, are, fundamentally different)
(cases, are fundamentally different from, those)
(demarcating, required rule in, Griffith)
(demarcating, constitutionally required rule in, Griffith)
(demarcating, constitutionally required rule from, habeas rule in Teague)
(state postconviction court, violation of, new substantive rule)
(line, supplies answer to, question)
(state postconviction court, remedy, violation of rule)
(line, supplies answer to, not-so-difficult question)
(state postconviction court, violation of, substantive rule)
(demarcating, rule from, habeas rule in Teague)
(state postconviction court, remedy, violation of new substantive rule)
(state postconviction court, remedy, violation)
(state postconviction court, remedy, violation of new rule)
(required rule, is in, Griffith)
(state postconviction court, violation of, new rule)
(habeas rule, is in, Teague)
(demarcating, rule in, Griffith)
(line, supplies, answer)
(demarcating, required rule from, habeas rule)
(demarcating, constitutionally required rule from, habeas rule)
(demarcating, required rule from, habeas rule in Teague)
(state postconviction court, remedy, violation of substantive rule)
(demarcating, rule from, habeas rule)
(state postconviction court, violation of, rule)
(defendant 's conviction, became, final)
(sentence, became, final)
(defendant, has, conviction)
(Teague 's conclusion, is, understood)
(Teague 's conclusion, resting upon, constitutional premises binding in federal courts)
(establishing, retroactivity of, rules)
(Teague 's conclusion, resting upon, constitutional premises binding)
(Teague 's conclusion, is understood, resting upon premises binding)
(Teague 's conclusion, is understood, resting upon premises binding in federal courts)
(Teague 's conclusion, is understood, resting upon premises)
(establishing, retroactivity of, new substantive rules)
(Teague 's conclusion, is understood, resting upon constitutional premises binding)
(Teague 's conclusion, is, best understood)
(Teague 's conclusion, is understood, resting)
(establishing, retroactivity of, substantive rules)
(Teague 's conclusion, is understood, resting upon constitutional premises binding in courts)
(Teague 's conclusion, is best understood, resting upon premises)
(Teague 's conclusion, is understood, resting upon constitutional premises binding in federal courts)
(binding, is in, federal courts)
(Teague 's conclusion, resting upon, constitutional premises)
(Teague 's conclusion, is best understood, resting upon premises binding in courts)
(Teague 's conclusion, is understood, resting upon constitutional premises)
(Teague 's conclusion, is best understood, resting upon premises binding in federal courts)
(Teague, has, conclusion establishing)
(Teague 's conclusion, is best understood, resting upon premises binding)
(Teague 's conclusion, is best understood, resting)
(Teague 's conclusion, is best understood, resting upon constitutional premises)
(Teague 's conclusion, resting upon, premises binding in courts)
(Teague 's conclusion, is understood, resting upon premises binding in courts)
(Teague 's conclusion, resting upon, premises binding in federal courts)
(establishing, retroactivity of, new rules)
(Teague 's conclusion, resting upon, constitutional premises binding in courts)
(Teague 's conclusion, resting upon, premises binding)
(Teague 's conclusion, resting upon, premises)
(majority, 's champion is, Justice Harlan)
(majority, has, champion)
(we, have clarified, time)
(habeas courts, review, decisions)
(federal habeas courts, review, state-court decisions)
(decisions, were, made)
(we, have clarified time Following, his analysis)
(federal habeas courts, review, decisions)
(habeas courts, review, state-court decisions)
(it, was, made)
(language, requires, examination of decision)
(backward-looking language, requires, examination of decision)
(backward-looking language, requires, examination)
(language, requires, examination of state-court decision)
(backward-looking language, requires, examination of state-court decision)
(language, requires, examination)
(state court, has, review of own convictions)
(conduct, is, immune)
(statement, is in, United States)
(n o circumstances, call, when immune from punishment)
(conduct, is, when constitutionally immune)
(conduct, is immune from, punishment)
(conduct, is, constitutionally immune)
(n o circumstances, call for, invocation)
(conduct, is, when constitutionally immune from punishment)
(conduct, is constitutionally immune from, punishment)
(n o circumstances, call more, constitutionally immune from punishment)
(n o circumstances, call, constitutionally immune from punishment)
(n o circumstances, call more for, invocation of rule)
(n o circumstances, call more, when constitutionally immune)
(n o circumstances, call more, when constitutionally immune from punishment)
(n o circumstances, call for, invocation of rule)
(n o circumstances, call, constitutionally immune)
(n o circumstances, call, immune)
(n o circumstances, call more for, invocation)
(n o circumstances, call more, immune from punishment)
(n o circumstances, call more for, invocation of rule of complete retroactivity)
(n o circumstances, call more, when immune)
(n o circumstances, call more, immune)
(n o circumstances, call, immune from punishment)
(conduct, is, when immune from punishment)
(n o circumstances, call, when constitutionally immune from punishment)
(conduct, is, when immune)
(n o circumstances, call more, when immune from punishment)
(n o circumstances, call for, invocation of rule of retroactivity)
(n o circumstances, call more, constitutionally immune)
(n o circumstances, call for, invocation of rule of complete retroactivity)
(n o circumstances, call, when constitutionally immune)
(n o circumstances, call more for, invocation of rule of retroactivity)
(n o circumstances, call, when immune)
(statement, addressing, circumstances)
(opinion, written by, guess)
(rule, announced in, Griffith)
(benefit, were, announced)
(benefit, were announced before, finality)
(484 U. S. 211, reviewed, state)
(petitioner, has, Fourteenth Amendment claim)
(State, has, burden prove)
(U. S. 211, reviewed, state)
(Yates 's claim, depended upon, old rule)
(majority, is oblivious to, critical fact)
(Yates 's claim, depended upon, rule)
(Yates, has, claim)
(majority, is oblivious to, fact)
(majority, is, oblivious)
(state, habeas court for, its refusal)
(state, habeas, court)
(jury instructions, violated, old rule)
(state, habeas court, consider)
(jury instructions, violated, rule)
(majority, places weight upon, dictum)
(dictum, is in, Yates)
(majority, places weight upon, dictum in Yates)
(majority, places, great weight)
(majority, places, weight)
(It, is, wrong)
(It, is, simply wrong)
(they, need, play by old rules)
(they, play by, rules)
(defendant 's conviction, became, final)
(sentence, became, final)
(state courts, forum for, postconviction relief)
(they, play by, rules announced)
(they, need, play by rules)
(they, play by, old rules)
(they, need, play by old rules announced)
(they, play by, old rules announced)
(they, need, play)
(state courts, provide, forum for postconviction relief)
(state courts, provide, forum)
(defendant, has, conviction)
(they, need, play by rules announced)
(hand, other sleight of is, its emphasis)
(other sleight, is, its emphasis on Ex parte Siebold)
(sleight, is, its emphasis)
(hand, sleight of is, its emphasis on Ex parte Siebold)
(sleight, is, its emphasis on Ex parte Siebold)
(other sleight, is, its emphasis)
(hand, other sleight of is, its emphasis on Ex parte Siebold)
(hand, sleight of is, its emphasis)
(case, considered, petition for writ of habeas corpus)
(case, considered, petition following conviction)
(case, petition for, federal writ)
(case, petition following, conviction)
(case, considered, petition for writ following federal conviction)
(case, considered, petition for writ of habeas corpus following conviction)
(case, considered, petition for writ following conviction)
(case, petition for, federal writ of habeas corpus)
(case, considered, petition following federal conviction)
(case, petition following, federal conviction)
(case, considered, petition for federal writ of habeas corpus)
(case, considered, petition for federal writ of habeas corpus following conviction)
(case, petition for, writ)
(case, considered, petition for writ)
(case, considered, petition)
(case, considered, petition for writ of habeas corpus following federal conviction)
(case, considered, petition for federal writ following conviction)
(case, petition for, writ of habeas corpus)
(case, considered, petition for federal writ)
(case, considered, petition for federal writ following federal conviction)
(case, considered, petition for federal writ of habeas corpus following federal conviction)
(it, was forbidden, use)
(habeas, writ as, mere writ)
(habeas, writ as, writ)
(federal habeas, writ as, writ of error)
(habeas, writ as, mere writ of error)
(federal habeas, writ as, mere writ)
(habeas, writ as, writ of error)
(it, was forbidden, Siebold stated)
(federal habeas, writ as, writ)
(it, was, forbidden)
(federal habeas, writ as, mere writ of error)
(jurisdiction, is in, such court)
(Court, Turning before, it)
(he, was, convicted)
(Siebold, has, claim)
(laws, are, unconstitutional)
(Court, Turning to, facts)
(he, was convicted of, violating)
(federal habeas, writ for, prisoner)
(habeas, writ for, federal prisoner)
(Court, of, power)
(habeas, writ for, prisoner)
(federal habeas, writ for, federal prisoner)
(majority, however divines from, Siebold)
(majority, divines from, Siebold)
(That, is, utterly impossible)
(required remedies, is in, federal courts)
(It, is, decision)
(Court, about, statutory power grant about constitutional obligation do so)
(place Siebold, 's conviction is, ante)
(place Siebold, in, conviction)
(relief, was, constitutionally required)
(court, leave in, place Siebold 's conviction)
(court, leave in, ante)
(majority, puts, it)
(court, leave at, 11)
(relief, was, required)
(majority, has, sorry acknowledgment)
(they, addressed, circumstances)
(dicta cherry picked, are, irrelevant)
(they, addressed, circumstances fundamentally different)
(dicta cherry, picked from, cases)
(majority, now applies, them)
(they, addressed, circumstances different)
(majority, applies, them)
(we, Indeed know for, sure)
(we, know for, sure)
(majority, has, maxim)
(majority 's maxim, contributes to, its solution)
(it, do with, Teague 's exceptions)
(it, do away with, Teague 's exceptions altogether)
(it, was, Until today Congress 's prerogative)
(it, was, Congress 's prerogative)
(it, do away with, Teague 's exceptions)
(Teague, with, exceptions altogether)
(it, do with, Teague 's exceptions altogether)
(we, Indeed had left, unresolved question)
(we, had left, unresolved question)
(we, Indeed had left, question)
(we, had left, question)
(___, at Greene is, 565 U. S)
(majority, has, conclusion)
(rule, impose, punishment)
(State, has, power proscribe)
(substantive rule, impose, punishment)
(substantive rule, impose, certain punishment)
(rule, impose, certain punishment)
(defendant, has, conviction)
(accord, is with, federal constitutional law)
(it, hold defendant stringent to, law)
(it, hold more stringent, defendant)
(it, were denial of, equal protection)
(it, hold more stringent, earlier defendant)
(it, hold stringent, defendant)
(it, would, would also denial)
(it, hold, earlier defendant)
(it, were, denial)
(it, hold stringent, earlier defendant)
(it, hold defendant more stringent to, law)
(it, would, would denial)
(it, hold defendant to, law)
(it, were denial of, protection)
(it, hold, defendant)
(italicized phrase, begs question Of, course)
(phrase, begs, question)
(phrase, begs question Of, course)
(italicized phrase, begs, question)
(one, have called, finality)
(old ones, will, will applied)
(Constitution, has, nothing say)
(nothing, say about, choice)
(rules, revisit, conviction)
(ones, will, will applied)
(conviction, Once has become, final)
(new rules, revisit, conviction)
(Constitution, has, nothing say about choice)
(conviction, has become, final)
(controversy, arises, many think)
(whole controversy, arises, many think)
(States, are, entitled)
(States, take, view)
(States, are, unquestionably entitled)
(States, take, view of things)
(place, kinds of, primary private individual conduct)
(majority, has, imposition of first exception upon States)
(Teague, of, first exception upon States)
(place, kinds beyond, power of criminal lawmaking authority proscribe)
(it, initially conceived by, Justice Harlan)
(matter, as place is, certain kinds of primary private individual conduct beyond power of criminal lawmaking authority proscribe)
(it, exception for, rules)
(692, at Mackey is, 401 U. S.)
(it, expanded by, Penry)
(it, Rather endorses exception, expanded)
(prohibiting, category of, punishment)
(rules, prohibiting, category for class of defendants)
(it, endorses, exception)
(rules, prohibiting, category)
(rules, prohibiting, certain category of punishment)
(prohibiting, category for, class of defendants)
(rules, prohibiting, certain category of punishment for class)
(rules, prohibiting, certain category of punishment for class of defendants)
(it, endorses exception, expanded by Penry)
(it, Rather endorses exception, expanded by Penry)
(exception, include, rules)
(prohibiting, certain category of, punishment)
(it, Rather endorses, exception)
(rules, prohibiting, category of punishment for class of defendants)
(rules, prohibiting, category for class)
(prohibiting, category for, class)
(rules, prohibiting, category of punishment)
(rules, prohibiting, certain category for class)
(rules, prohibiting, certain category)
(rules, prohibiting, certain category for class of defendants)
(it, endorses exception, expanded)
(exception, include rules because of, their status)
(prohibiting, certain category for, class)
(prohibiting, certain category for, class of defendants)
(rules, prohibiting, category of punishment for class)
(expansion, empowered, habeas courts)
(Court 's Eighth Amendment, standards, jurisprudence)
(Court 's Eighth Amendment, evolving standards, jurisprudence)
(expansion, empowered, federal habeas courts)
(expansion, empowered habeas courts, invoke)
(Court 's Eighth Amendment, evolving standards jurisprudence of, decency)
(Court 's Eighth Amendment, standards jurisprudence of, decency)
(Court, has, Eighth Amendment)
(Montgomery, have, could at time have sentenced by our unevolved society)
(Montgomery, have, Indeed could at time have sentenced by our yet unevolved society)
(Montgomery, have, Indeed could have sentenced)
(Montgomery, have, Indeed could at time have sentenced to death by our yet society)
(Montgomery, have, could at time have sentenced to death by our yet society)
(Montgomery, have, could at time have sentenced by our yet society)
(Montgomery, have, could have sentenced by our unevolved society)
(Montgomery, have, Indeed could at time have sentenced to death by our yet unevolved society)
(Montgomery, have, could have sentenced by our yet society)
(Montgomery, have, Indeed could at time have sentenced by our society)
(Montgomery, have, could have sentenced to death)
(Montgomery, have, Indeed could have sentenced to death by our yet unevolved society)
(Montgomery, have, Indeed could at time have sentenced)
(Montgomery, have, could at time have sentenced to death by our society)
(Montgomery, have, Indeed could have sentenced by our unevolved society)
(Montgomery, have, Indeed could at time have sentenced by our unevolved society)
(Montgomery, have, could at time have sentenced by our yet unevolved society)
(Montgomery, have, Indeed could at time have sentenced to death by our society)
(Montgomery, have, could have sentenced to death by our society)
(Montgomery, have, could at time have sentenced to death by our unevolved society)
(Montgomery, have, could at time have sentenced to death)
(Montgomery, have, Indeed could have sentenced by our society)
(Montgomery, have, could at time have sentenced to death by our yet unevolved society)
(Montgomery, have, Indeed could have sentenced to death by our unevolved society)
(Montgomery, have, could have sentenced to death by our yet unevolved society)
(Montgomery, have, could have sentenced to death by our yet society)
(Montgomery, have, Indeed could at time have sentenced to death by our unevolved society)
(Montgomery, have, could have sentenced to death by our unevolved society)
(Montgomery, have, Indeed could have sentenced by our yet unevolved society)
(Montgomery, have, Indeed could at time have sentenced to death)
(Montgomery, have, Indeed could have sentenced to death by our yet society)
(Montgomery, have, could have sentenced)
(Montgomery, have, could at time have sentenced by our society)
(Montgomery, have, Indeed could have sentenced to death by our society)
(Montgomery, have, Indeed could have sentenced to death)
(Montgomery, have, could have sentenced by our society)
(Montgomery, have, could at time have sentenced)
(Montgomery, have, could have sentenced by our yet unevolved society)
(Montgomery, have, Indeed could at time have sentenced by our yet society)
(Montgomery, have, Indeed could have sentenced by our yet society)
(Montgomery 's sentence, was, imposed)
(Montgomery, has, sentence)
(People, until, standards of decency)
(Court, did declare, death penalty)
(Court, did declare, death penalty unconstitutional)
(Court, did declare, death penalty unconstitutional for juveniles)
(punishment, is, itself still available)
(punishment, is, itself available)
(punishment, is, itself implicitly still available for juveniles)
(punishment, is, itself available for juveniles)
(punishment, is, itself implicitly available for juveniles)
(punishment, is, itself)
(Court, reassured, States)
(punishment, is, itself still available for juveniles)
(punishment, is, itself implicitly still available)
(punishment, is, itself implicitly available)
(Court, ago left, severe sanction for juvenile homicide offenders)
(Court, ago left, severe sanction)
(Court, ago left sanction in, place)
(Court, left, sanction for homicide offenders)
(Court, again ago left, sanction)
(Court, again ago left sanction in, place)
(Court, again left, sanction for homicide offenders)
(Court, again left, sanction)
(Court, ago left, sanction for juvenile homicide offenders)
(Court, again ago left, sanction for homicide offenders)
(Court, ago left, sanction)
(Court, left, severe sanction)
(Court, again ago left, severe sanction for homicide offenders)
(Court, again left, severe sanction for homicide offenders)
(Court, again left, sanction for juvenile homicide offenders)
(Court, left sanction in, place)
(Court, again ago left, severe sanction for juvenile homicide offenders)
(Court, again left, severe sanction for juvenile homicide offenders)
(Court, again left, severe sanction)
(Court, ago left, severe sanction for homicide offenders)
(Court, left, severe sanction for homicide offenders)
(Court, left, sanction for juvenile homicide offenders)
(Court, ago left, sanction for homicide offenders)
(Court, again ago left, sanction for juvenile homicide offenders)
(Court, left, severe sanction for juvenile homicide offenders)
(Court, again left sanction in, place)
(Court, again ago left, severe sanction)
(Court, left, sanction)
(Montgomery, has spent in, prison)
(People 's standards, is in, yet again Miller)
(People, until, standards of decency yet again in Miller)
(Teague 's central purpose, was, do)
(Teague 's purpose, was, do)
(Teague 's purpose, was, do away)
(Teague, has, central purpose)
(old regime, with, tendency continually force to marshal resources)
(Teague 's central purpose, was, do away)
(Today, has, holding)
(purpose, is with, vengeance)
(Today 's holding, thwarts, that)
(Our ever-evolving Constitution, changes, rules of cruel punishments)
(Our Constitution, changes, rules of punishments)
(Our Constitution, changes, rules of cruel punishments)
(Our ever-evolving Constitution, changes, rules of punishments)
(Our Constitution, changes rules at_time, few years)
(Our ever-evolving Constitution, changes, rules)
(Our Constitution, changes, rules)
(Our ever-evolving Constitution, changes rules at_time, few years)
(majority, has, opinion quotes)
(law, punishes, nonpunishable conduct)
(law, punishes, conduct)
(majority, 's quotes is, ante)
(Justice Harlan, noted at, 13)
(it, see, 401 U. S. at 693)
(it, see, 401 U. S.)
(Today 's holding, also foists, distortion)
(Today 's holding, foists, distortion)
(Today 's holding, eliminating, expansion)
(Today 's holding, eliminating, expansion of Teague)
(Today 's holding, eliminating expansion in, courts)
(Today 's holding, eliminating expansion in, federal courts)
(Today 's holding, also foists distortion upon, States)
