(November 2 2015, Decided at_time, May 23 2016)
(he, See, B)
(facts, must, must sufficient)
(T, is essential to, operation of our criminal justice system)
(T, is, essential)
(T, is essential to, operation)
(T, is essential to, operation of our justice system)
(restricting, relitigation of, previously rejected claims)
(decision, was, based)
(decision, has component To, extent)
(restricting, relitigation of, rejected claims)
(decision, was based on, state rule)
(decision, has, component)
(decision, has, state-law component)
(restricting, relitigation of, claims)
(we, scope of, our jurisdiction)
(we, must raise, jurisdictional questions)
(we, therefore must raise, questions)
(we, therefore must raise, jurisdictional questions)
(Court, less than, other federal court)
(we, must raise, questions)
(it, issue of, federal law)
(bar, based in, part)
(State Supreme Court, reached, conclusion about effect of state)
(judicata bar, based in, part on as assessment of strength of Foster 's Batson claim)
(bar, based in, part on as assessment)
(It, is, possible)
(judicata bar, based in, part)
(new evidence, bolstered, claim)
(judicata bar, based in, part on as assessment)
(judicata bar, based in, part on as assessment of strength)
(It, is, entirely possible)
(State Supreme Court, reached, conclusion about effect)
(State Supreme Court, conclusion about, effect of state)
(State Supreme Court, reached, conclusion)
(evidence, bolstered, claim)
(bar, based in, part on as assessment of strength)
(Foster, of, Batson claim)
(State Supreme Court, conclusion about, effect)
(bar, based in, part on as assessment of strength of Foster 's Batson claim)
(res judicata rule, applied by, Superior Court)
(state-law res judicata rule, applied by, Superior Court)
(prisoner, argued, that)
(prisoner, argued In, Ake)
(Ake, has, claim)
(Ake 's claim, was, waived)
(state waiver rule, Thus was dependent on, federal law)
(state waiver rule, was, Thus dependent)
(state waiver rule, Thus was dependent on, law)
(state waiver rule, was entirely dependent on, federal law)
(state waiver rule, was, entirely dependent)
(state waiver rule, was dependent on, federal law)
(Ake, was, entitled)
(state waiver rule, was, dependent)
(state waiver rule, was entirely dependent on, law)
(Ake, was entitled to, psychiatrist)
(state waiver rule, was dependent on, law)
(Court, remanded for, new trial)
(Court, found, constitutional violation)
(Court, remanded for, trial)
(Court, found, violation)
(res judicata rule, applied in, case)
(res judicata rule, is, quite different)
(res judicata rule, applied by, Superior Court)
(res judicata rule, is, different)
(we, must follow in, situation)
(we, must follow in, situation like one present here)
(we, must follow in, situation like one present)
(state court 's interpretation, has, has influenced)
(state court 's interpretation, has, When has influenced)
(state court 's interpretation, has, When has influenced by accompanying interpretation of law)
(state court 's interpretation, has, When has influenced by accompanying interpretation of federal law)
(state court 's interpretation, has, has influenced by accompanying interpretation of federal law)
(state court 's interpretation, has, has influenced by interpretation of law)
(state court 's interpretation, has, When has influenced by interpretation of law)
(state court 's interpretation, has, has influenced by accompanying interpretation of law)
(state court 's interpretation, has, has influenced by interpretation of federal law)
(state court 's interpretation, has, has influenced by interpretation)
(state court 's interpretation, has, When has influenced by interpretation)
(state court 's interpretation, has, When has influenced by interpretation of federal law)
(state court 's interpretation, has, has influenced by accompanying interpretation)
(state court, has, interpretation of state law)
(state court 's interpretation, has, When has influenced by accompanying interpretation)
(court, may reconsider, question free)
(state court, has proceeded on, perception of law)
(state court, has proceeded on, incorrect perception)
(court, may reconsider, state-law question free of misapprehensions about scope)
(court, may reconsider, state-law question free of misapprehensions)
(judgment, remand, case)
(state court, has proceeded on, perception)
(court, may reconsider, question free of misapprehensions about scope of federal law)
(court, may reconsider, state-law question)
(court, may reconsider, question free of misapprehensions)
(court, may reconsider, state-law question free)
(state court, has proceeded on, incorrect perception of law)
(state court, has proceeded on, incorrect perception of federal law)
(court, may reconsider, question free of misapprehensions about scope of law)
(state court, has proceeded on, perception of federal law)
(court, may reconsider, question)
(court, may reconsider, question free of misapprehensions about scope)
(court, may reconsider, state-law question free of misapprehensions about scope of federal law)
(court, may reconsider, state-law question free of misapprehensions about scope of law)
(state-law question, is in, light of our decision on underlying federal issue .5)
(us, remand, case)
(us, decide, question)
(correct approach, is, us decide)
(it, can reassess, its decision on question)
(correct approach, is In, situation like one presented here)
(us, question of, federal law)
(approach, is In, situation like one presented here)
(it, can reassess, its decision on question in light of our decision on issue .5)
(it, can reassess, its decision on state-law question in light of our decision on underlying federal issue .5)
(it, can reassess, its decision on question in light)
(it, can reassess, its decision on question in light of our decision on underlying issue .5)
(it, can reassess, its decision on question in light of our decision on underlying federal issue .5)
(approach, is, us decide)
(it, can reassess, its decision on state-law question in light of our decision on issue .5)
(approach, is In, situation)
(us, decide, question of law)
(it, can reassess, its decision on state-law question in light of our decision on federal issue .5)
(correct approach, is In, situation like one presented)
(it, can reassess, its decision on state-law question in light of our decision)
(it, can reassess, its decision on state-law question in light of our decision on underlying issue .5)
(us, decide, question of federal law)
(it, can reassess, its decision on state-law question in light)
(it, can reassess, its decision)
(it, can reassess, its decision on question in light of our decision)
(us, remand case to, state court)
(us, question of, law)
(it, can reassess, its decision on state-law question)
(correct approach, is In, situation)
(approach, is In, situation like one presented)
(it, can reassess, its decision on question in light of our decision on federal issue .5)
(I, agree with, Court)
(totality, make out, Batson violation)
(totality, is, sufficient)
(Georgia Supreme Court, is, bound)
(Georgia Supreme Court, is bound, accept)
(conclusion, justifies relief under, state res judicata law)
(conclusion, justifies, relief)
(question, evaluation of is, matter)
(evaluation, is matter, court decide)
(evaluation, is, matter)
(Georgia Supreme Court, is bound On, remand)
(federal question, evaluation of is, matter)
(Compliance, is with, Batson)
(defendants, receive, trial)
(defendants, receive, fair trial)
(Compliance, is, essential)
(it, is, also important)
(it, is, important)
(Court, rarely granted review Until, recently)
(Court, rarely granted, review)
(claims, be decided first in, federal habeas proceedings)
(Court, granted, review)
(claims, be, decided)
(review, is in, collateral review proceedings)
(Court, granted review Until, recently)
(claims, be decided in, federal habeas proceedings)
(claims, be decided first in, habeas proceedings)
(Court, granted, review of state-court decisions)
(claims, be decided in, habeas proceedings)
(Court, rarely granted, review of state-court decisions)
(Court, preferring, allow)
(claims, be, decided first)
(application, is, when supported by federal constitutional claims)
(application, is, even when supported by constitutional claims)
(application, is, even when supported by claims)
(application, is, even when supported by federal constitutional claims)
(application, is, when supported by meritorious federal constitutional claims)
(application, is, even when supported by meritorious constitutional claims)
(application, is, even when supported by arguably meritorious claims)
(Stevens, denial of, certiorari)
(application, is supported by, claims)
(application, is supported by, constitutional claims)
(application, is, when supported by constitutional claims)
(application, is supported by, meritorious federal constitutional claims)
(application, is supported by, arguably meritorious federal constitutional claims)
(application, is, when supported by federal claims)
(application, is supported by, arguably meritorious constitutional claims)
(application, is, even when supported by meritorious federal claims)
(application, is, when supported by arguably meritorious constitutional claims)
(application, is, even when supported by federal claims)
(application, is, when supported by claims)
(application, is, when supported by meritorious constitutional claims)
(application, is, when supported by meritorious claims)
(his Court, See, 549 U. S. 327)
(application, is, even when supported by meritorious claims)
(application, is supported by, meritorious claims)
(application, is, even when supported by arguably meritorious federal claims)
(application, is, supported)
(application, is, when supported by meritorious federal claims)
(application, is, even when supported by arguably meritorious federal constitutional claims)
(application, is, even when supported)
(application, is supported by, federal constitutional claims)
(application, is, when supported)
(application, is supported by, arguably meritorious federal claims)
(application, is, even when supported by meritorious federal constitutional claims)
(application, is supported by, arguably meritorious claims)
(application, is, even when supported by arguably meritorious constitutional claims)
(application, is, when supported by arguably meritorious federal constitutional claims)
(application, is supported by, federal claims)
(Court, See, U. S. 327)
(application, is supported by, meritorious constitutional claims)
(Court, See, 549 U. S. 327)
(his Court, See, U. S. 327)
(application, is supported by, meritorious federal claims)
(application, is, when supported by arguably meritorious claims)
(application, is, when supported by arguably meritorious federal claims)
(habeas, review in, lower federal courts)
(cases, reach Court, habeas review in courts)
(cases, reach Court, habeas review in federal courts)
(cases, reach, Court)
(cases, reach Court, habeas review in lower federal courts)
(habeas, review in, lower courts)
(habeas, review in, federal courts)
(cases, reach Court, habeas review in lower courts)
(cases, reach Court, habeas review)
(habeas, review in, courts)
(curiam, per __ is, 2016)
(TIMOTHY TYRONE FOSTER, PETITIONER v., BRUCE CHATMAN)
(Timothy Foster, murdering, Queen Madge White)
(prosecutors, violated, Kentucky)
(Foster, has sought In, decades)
(prosecutors, violated, 476 U. S. 79)
(Foster, vacate, his conviction)
(Foster, since has sought In, decades)
(prosecutors, violated, Batson)
(Foster, vacate, death sentence)
(they, struck, black prospective jurors)
(prosecutors, violated, 1986)
(Foster, vacate, his conviction on ground)
(state courts, have rejected, claim)
(trial court, twice rejected, it)
(Supreme Court, rejected, it)
(trial court, rejected, it)
(Foster, appealed, sentence)
(Foster, appealed, his conviction)
(Supreme Court, unequivocally rejected, it)
(Foster, directly appealed, sentence)
(Foster, directly appealed, his conviction)
(court, rejected, it)
(Supreme Court, rejected, it)
(Supreme Court, most recently again rejected, it)
(Supreme Court, again rejected, it)
(Supreme Court, recently rejected, it)
(Supreme Court, recently again rejected, it)
(Supreme Court, lacking, arguable merit)
(Supreme Court, most recently rejected, it)
(Court rules, is in, Foster 's favor)
(Foster, in, favor)
(It, does so grappling with, possibility)
(It, does adequately grappling with, possibility)
(we, lack, jurisdiction)
(It, does so adequately grappling with, possibility)
(It, does grappling with, possibility)
(Foster, procured, decades)
(Court 's ruling, distorts, deferential Batson inquiry)
(Court 's ruling, distorts, Batson inquiry)
(Court, has, ruling on merits based in part on new evidence)
(Court 's ruling, Moreover distorts, Batson inquiry)
(Court 's ruling, Moreover distorts, deferential Batson inquiry)
(merits, is in, part)
(Foster, procured decades after, his conviction)
(decision, could, could had)
(Federal law, authorizes, us)
(us, review, judgments)
(us, review, judgments rendered)
(us, review, judgments rendered by court)
(us, review, judgments rendered by highest court)
(us, review, decrees)
(Georgia, of, one-line order)
(Court, errs at_time, today)
(Court, errs, assuming)
(Foster, has, claim)
(Foster 's claim, is, procedurally barred)
(Foster 's claim, is, barred)
(court, for, denial of habeas relief)
(Court, is, powerless)
(disposition, is, ordinarily question)
(disposition, is ordinarily question of, state law)
(disposition, is question of, state law)
(disposition, is, question)
(resolution, was, implicated)
(resolution, was implicated in, Georgia court 's decision)
(Georgia high court, in, decision)
(Court, addressing, merits of Foster 's Batson claim)
(resolution, was implicated in, Georgia high court 's decision)
(Court, addressing, merits)
(Foster, of, Batson claim)
(Supreme Court, states in, full)
(it, is, ordered)
(it, be, hereby denied)
(Supreme Court, is in, case)
(it, is ordered Upon, consideration of Application for Certificate of Probable Cause appeal)
(Georgia, of, order)
(it, be, denied)
(it, is ordered Upon, consideration appeal)
(it, is ordered Upon, consideration of Application for Certificate appeal)
(it, is ordered Upon, consideration of Application appeal)
(case, raises, federal question)
(Georgia law, provides, adequate assurance)
(Georgia law, provides, assurance)
(case, raises, question)
(state, habeas, petition)
(state, habeas petition in, state superior court)
(state, habeas petition in, state court)
(state prisoner, may file Under, Georgia law)
(notice, applying for, certificate in court)
(state superior court, denies, petition)
(prisoner, timely filing notice in, superior court)
(certificate, is in, supreme court)
(prisoner, filing notice in, court)
(prisoner, timely filing notice in, court)
(notice, applying for, certificate in supreme court)
(prisoner, timely filing, notice)
(prisoner, timely filing, notice of appeal)
(notice, applying for, certificate of probable cause in court)
(prisoner, filing, notice of appeal)
(state court, denies, petition)
(notice, applying for, certificate of probable cause)
(notice, applying for, certificate)
(prisoner, filing notice in, superior court)
(prisoner, filing, notice)
(notice, applying for, certificate of probable cause in supreme court)
(certificates, is in, federal court)
(Supreme Court, denying, certificate of probable cause)
(court, affords, review of arguably meritorious claim)
(court, affords, plenary review)
(court, affords, review of claim)
(court, affords, plenary review of claim)
(court, affords, plenary review of meritorious claim)
(court, affords, plenary review of arguably meritorious claim)
(court, affords review, he can)
(court, affords, review)
(court, affords, review of meritorious claim)
(we, most can glean from, summary denial of Foster 's state habeas petition)
(we, most can glean therefore from, summary denial)
(Foster, has, claim)
(we, most can glean therefore from, summary denial of Foster 's state habeas petition)
(we, can glean therefore from, summary denial of Foster 's state habeas petition)
(we, most can glean from, summary denial)
(Foster, of, state habeas petition)
(Foster 's claim, lacked, arguable merit)
(we, can glean therefore from, summary denial)
(we, can glean from, summary denial)
(we, can glean from, summary denial of Foster 's state habeas petition)
(Foster, has, claim)
(Foster, decades ago, .1 Georgia law)
(rejected, habeas, petition)
(Foster 's claim, lacked, arguable merit)
(Foster, decades ago, Georgia law)
(S. E., 2d, 112 1991)
(410 S. E., 2d, 112 1991)
(state prisoners, could raise again and again, old claims)
(state prisoners, could raise claims again Without, such procedural bars)
(state prisoners, could raise claims again and again Without, procedural bars)
(they, are declared, victorious)
(state prisoners, could raise again and again, claims)
(finality, would mean, nothing)
(state prisoners, could raise, old claims)
(state prisoners, could raise, claims)
(state prisoners, could raise claims again and again Without, bars)
(they, are, declared)
(state prisoners, could raise again, old claims)
(state prisoners, could raise claims again and again Without, such procedural bars)
(state prisoners, could raise claims Without, such procedural bars)
(state prisoners, could raise claims Without, bars)
(state prisoners, could raise claims again and again, declared)
(state prisoners, could raise claims Without, procedural bars)
(state prisoners, could raise claims again Without, bars)
(state prisoners, could raise again, claims)
(state prisoners, could raise claims again and again Without, such bars)
(state prisoners, could raise claims, declared)
(state prisoners, could raise claims again Without, procedural bars)
(state prisoners, could raise claims again Without, such bars)
(state prisoners, could raise claims again, declared)
(state prisoners, could raise claims Without, such bars)
(Innocence, Is, Irrelevant)
(Foster, in, state)
(state-law defect, is in, Foster 's state)
(judgment, resolution of, independent federal ground)
(It, is, fundamental)
(ground bars Foster 's claim, has done, nothing)
(adequate ground bars Foster 's claim, has done, nothing)
(adequate state-law ground bars Foster 's claim, has done nothing at_time, today)
(adequate state-law ground bars Foster 's claim, has done, nothing)
(adequate ground bars Foster 's claim, has done nothing at_time, today)
(Court, has done, nothing)
(state-law ground bars Foster 's claim, has done nothing at_time, today)
(Court, has done nothing at_time, today)
(ground bars Foster 's claim, has done nothing at_time, today)
(state-law ground bars Foster 's claim, has done, nothing)
(adequate state-law ground bars Foster, has, claim)
(Court, wrongly assumes, that)
(Court, assure, itself)
(Court, assumes, that)
(state court, decide, s)
(we, often presume, sure)
(we, presume, sure)
(1040-1041, at Long is, 463 U. S.)
(clarification, is, necessary)
(state court, of, decision)
(ruling, come in, form)
(ambiguous ruling, come in, form)
(state-court ruling, come in, form)
(ambiguous ruling, come in, form of reasoned decision)
(ambiguous ruling, come in, form of decision)
(ruling, come in, form of reasoned decision)
(ambiguous state-court ruling, come in, form of reasoned decision)
(state-court ruling, come in, form of reasoned decision)
(ambiguous state-court ruling, come in, form)
(state-court ruling, come in, form of decision)
(ambiguous state-court ruling, come in, form of decision)
(ruling, come in, form of decision)
(decision, is, judgment)
(decision, is, when one-line judgment)
(decision, is, one-line judgment)
(decision, is, one-line)
(sense, invoke, Long presumption)
(it, here hardly makes, sense)
(it, here makes, sense)
(it, makes, sense)
(sense, invoke, presumption)
(it, hardly makes, sense)
(decision, is, when judgment)
(Court, Confronted with, cases like this)
(Court, has vacated for, clarification from state court)
(Court, Confronted with, cases)
(Court, Confronted in, past)
(Court, proceeding, decide)
(Court, has vacated for, clarification)
(Court, has vacated, proceeding)
(one-line order, implicates, question)
(order, implicates, federal question)
(I, would follow, path)
(order, implicates, question)
(one-line order, implicates, federal question)
(I, would follow path, assuming)
(federal questions, asserted, present)
(We, have, d)
(questions, asserted, present)
(We, have decline, review)
(We, have, decline)
(state court, for, decision)
(State, has, highest court)
(proper course, is, vacate for clarification)
(nothing, do with, state court 's decision)
(state court, with, decision)
(course, vacate for, clarification)
(proper course, vacate for, clarification)
(course, is, vacate)
(proper course, is, vacate)
(State 's court, has denied relief without, explanation)
(course, is, vacate for clarification)
(State 's highest court, has denied relief without, explanation)
(curiam, per S. is, 1984)
(Toole, S. per, curiam)
(Capital Cities Media, Inc. v., Toole)
(course, respects, weighty federalism concerns)
(course, respects, federalism concerns)
(state courts, be, left)
(state courts, interpreting, their law)
(557, at Co. is, supra)
(state prisoner, has, long-final conviction)
(state courts, interpreting, their own law)
(state courts, be left, free)
(state courts, be left by, us)
(Clarification, is, warranted)
(Clarification, is, especially warranted)
(Clarification, is, warranted here)
(Clarification, is, especially warranted here)
(Nothing, is in, reported decisions of Supreme Court of Georgia)
(law, justify, reconsideration)
(new law, justify, reconsideration of claims)
(facts, justify, reconsideration of claims)
(prisoner, is, actually innocent)
(prisoner, is, innocent)
(reconsideration, raised on, direct appeal)
(new facts, justify, reconsideration)
(law, justify, reconsideration of claims)
(new facts, justify, reconsideration of claims)
(facts, reconsideration of, claims)
(reconsideration, raised on, appeal)
(facts, raised on, direct appeal)
(new law, justify, reconsideration)
(facts, raised on, appeal)
(new facts, reconsideration of, claims)
(new facts, raised on, direct appeal)
(facts, justify, reconsideration)
(new facts, raised on, appeal)
(petitioner, was, diligent)
(It, is, decide)
(petitioner, discovering, new facts)
(petitioner, discovering, facts)
(bar, implicates, question)
(Court, leaving application to, Georgia courts)
(procedural bar, implicates, question)
(Court, takes, it)
(Court, leaving, application of Georgia law)
(procedural bar, implicates, federal question)
(bar, implicates, federal question)
(Court, leaving, application)
(wrong court, has, decision)
(Georgia 's bar, depends on, resolution)
(Georgia, has, procedural bar)
(Georgia 's procedural bar, depends on, resolution)
(state, habeas, court 's application of res judicata)
(Foster, to, Batson claim)
(court, has, application of res judicata)
(state, habeas, court 's application)
(Foster, has, Batson claim)
(State Superior Court, has, opinion)
(highest court, by judgmen is, t)
(prisoner, relitigate, claim)
(prisoner, relitigate, claim already decided)
(prisoner, relitigate, claim already decided merely)
(prisoner, relitigate, claim already decided against him merely)
(prisoner, relitigate, claim decided)
(prisoner, relitigate, claim decided merely)
(prisoner, relitigate, claim decided against him)
(prisoner, relitigate, claim already decided against him)
(prisoner, relitigate, claim decided against him merely)
(377, at Hall is, supra)
(818, at Hall is, supra)
(petitioner, in, direct appeal)
(question, unexplained denial by, Supreme Court)
(federal question, denial by, Supreme Court of Georgia)
(denial, presents, federal question)
(question, denial by, Supreme Court)
(federal question, unexplained denial by, Supreme Court of Georgia)
(denial, presents, question)
(federal question, denial of, relief)
(federal question, unexplained denial by, Supreme Court)
(federal question, denial by, Supreme Court)
(unexplained denial, presents, federal question)
(I, refuse, presume)
(question, unexplained denial of, relief)
(I, therefore refuse, presume)
(question, unexplained denial by, Supreme Court of Georgia)
(question, denial by, Supreme Court of Georgia)
(unexplained denial, presents, question)
(question, denial of, relief)
(federal question, unexplained denial of, relief)
(Court, imposes, requirement on States ' courts)
(Court, imposes, opinion-writing requirement on States ' courts)
(Court, imposes requirement at_time, today)
(Court, imposes, opinion-writing requirement on States ' highest courts)
(Court, imposes, requirement on States ' highest courts)
(Court, imposes, requirement)
(Court, imposes, opinion-writing requirement)
(high courts, be subject to, digressions on constitutional claims)
(courts, be, subject)
(high courts, be, subject)
(high courts, be subject to, lengthy digressions on claims)
(high courts, be subject to, digressions)
(high courts, be subject to, lengthy digressions on constitutional claims)
(courts, be subject to, digressions)
(courts, be subject to, digressions on claims)
(courts, be subject to, lengthy digressions on claims)
(high courts, be subject to, lengthy digressions)
(high courts, be subject to, digressions on claims)
(courts, be subject to, lengthy digressions)
(courts, be subject to, digressions on constitutional claims)
(courts, be subject to, lengthy digressions on constitutional claims)
(opinions, are, needed)
(o practices, are, influenced)
(scrutiny, is in, federal court)
(o pinion-writing practices, is in, state courts)
(o practices, are influenced by, considerations other)
(o practices, are influenced by, considerations)
(opinions, are, most needed)
(opinions, are, where needed)
(o pinion-writing practices, are, influenced)
(resources, ing, their)
(o pinion-writing practices, are influenced by, considerations other)
(o pinion-writing practices, are influenced by, considerations)
(opinions, are, where most needed)
(Court, should vacate Rather than, demand detailed opinions of state courts)
(Court, should vacate Rather than, demand opinions of overburdened state courts)
(Court, should vacate Rather than, demand detailed opinions)
(Court, should vacate Rather than, demand detailed opinions of overburdened state courts)
(Court, should vacate Rather than, demand opinions of state courts)
(Court, remand, cases)
(Court, should vacate Rather than, demand opinions)
(Foster 's Batson claim, has, arguable merit)
(Court, errs, deciding)
(Court, further errs, deciding)
(Foster, has, Batson claim)
(we, is owe deference at, bottom)
(prosecution, has, race-neutral reasons for striking veniremen Eddie Hood)
(credibility determination, is owe deference at, bottom)
(prosecution 's reasons, were, credible)
(state court, to, initial finding)
(prosecution 's race-neutral reasons, were, credible)
(adjudication, is owe deference at, bottom)
(98, at Batson is, 476 U. S.)
(Supreme Court, rejected, that)
(trial court, to, credibility determinations)
(court, Evaluating, strike)
(he, be, reluctant)
(court, Evaluating, strike of venireman Hood)
(his son, been, convicted)
(his son, been convicted of, misdemeanor)
(he, impose, death penalty)
(738, at Foster is, 258 Ga.)
(192, at 738 is, 374 S. E. 2d)
(she, sympathize with, Foster given her work)
(she, sympathize with, Foster given her work with children)
(she, sympathize with, Foster given her work with low-income underprivileged children)
(she, sympathize with, Foster given her work with underprivileged children)
(she, sympathize with, Foster given her work with low-income children)
(prosecution, struck, venireman Garrett)
(prosecution, reasonably struck venireman Garrett, it feared)
(prosecution, reasonably struck, venireman Garrett)
(she, was, related)
(she, sympathize with, Foster)
(prosecution, reasonably struck venireman Garrett according to, court)
(someone, is with, drug)
(prosecution, struck venireman Garrett according to, court)
(she, was related to, someone)
(prosecution, struck venireman Garrett, it feared)
(she, was related to, someone with drug)
(her work, is with, low-income underprivileged children)
(S. E., 2d at, 192)
(374 S. E., Id. 2d at, 192)
(374 S. E., Id. 2d at, 739)
(S. E., 2d at, 739)
(S. E., Id. 2d at, 739)
(S. E., Id. 2d at, 192)
(374 S. E., 2d at, 739)
(374 S. E., 2d at, 192)
(Foster, on, Batson claim)
(Foster, now has, access)
(Foster, has, access to prosecution 's file)
(Foster, now has, access to prosecution 's file)
(Foster, has, access)
(prosecution, to, file)
(Batson, has, deferential framework)
(Court, upends, Batson 's deferential framework)
(Foster, relitigate, his Batson claim)
(Court, allowing, Foster)
(Court, upends, Batson 's framework)
(Foster, has, new evidence)
(it, limited, value)
(evidence, sets, tone for Court 's analysis)
(it, limited, probative value)
(new evidence, sets, tone for Court 's analysis)
(evidence, sets, tone)
(Court, for, analysis)
(new evidence, sets, tone)
(Foster, at, disposal decades ago)
(Court, has, conclusion)
(prosecution, of, shifting explanations for striking Hood)
(prosecutor Stephen Lanier, reaffirmed, his earlier testimony given during Foster 's hearing)
(Foster, during, hearing for new trial)
(prosecutor Stephen Lanier, reaffirmed, his testimony)
(prosecutor Stephen Lanier, reaffirmed, his testimony given)
(prosecutor Stephen Lanier, reaffirmed, his earlier testimony given during Foster 's hearing for new trial)
(prosecutor Stephen Lanier, reaffirmed, his testimony given during Foster 's hearing)
(prosecutor Stephen Lanier, reaffirmed, his testimony given during Foster 's hearing for trial)
(prosecutor Stephen Lanier, reaffirmed, his earlier testimony given during Foster 's hearing for trial)
(prosecutor Stephen Lanier, reaffirmed, his earlier testimony)
(prosecutor Stephen Lanier, reaffirmed, his testimony given during Foster 's hearing for new trial)
(prosecutor Stephen Lanier, reaffirmed, his earlier testimony given)
(prosecution, of, investigator)
(prosecution, 's investigator is, Clayton Lundy)
(Lundy, testified As, part of postconviction proceedings)
(Lundy, testified As, part)
(Lundy, testified in, 2006)
(years, had passed since, Foster 's trial)
(Foster, since, trial)
(he, had changed, careers)
(district attorney, at, office)
(prosecution, in, file)
(other documents, is in, prosecution 's file)
(relevant edits, deleting, two statements)
(edits, deleting, two statements)
(Lundy, in, opinion)
(district attorney, inside, office)
(Lundy, 's thoughts is, opinion)
(discovered evidence, relitigation of, Batson claim)
(evidence, warrant, relitigation of Batson claim)
(discovered evidence, warrant, relitigation of Batson claim)
(evidence, warrant, relitigation)
(discovered evidence, warrant, relitigation)
(notion, is, flabbergasting)
(evidence, relitigation of, Batson claim)
(counsel 's explanation, be, believed)
(counsel 's race-neutral explanation, be, believed)
(counsel, has, race-neutral explanation for peremptory challenge)
(question, will be In, Batson cases)
(decisive question, will be In, Batson cases)
(t, be, because will much evidence bearing)
(t, be, will evidence)
(t, be, will much evidence)
(evidence, be, often demeanor)
(t, be, will much evidence bearing on issue)
(t, be, because will much evidence)
(t, be, because will much evidence bearing on issue)
(evidence, be, demeanor)
(t, be, because will seldom much evidence)
(t, be, will seldom much evidence bearing)
(t, be, because will seldom much evidence bearing on issue)
(t, be, because will seldom evidence)
(t, be, because will seldom much evidence bearing)
(t, be, because will seldom evidence bearing on issue)
(t, be, because will seldom evidence bearing)
(best evidence, be, demeanor)
(will much evidence, bearing on, issue)
(t, be, will seldom evidence)
(t, be, because will evidence bearing on issue)
(t, be, will much evidence bearing)
(t, be, will evidence bearing on issue)
(t, be, will seldom much evidence)
(t, be, because will evidence)
(t, be, will seldom evidence bearing on issue)
(best evidence, be, often demeanor)
(t, be, will seldom much evidence bearing on issue)
(t, be, because will evidence bearing)
(t, be, will seldom evidence bearing)
(will evidence, bearing on, issue)
(t, be, will evidence bearing)
(375, at Hernandez is, supra)
(339, at Miller-El is, 537 U. S.)
(state prisoners, go, searching for evidence)
(state prisoners, go, searching for new evidence)
(Court, invites state prisoners at_time, today)
(state prisoners, go, searching)
(Court, invites, state prisoners)
(Court 's doors, are, open)
(Court 's doors, are, then apparently open)
(Court 's doors, are, then open)
(Court 's doors, are, apparently open)
(Court, has, doors)
(Court 's doors, conduct anew, credibility determination)
(Court 's doors, conduct, credibility determination)
(Court 's doors, apparently are open, prisoners succeed)
(Court 's doors, are open, prisoners succeed)
(end, Alas is instead new beginning for, majority)
(end, is new beginning for, majority of Court)
(end, is beginning for, majority of Court)
(end, is new beginning for, majority)
(end, is, Alas instead beginning)
(end, is instead beginning for, majority)
(end, Alas is instead beginning for, majority of Court)
(end, is instead beginning for, majority of Court)
(end, is beginning for, majority)
(end, is instead new beginning for, majority)
(end, is instead new beginning for, majority of Court)
(end, is, instead beginning)
(end, Alas is beginning for, majority of Court)
(end, Alas is new beginning for, majority)
(end, Alas is beginning for, majority)
(end, is, instead new beginning)
(end, is, beginning)
(end, is, Alas instead new beginning)
(end, is, new)
(end, Alas is instead new beginning for, majority of Court)
(end, Alas is new beginning for, majority of Court)
(end, Alas is instead beginning for, majority)
(end, is, Alas beginning)
(end, is, new beginning)
(end, is, Alas new beginning)
(trial court, misjudged, prosecutors ' reasons for striking Garrett)
(trial court, misjudged, prosecutors ' reasons)
(trial court, misjudged, prosecutors ' reasons for Garrett)
(Court, has, decision reconsider)
(trial court, has, conclusion)
(trial court, for, credibility determinations)
(Court 's substitution, is flawed as, legal matter)
(Court, has, substitution of judgment for credibility determinations)
(Court 's substitution, is, flawed)
(Court 's substitution, is flawed as, matter)
(Court 's analysis, is, unavailing)
(Court, has, analysis with Hood)
(Court, compares Hood, just trial court did)
(Court, compares Hood, trial court did)
(Court, first compares Hood, trial court did)
(Court, compares, Hood)
(Court, first compares, Hood)
(Court, compares Hood, just trial court did ago)
(Court, first compares Hood, trial court did ago)
(Court, compares Hood, trial court did ago)
(Court, first compares Hood, trial court did decades ago)
(Court, first compares Hood, just trial court did decades ago)
(Court, compares Hood, just trial court did decades ago)
(Court, first compares Hood, just trial court did ago)
(Court, first compares Hood, just trial court did)
(Court, compares Hood, trial court did decades ago)
(son, has, conviction)
(trial court, was, aware)
(trial court, was, well aware)
(Hood, has, son)
(this, tend to, perhaps only subconsciously)
(venireman, sympathetic, one)
(venireman, was, one)
(prosecution, has, apprehension)
(prosecution 's apprehension, make, venireman sympathetic)
(venireman, was, rational one)
(venireman, sympathetic, rational one)
(prosecution 's apprehension make, makes, difference between Hood)
(prosecution 's apprehension make, difference between, Hood)
(distinction, is in, words of trial court)
(venireman, was, rational)
(prosecution 's apprehension make, makes, difference)
(prosecutor, has, justification)
(375, at Hernandez is, supra)
(Court, also second-guesses, prosecution 's strike)
(prosecution, has, strike of Hood)
(Court, second-guesses, prosecution 's strike of Hood)
(Court, also second-guesses, prosecution 's strike of Hood)
(Court, second-guesses, prosecution 's strike)
(Hood 's transcribed statements, unequivocally voiced, Hood)
(Hood 's statements, voiced, Hood)
(Hood 's statements, unequivocally voiced, Hood)
(Hood, has, transcribed statements at voir dire)
(Hood 's transcribed statements, voiced, Hood)
