(March 30 2015, Decided at_time, June 18 2015)
(Corporal Smothers, was, serving as police officer mother at track club)
(Corporal Smothers, was, serving mother at local track club)
(Corporal Smothers, was, serving as police officer single mother to six children)
(Corporal Smothers, was, serving mother to six children)
(Corporal Smothers, was single mother, serving)
(Corporal Smothers, was, serving as police officer single mother to six children at local track club)
(Corporal Smothers, was mother, serving)
(Corporal Smothers, was, serving as police officer single mother at local track club)
(Corporal Smothers, was, serving as police officer mother to six children)
(Corporal Smothers, was, serving single mother to six children at local track club)
(Corporal Smothers, was, serving as police officer mother to six children at track club)
(It, was particularly hard on, Warrick)
(her, son, Derrick Green)
(Corporal Smothers, ' son is, Warrick)
(It, was hard on, Warrick)
(It, was, hard)
(Warrick, take on, responsibilities care)
(Warrick, take on, extra responsibilities care for their siblings)
(Derrick, was, deprived)
(extra responsibilities, care for, their siblings)
(Warrick, take on, responsibilities care for their siblings)
(responsibilities, care for, their siblings)
(Warrick, take on, extra responsibilities care)
(Derrick, was deprived of, chance)
(Warrick, take on, extra responsibilities care for their younger siblings)
(responsibilities, care for, their younger siblings)
(extra responsibilities, care for, their younger siblings)
(Warrick, take on, responsibilities care for their younger siblings)
(Brumfield, introduced, evidence)
(his crimes, were beyond, his control)
(Brumfield, introduced evidence For, his part)
(he, spent at_time, several months)
(he, spent after, shortly his birth)
(He, was born at, birth weight)
(he, spent at_time, months)
(He, was born at, low birth weight)
(he, spent after, his birth)
(he, spent in, hospital)
(He, was, born)
(him, whip, him)
(him, sit in, corner on rice)
(him, sit in, corner)
(His father, left, family)
(him, sit in, corner on hot rice)
(him, hit, him)
(His brother, go with, their biological father)
(His brother, eventually decided, go)
(His brother, decided, go)
(His brother, go with, their father)
(His brother, go, live)
(His brother, decided, go with their father)
(His brother, decided, go with their biological father)
(His brother, eventually decided, go with their biological father)
(His brother, eventually decided, go with their father)
(Brumfield, opted, stay with his mother)
(Brumfield, stay with, his mother)
(Brumfield, opted, stay)
(he, was, When old)
(Brumfield, have, problems)
(Brumfield, have, behavioral problems)
(he, was, old)
(trouble, staying in, his seat)
(He, had, trouble)
(He, had, trouble staying)
(trouble, staying in, his seat at school)
(He, had, trouble staying in his seat at school)
(He, had, trouble staying in his seat)
(He, was taken to, psychiatric hospital)
(He, was eventually taken to, hospital)
(He, address, his hyperactivity)
(He, was, taken)
(He, was taken to, hospital)
(He, was, eventually taken)
(He, was eventually taken to, psychiatric hospital)
(he, was, straight-A)
(he, was, straight-A student)
(his time, is in, four group homes)
(he, was, student)
(his grades, began, suffer)
(he, was straight-A student until, grade)
(he, was student until, third grade)
(he, was student until, grade)
(he, was straight-A student until, third grade)
(Brumfield 's hyperactivity, be, traced to his low birth weight)
(Brumfield 's hyperactivity, be, traced largely to his birth weight)
(Brumfield 's hyperactivity, be, traced largely to his low birth weight)
(Brumfield 's hyperactivity, be, traced largely)
(Brumfield 's hyperactivity, be, traced to his birth weight)
(Brumfield, has, hyperactivity)
(Brumfield 's hyperactivity, be, traced)
(Brumfield, had, disability problem)
(Brumfield, had, hyperactive disability problem)
(Brumfield, had, based hyperactive disability problem)
(Brumfield, had, neurologically based disability problem)
(Brumfield, had, neurologically based hyperactive disability problem)
(Brumfield, had, based disability problem)
(his school records, described, pattern situation)
(his school records, described, him)
(his school records, described, pattern situation extended)
(his school records, having, behavior disorder)
(his school records, described, behavior)
(his school records, described, inappropriate behavior)
(disorder, is in, especially area of aggression)
(Brumfield, suffered from, antisocial personality disorder)
(Brumfield, suffered from, personality disorder)
(conduct disorder, is with, extreme levels of aggressivity)
(Brumfield, suffered from, kind of neurological deficits in cognitive functions)
(attention difficulty, general level of, intelligence)
(he, have, borderline level)
(he, have, borderline general level)
(he, emerged, what looks more like antisocial personality)
(attention difficulty, borderline level of, intelligence)
(he, have, general level of intelligence)
(he, have, general level)
(he, have, attention difficulty)
(attention difficulty, borderline general level of, intelligence)
(he, emerged Over, time)
(he, have, level of intelligence)
(attention difficulty, level of, intelligence)
(he, have, borderline level of intelligence)
(he, have, borderline general level of intelligence)
(he, have, level)
(he, emerged, what looks like antisocial personality)
(Brumfield, has, IQ score)
(math, were, about)
(spelling skills, were at, level)
(skills, were, fourth-grade)
(math, were, sixth-grade)
(spelling skills, were at, about level)
(his math, were at, sixth-grade level)
(His reading skills, were at, fourth-grade level)
(his math, were at, level)
(spelling skills, were at, sixth-grade level)
(skills, were, about)
(skills, were, about)
(his math, were at, about sixth-grade level)
(skills, were, sixth-grade)
(His reading skills, were at, about level)
(His reading skills, were at, level)
(his math, were at, about level)
(spelling skills, were at, about sixth-grade level)
(His reading skills, were at, about fourth-grade level)
(Brumfield, has, problem solving)
(decrement, is in, types of problems one)
(Dr. Jordan, rated, higher)
(Brumfield, has, intelligence)
(Dr. Bolter, had reviewed, Dr. Jordan 's report)
(Dr. Jordan, rated, little higher)
(Dr. Jordan, rated, just little higher)
(only inconsistency, is in, their conclusions)
(Dr. Jordan, has, report)
(Dr. Jordan, rated, just higher)
(Dr. Bolter, had also reviewed, Dr. Jordan 's report)
(Brumfield, be, sentenced)
(Brumfield, be sentenced to, death)
(he, created, risk of death)
(He, was engaged in, attempted perpetration)
(He, was engaged in, perpetration of armed robbery)
(victim, engaged in, her lawful duties)
(He, was engaged in, attempted perpetration of robbery)
(victim, was, peace officer engaged)
(He, was engaged in, perpetration of robbery)
(He, was, engaged)
(victim, engaged in, her duties)
(victim, was, peace officer engaged in her lawful duties)
(he, created, risk)
(victim, was, peace officer)
(victim, was, peace officer engaged in her duties)
(he, risk of, death)
(he, knowingly created, risk of death)
(him, eligible for, penalty)
(He, was engaged in, perpetration)
(he, knowingly created, risk)
(He, was engaged in, attempted perpetration of armed robbery)
(Brumfield, has, argument)
(Brumfield 's argument, is striking in, light of conduct following her murder)
(Brumfield 's argument, is striking in, light of conduct of Corporal Smothers ' children)
(Brumfield 's argument, is, striking)
(Brumfield 's argument, is striking in, light)
(his actions, were, product)
(Brumfield 's argument, is striking in, light of conduct)
(Brumfield 's argument, is striking in, light of conduct of Corporal Smothers ' children following her murder)
(his actions, were product of, his disadvantaged background)
(his actions, were product of, his background)
(Brumfield, murdered, his mother)
(it, was up make, sure)
(he, had turned, 18)
(it, was make, sure)
(role, is In, his view)
(everybody, be, somebody)
(everybody, grew up, somebody)
(Journey, is in, Game of Football)
(Warrick, led by, example)
(star, running back at, Florida State University)
(star, running at, Florida State University)
(Warrick, led To, end)
(he, coping with, loss of his mother)
(he, set, records)
(he, set records, coping with loss of his mother)
(he, set records, coping with loss)
(he, set records on, field)
(he, coping with, loss)
(he, set records During, his time at Florida State)
(he, set records During, his time)
(he, set records, coping)
(he, separated from, his family)
(he, called, separated from his family)
(he, called, separated)
(he, called sisters, separated)
(he, separated from, his family in Louisiana)
(he, called sisters, separated from his family in Louisiana)
(he, called, sisters)
(he, called, separated from his family in Louisiana)
(he, returned, home)
(he, called sisters, separated from his family)
(his family, is in, Louisiana)
(she, was, murdered)
(He, kept, his mother 's pearl earrings)
(He, stained in, box on his dresser)
(He, stained in, box)
(mother, has, pearl earrings)
(He, stained with, her blood)
(Dunn, was drafted After, four years at Florida State)
(Dunn, was, After four years at Florida State drafted by Tampa Bay Buccaneers)
(Dunn, was drafted After, four years)
(Dunn, was, drafted)
(Dunn, was drafted by, Tampa Bay Buccaneers)
(Dunn, was, After four years drafted by Tampa Bay Buccaneers)
(he, moved, three youngest into his home)
(three, youngest into, his home in Tampa Bay)
(his home, is in, Tampa Bay)
(he, moved, three youngest into his home in Tampa Bay)
(some, struggling in, Baton Rouge)
(three, youngest into, his home)
(he, moved, three youngest)
(it, strain, playing for Buccaneers)
(he, accepted, it)
(they, stayed on, right path)
(it, strain, playing)
(they, stayed on, path)
(Dunn, balancing, family)
(Dunn, still found, time)
(Dunn, found, time)
(Dunn, still found, time for others)
(Dunn, found, time for others)
(Dunn, balancing, football)
(He, started, Homes)
(homes, obtained by, mothers)
(homes, obtained through, first-time homeowner assistance programs)
(homes, obtained through, homeowner assistance programs)
(homes, obtained by, single mothers)
(He, started Homes for, Holidays)
(Dunn, was, inspired)
(Dunn, has, contributions)
(he, became, member of Athletes)
(he, reach of, Homes)
(he, became, founding member)
(he, joining Atlanta Falcons in, 2002)
(he, expanded, reach)
(he, joining, Atlanta Falcons)
(he, became for, organization dedicated)
(he, became for, Hope)
(he, became for, organization)
(athletes, find, charitable opportunities)
(athletes, find, opportunities)
(he, became, member)
(he, became for, id. 207-208)
(he, expanded id., reach)
(he, reach for, Holidays)
(he, became, founding member of Athletes)
(children, is in, Baton Rouge area)
(Betty, has, Hope)
(two more charitable organizations, is in, honor of his mother)
(Service, for Homes is, police officers)
(his retirement, is in, 2008)
(Service, for Homes is, program dedicated)
(Homes, achieve, home ownership)
(Betty 's Hope, achieve, home ownership)
(Betty, 's Hope is, mobile bereavement program)
(I, knew, Dunn once remarked)
(I, knew, Dunn remarked)
(Brumfield, has spent at_time, 20 years)
(Brumfield, meanwhile has spent at_time, 20 years)
(Brumfield, has spent at_time, last 20 years)
(Brumfield, meanwhile has spent at_time, last 20 years)
(He, raised challenges on, appeal)
(He, alleged deficiencies of, his trial counsel)
(prosecutor, has, references during penalty phase)
(He, raised challenges on, direct appeal to trial court 's discovery orders)
(He, raised challenges on, direct appeal)
(trial court, to, discovery orders)
(He, raised challenges on, appeal to trial court 's discovery orders)
(He, raised, numerous challenges)
(He, raised, challenges)
(He, deficiencies of, his trial counsel)
(Louisiana Supreme Court, rejected, each claims)
(Louisiana Supreme Court, rejected, each of claims)
(Louisiana Supreme Court, rejected, State)
(Louisiana Supreme Court, rejected, State v. Brumfield)
(Court, denied, his petition)
(Court, denied, his petition for writ)
(Court, denied, his petition for writ of certiorari)
(Brumfield, filed, his first petition for state relief)
(Brumfield, filed, his petition)
(Brumfield, filed, his petition for state post-conviction relief)
(Brumfield, filed, his petition for state relief)
(Brumfield, filed, his first petition)
(Brumfield, filed, his first petition for state post-conviction relief)
(he, alleged, 9 instances of misconduct over 18 instances of assistance of counsel)
(he, alleged, 9 instances of prosecutorial misconduct over 18 instances)
(he, alleged, 9 instances of misconduct over 18 instances of assistance)
(he, alleged, 9 instances of misconduct over 18 instances)
(he, alleged, at least 17 errors in jury instructions at guilt phase)
(he, alleged, 9 instances of misconduct)
(he, alleged, at least 17 errors in jury instructions)
(he, alleged, 9 instances)
(he, alleged, 9 instances over 18 instances of assistance)
(he, alleged, at least 17 errors in jury instructions at guilt phase of his trial)
(he, alleged, 9 instances over 18 instances of ineffective assistance of counsel)
(he, alleged, 9 instances over 18 instances of assistance of counsel)
(he, alleged, 9 instances over 18 instances)
(he, alleged, at least 17 errors at guilt phase)
(he, alleged, 9 instances of prosecutorial misconduct over 18 instances of assistance of counsel)
(he, alleged, 9 instances of misconduct over 18 instances of ineffective assistance)
(he, alleged, at least 17 errors at guilt phase of his trial)
(17 constitutional errors, is in, jury instructions)
(he, alleged, 9 instances of prosecutorial misconduct over 18 instances of ineffective assistance)
(he, alleged, 9 instances of prosecutorial misconduct over 18 instances of assistance)
(he, alleged, 9 instances of prosecutorial misconduct)
(he, alleged, at least 17 errors)
(he, alleged, 9 instances of misconduct over 18 instances of ineffective assistance of counsel)
(he, alleged, 9 instances over 18 instances of ineffective assistance)
(he, alleged, 9 instances of prosecutorial misconduct over 18 instances of ineffective assistance of counsel)
(Brumfield, finally filing, his amended petition for state postconviction relief)
(Brumfield, filing, his petition for state postconviction relief)
(Brumfield, sought, multiple extensions of time)
(Brumfield, sought, extensions)
(Brumfield, filing, his petition)
(Brumfield, sought, multiple extensions)
(Brumfield, filing, his amended petition for state postconviction relief)
(Brumfield, finally filing, his petition)
(Brumfield, sought, extensions of time)
(Brumfield, filing, his amended petition)
(Brumfield, finally filing, his petition for state postconviction relief)
(Brumfield, finally filing, his amended petition)
(He, also asserted for, time)
(He, also asserted for, first time)
(He, asserted for, time)
(He, asserted for, first time)
(he, alleged In, support of claim)
(he, alleged In, support)
(state court, denied, Brumfield 's petition)
(Brumfield, has, petition)
(Dr. Guin, has, testimony)
(Dr. Bolter, including, testimony)
(Dr. Jordan, has, report)
(Dr. Bolter, 's testimony is, testimony)
(Brumfield, make, threshold showing of mental retardation)
(Brumfield, had, IQ score)
(court, noted In, particular)
(Brumfield, develop, his Atkins claim)
(Brumfield, had requested, fees)
(Brumfield, has, counsel)
(Brumfield, sought, collateral review)
(Brumfield, sought, federal collateral review)
(He, develop claim in, evidentiary hearing)
(He, requested, funds)
(He, develop, claim)
(He, develop claim in, hearing)
(District Court, dismissed, all claims)
(District Court, dismissed, all of claims)
(District Court, ordered, hearing)
(District Court, dismissed, all his claims)
(District Court, dismissed, all of his claims)
(District Court, ordered, evidentiary hearing)
(District Court, eventually granted, writ)
(District Court, granted, writ)
(District Court, granted writ, majority describes)
(District Court, granted, writ of habeas corpus)
(District Court, eventually granted writ, majority describes)
(District Court, eventually granted, writ of habeas corpus)
(Brumfield, of, Atkins claim on unreasonable determination of facts)
(state court, based, its denial of Brumfield 's Atkins claim)
(funds, develop, claim)
(state court, applied, clearly established Supreme Court precedent)
(state court, based, its denial)
(state court, based, its denial of Brumfield 's Atkins claim on determination of facts)
(state court, applied, Supreme Court precedent)
(state court, based, its denial of Brumfield 's Atkins claim on unreasonable determination)
(state court, based, its denial of Brumfield 's Atkins claim on unreasonable determination of facts)
(state court, unreasonably applied, established Supreme Court precedent)
(state court, unreasonably applied, Supreme Court precedent)
(state court, applied, established Supreme Court precedent)
(state court, unreasonably applied, clearly established Supreme Court precedent)
(state court, based, its denial of Brumfield 's Atkins claim on determination)
(unreasonable determination, is in, light of evidence presented)
(___, at Pinholster is, 563 U. S.)
(They, must, must reviewed)
(They, must, must reviewed solely)
(n. 7, slip at, 9)
(he, challenge by, clear evidence)
(he, seeks, challenge by clear evidence)
(he, seeks, challenge by evidence)
(he, challenge by, evidence)
(he, seeks, challenge)
(Brumfield, presents, two grounds for relief)
(Brumfield, presents, two grounds)
(Louisiana state court, clearly established law, determined)
(Louisiana state court, clearly established, law)
(Louisiana state court, clearly established, federal law)
(him, develop, evidence)
(Louisiana state court, established, federal law)
(Louisiana state court, established, law)
(Louisiana state court, clearly established law, determined by Court)
(Louisiana state court, denied, his Atkins claim)
(him, develop, evidence for claim)
(Louisiana state court, established law, determined by Court)
(Louisiana state court, established law, determined)
(majority, resolves case, I begin)
(majority, resolves case on, solely Brumfield 's first ground)
(majority, resolves case, I begin there)
(majority, resolves, case)
(majority, resolves case on, Brumfield 's first ground)
(majority, resolves case on, Brumfield 's ground)
(majority, resolves case on, solely Brumfield 's ground)
(Louisiana state court, has, decision deny)
(Brumfield, has, Atkins claim)
(state court, has, factual determinations)
(record, supports, state court 's factual determinations)
(record, supports, state court 's determinations)
(Brumfield, has, Atkins claim)
(state court, rejected, Brumfield 's Atkins claim)
(state court, Here rejected, Brumfield 's Atkins claim)
(Dr. Bolter, had, IQ)
(Dr. Bolter, is in, particular found)
(Dr. Jordan, actually came up with, IQ)
(Dr. Jordan, actually came up with, little bit higher IQ)
(Dr. Jordan, came up with, higher IQ)
(Dr. Jordan, actually came up with, higher IQ)
(Dr. Jordan, actually came up with, bit higher IQ)
(Dr. Jordan, came up with, bit higher IQ)
(Dr. Jordan, came up with, little bit higher IQ)
(Dr. Jordan, came up with, IQ)
(someone, is with, conscience)
(he, have, anti-social personality)
(doctor, explained, it)
(he, have, sociopath)
(he, have, personality)
(Brumfield, has, IQ)
(statement, contains, three determinations)
(statement, contains, three factual determinations)
(record, justifies, finding)
(Brumfield, has, IQ)
(record, justifies finding, begin)
(Dr. Bolter, testified without, contradiction)
(Brumfield, scored, 75)
(Brumfield, has, intelligence just a little higher)
(Dr. Bolter, has, report)
(Brumfield, has, test results)
(Brumfield 's test results, were, lower)
(Dr. Bolter, has, testimony)
(Dr. Jordan 's report, part of, record)
(it, confirms, Dr. Bolter 's testimony)
(Dr. Jordan, has, report)
(Dr. Jordan 's report, was made, part of record)
(Dr. Jordan 's report, was made, part)
(Dr. Jordan, has, report states)
(Brumfield, has, intellectual function)
(thirds, are, expected)
(fair reading, suggest, IQ score closer)
(Dr. Jordan, of, statements)
(IQ score, fair reading of, Dr. Jordan 's statements)
(fair reading, suggest, IQ score)
(thirds, are expected, lie)
(IQ score closer, reading of, Dr. Jordan 's statements)
(two thirds, are, expected)
(two thirds, are expected, lie)
(reading, suggest, IQ score)
(IQ score, reading of, Dr. Jordan 's statements)
(reading, suggest, IQ score closer to 85)
(fair reading, suggest, IQ score closer to 85)
(reading, suggest, IQ score closer)
(IQ score closer, fair reading of, Dr. Jordan 's statements)
(state court, has, finding)
(Brumfield, has, speech)
(Brumfield, staying with, his pregnant girlfriend)
(Brumfield, lived before, his arrest)
(Brumfield, staying with, his girlfriend)
(Brumfield, lived, staying with his girlfriend)
(Brumfield, often staying with, his pregnant girlfriend)
(Brumfield, lived independently, staying with his girlfriend)
(his earnings, were, better)
(Brumfield, lived independently, staying with his pregnant girlfriend)
(Brumfield, lived, staying with his pregnant girlfriend)
(Brumfield, lived, staying)
(drugs, selling, firearms)
(Brumfield, often staying with, his girlfriend)
(Brumfield, lived independently before, his arrest)
(his earnings, distributing, drugs)
(Brumfield, lived independently, staying)
(Brumfield, reads at, fourth-grade level)
(Brumfield, performs arithmetic at, level)
(Brumfield, performs, arithmetic)
(Dr. Bolter, concluded, Brumfield reads)
(Dr. Bolter, concluded, Brumfield reads at fourth-grade level)
(Brumfield, performs arithmetic at, sixth-grade level)
(Dr. Bolter, concluded, Brumfield reads at level)
(Brumfield, reads at, level)
(Brumfield, has, personality disorder)
(record, supports, finding)
(Brumfield, has, antisocial personality disorder)
(record, Finally supports, finding)
(Dr. Bolter, testified without, contradiction)
(conduct disorder, had developed into, personality disorder)
(conduct disorder, had developed into, antisocial personality disorder)
(conduct disorder, had developed in, adulthood)
(Dr. Jordan, reached, diagnosis)
(Dr. Jordan, reached, similar diagnosis)
(he, relevance of, diagnosis)
(they, were, anything other than eminently reasonable)
(Brumfield, rebut, state court 's findings)
(they, were, anything)
(state court, has, factual findings by clear evidence)
(Brumfield, rebut, state court 's factual findings)
(they, were, anything other than reasonable)
(he, has failed, show)
(they, were, anything other)
(majority, reaches, opposite result)
(majority, recasting determinations as, ones)
(majority, recasting, legal determinations)
(majority, recasting, determinations)
(majority, reaches, result)
(majority, recasting determinations as, factual ones)
(state court, erred, entirely consistent)
(state court, erred, entirely consistent with disability)
(Brumfield, has, claim)
(state court, erred, consistent)
(state court, erred, entirely consistent with intellectual disability)
(state court, erred, consistent with intellectual disability)
(state court, erred, consistent with disability)
(state court, denying, Brumfield 's claim)
(state court, with, decision)
(majority, of, dispute with decision)
(majority 's dispute, is with, state court 's decision)
(state court, of, factual findings)
(Brumfield, against, claim of intellectual disability)
(Brumfield, of, crime)
(evidence, is in, record state court may have cut against Brumfield 's claim of intellectual disability)
(state court, with, conclusion)
(conclusion, is, characterized)
(conclusion, is, however properly characterized)
(conclusion, is, properly characterized)
(question, is, different)
(conclusion, is, however characterized)
(prisoner, is with, competency hearing)
(it, is hard, based on determinations)
(state court, with, decision)
(it, is hard, truly based)
(majority 's disagreement, were truly based on, determinations)
(it, is hard, truly based on factual determinations)
(it, is hard, based on factual determinations)
(it, is hard, truly based on determinations)
(majority 's disagreement, were truly based on, factual determinations)
(majority 's disagreement, were, truly based)
(majority 's disagreement, were based on, determinations)
(majority 's disagreement, were, based)
(majority 's disagreement, were based on, factual determinations)
(majority, has, disagreement with decision)
(it, is hard, based)
(majority 's disagreement, is with, state court 's decision)
(it, is, hard)
(majority, has, so-called factual analysis)
(majority 's so-called analysis, fails on, its own terms)
(majority 's factual analysis, fails on, its own terms)
(majority 's analysis, fails on, Even its terms)
(majority 's so-called factual analysis, fails on, Even its terms)
(majority 's so-called analysis, fails on, its terms)
(majority 's factual analysis, fails on, Even its terms)
(majority 's so-called analysis, fails on, Even its own terms)
(majority 's factual analysis, fails on, Even its own terms)
(majority 's analysis, fails on, its own terms)
(majority 's factual analysis, fails on, its terms)
(majority 's so-called analysis, fails on, Even its terms)
(majority 's so-called factual analysis, fails on, its own terms)
(majority 's analysis, fails on, Even its own terms)
(majority 's so-called factual analysis, fails on, Even its own terms)
(majority 's analysis, fails on, its terms)
(majority 's so-called factual analysis, fails on, its terms)
(Brumfield, qualified for, hearing under state law)
(Brumfield, qualified for, hearing on mental retardation)
(record, supported, finding)
(Brumfield, qualified for, hearing on retardation)
(Brumfield, qualified for, hearing on mental retardation under state law)
(Brumfield, qualified for, hearing)
(Brumfield, qualified for, hearing on retardation under state law)
(majority, gets, make)
(majority, gets, state law wrong)
(majority, make, matters worse)
(competency hearing, is, when necessary)
(competency hearing, is, necessary)
(reasonable ground, doubt, defendant 's mental capacity proceed)
(Louisiana Supreme Court 's decision, is in, Williams)
(pretrial competency hearing, is, when necessary)
(reasonable ground, doubt, defendant 's capacity proceed)
(Louisiana Supreme Court 's decision, instructed, state courts)
(ground, doubt, defendant 's mental capacity proceed)
(state courts, use, statutory standard)
(pretrial competency hearing, is, necessary)
(state courts, use standard, determining)
(Louisiana Supreme Court, has, decision in Williams)
(state courts, use, standard)
(defendant, has, mental capacity proceed)
(ground, doubt, defendant 's capacity proceed)
(n. 33, quoting, La.)
(reasonable doubt, is in, guilt phase of trial)
(objective evidence, put, his mental retardation)
(evidence, put, his mental retardation)
(objective evidence, put, his retardation)
(evidence, put, his retardation)
(Brumfield 's IQ test score, meet, standard)
(Brumfield 's IQ test score, meet, standard for intellectual)
(Brumfield 's IQ test score, meet, standard for significantly subaverage intellectual functioning)
(Brumfield 's IQ test score, meet, standard for intellectual functioning under Louisiana law)
(Brumfield 's IQ test score, meet, standard for subaverage intellectual)
(Brumfield 's IQ test score, meet, standard for significantly subaverage intellectual functioning under Louisiana law)
(Brumfield, has, IQ test score)
(Brumfield 's IQ test score, meet, standard for subaverage intellectual functioning)
(Brumfield 's IQ test score, meet, standard for subaverage intellectual functioning under Louisiana law)
(Brumfield 's IQ test score, meet, standard for significantly subaverage intellectual)
(Brumfield 's IQ test score, meet, standard for intellectual functioning)
(Louisiana statutes, defined, significantly subaverage intellectual)
(Louisiana statutes, defined, intellectual)
(Louisiana statutes, defined, Williams explained)
(Louisiana statutes, defined, general intellectual)
(Louisiana statutes, defined, significantly subaverage general intellectual)
(Louisiana statutes, defined, subaverage intellectual)
(Louisiana statutes, defined, subaverage general intellectual)
(requisite IQ, range from, 66 to 74)
(IQ, range from, 66 to 74)
(majority, avoid, language)
(Williams, defining, subaverage intelligence)
(26.10 majority, avoid, language)
(Williams, defining, intelligence)
(state court, has, decision)
(Brumfield 's IQ scores, exceeded cutoff, intellectual functioning)
(Brumfield 's IQ scores, exceeded cutoff, subaverage intellectual functioning)
(Brumfield 's IQ scores, exceeded cutoff, significantly subaverage intellectual functioning)
(Brumfield 's IQ scores, exceeded cutoff, significantly subaverage general intellectual functioning under decision)
(general intellectual, functioning under, decision)
(subaverage general intellectual, functioning under, decision)
(Brumfield 's IQ scores, exceeded cutoff, significantly subaverage general intellectual functioning)
(intellectual, functioning under, decision)
(Brumfield 's IQ scores, exceeded cutoff, subaverage general intellectual functioning under decision)
(Brumfield 's IQ scores, exceeded cutoff, subaverage general intellectual functioning)
(Brumfield 's IQ scores, exceeded, cutoff)
(Brumfield, has, IQ scores)
(Brumfield 's IQ scores, exceeded cutoff, general intellectual functioning under decision)
(Brumfield 's IQ scores, exceeded cutoff, significantly subaverage intellectual functioning under decision)
(Brumfield 's IQ scores, exceeded cutoff, general intellectual functioning)
(subaverage intellectual, functioning under, decision)
(Brumfield 's IQ scores, exceeded cutoff, intellectual functioning under decision)
(Brumfield 's IQ scores, exceeded cutoff, subaverage intellectual functioning under decision)
(Brumfield 's evidence, meet, standards)
(Brumfield 's evidence, meet, requisite standards)
(alleged deficits, is in, adaptive skills)
(Brumfield, has, evidence of alleged deficits in adaptive skills)
(Brumfield 's evidence, meet, standards under Louisiana law)
(Brumfield 's evidence, meet, requisite standards under Louisiana law)
(Williams, deficits in, skills)
(Williams, defined, mobility)
(Williams, defined, self-direction)
(Williams, defined, capacity for living)
(Williams, defined, capacity)
(Williams, use of, language)
(Williams, deficits in, adaptive skills)
(Williams, defined, learning)
(Williams, defined, use of language)
(Williams, defined, understanding)
(Williams, defined, use)
(deficits, is in, adaptive skills)
(substantial functional limitations, is in, three of following areas of major life activity)
(his poor reading skills, is in, school)
(Dr. Bolter, has, report)
(Brumfield, has, behavioral problems)
(Brumfield 's behavioral problems, were, attributable)
(Brumfield 's problems, were, attributable)
(Brumfield, let, three required by state law)
(Brumfield, evidence of, substantial functional limitations in any of categories)
(Brumfield, let alone, three required by state law)
(majority, places weight in, special education classes)
(majority, places weight in, ante)
(majority, places, weight)
(majority, places, special weight)
(Brumfield, let, three required)
(Brumfield, on, placement)
(Brumfield, let alone, three required)
(majority, places weight in, education classes)
(subaverage intellectual functioning, is in, adaptive behavior)
(state court, of, actual factual determinations)
(It, recasts, it)
(ample evidence, is in, record)
(It, takes, state-law claim)
(It, takes, claim)
(It, takes, meritless claim)
(majority, has, analysis)
(It, takes, meritless state-law claim)
(majority, engages, Brumfield argued only)
(majority, engages in, maneuvering)
(majority, engages in, such maneuvering)
(majority, engages, Brumfield argued)
(Brumfield, avoid, AEDPA 's additional restrictions for alleged legal errors)
(Brumfield, avoid, AEDPA 's additional restrictions on relief for errors)
(Brumfield, avoid, AEDPA 's restrictions on relief for alleged errors)
(Brumfield, avoid, AEDPA 's restrictions on relief for legal errors)
(Brumfield, avoid, AEDPA 's additional restrictions on relief for legal errors)
(Brumfield, avoid, AEDPA 's additional restrictions on relief for alleged errors)
(AEDPA, has, additional restrictions on relief for alleged legal errors)
(Brumfield, presented, his claim)
(Brumfield, avoid, AEDPA 's restrictions for errors)
(Brumfield, avoid, AEDPA 's restrictions for alleged errors)
(Brumfield, avoid, AEDPA 's restrictions on relief)
(Brumfield, avoid, AEDPA 's restrictions for legal errors)
(Brumfield, avoid, AEDPA 's restrictions on relief for alleged legal errors)
(Brumfield, avoid, AEDPA 's restrictions on relief for errors)
(Brumfield, avoid, AEDPA 's restrictions)
(Brumfield, avoid, AEDPA 's additional restrictions for legal errors)
(Brumfield, avoid, AEDPA 's additional restrictions for errors)
(Brumfield, avoid, AEDPA 's additional restrictions on relief for alleged legal errors)
(Brumfield, avoid, AEDPA 's additional restrictions)
(Brumfield, avoid, AEDPA 's additional restrictions for alleged errors)
(Brumfield, avoid, AEDPA 's additional restrictions on relief)
(Brumfield, avoid, AEDPA 's restrictions for alleged legal errors)
(Brumfield 's arguments, presented as, ones)
(Brumfield 's arguments, presented properly as, ones)
(Brumfield 's arguments, even presented as, legal ones)
(Brumfield 's arguments, even presented properly as, legal ones)
(Brumfield 's arguments, even presented as, ones)
(Brumfield 's arguments, even presented properly as, ones)
(Brumfield 's arguments, presented as, legal ones)
(Brumfield 's arguments, presented properly as, legal ones)
(Brumfield, has, arguments)
(Court, of, decisions)
(state court, has, decision)
(Mitchell, S. per, curiam)
(state court, has, decision)
(decision, is, unreasonable)
(Court, Instead must evaluate, application)
(Court, must evaluate, application of our holdings)
(Court, Instead must evaluate, application of our holdings in context of rule 's specificity)
(Court, must evaluate, application of our holdings in context)
(application, is in, context of rule 's specificity)
(Court, must evaluate, application of our holdings in context of rule 's specificity)
(Court, Instead must evaluate, application in context of rule 's specificity)
(Court, must evaluate, application)
(Court, Instead must evaluate, application in context)
(Court, Instead must evaluate, application of our holdings in context)
(Court, must evaluate, application in context)
(rule, of, specificity)
(Court, Instead must evaluate, application of our holdings)
(Court, must evaluate, application in context of rule 's specificity)
(state courts, enjoy, broad discretion)
(prisoner, of, claims)
(state courts, enjoy, discretion)
(state courts, enjoy discretion in, their adjudication)
