(April 19 2016, Decided at_time, June 13 2016)
(Bryant, was arrested In, 2011)
(Bryant, was, arrested)
(Bryant, was, arrested yet again)
(Bryant, was arrested again In, 2011)
(her, pulling, her hair)
(Bryant, dragging, her)
(Bryant, attacked, his then girlfriend)
(Bryant, attacked, his girlfriend)
(interview, is with, law enforcement officers)
(he, assaulted, woman)
(he, physically assaulted, woman)
(Bryant, admitted During, interview with law enforcement officers)
(Bryant, admitted During, interview)
(she, almost lost, consciousness)
(he, choking, her)
(he, waking, her)
(she, lost, consciousness)
(he, assaulted victim on, three separate occasions)
(he, assaulted, victim)
(he, assaulted victim on, three occasions)
(jury, indicted Bryant by, offender in violation of § 117)
(grand jury, indicted Bryant on, two counts of domestic assault)
(jury, indicted, Bryant)
(federal jury, indicted Bryant by, habitual offender in violation of § 117)
(jury, indicted Bryant on, two counts of domestic assault)
(federal grand jury, is in, Montana)
(federal grand jury, indicted Bryant by, offender in violation)
(federal jury, indicted Bryant by, offender in violation)
(federal jury, indicted Bryant by, offender)
(grand jury, indicted Bryant by, offender in violation)
(grand jury, indicted Bryant on, two counts)
(jury, indicted Bryant on, two counts of assault)
(jury, indicted Bryant by, habitual offender in violation)
(federal grand jury, indicted Bryant by, habitual offender in violation)
(jury, indicted Bryant by, offender)
(federal jury, indicted Bryant Based on, 2011 assaults)
(federal grand jury, indicted Bryant on, two counts of domestic assault)
(federal grand jury, indicted Bryant by, habitual offender in violation of § 117)
(grand jury, indicted, Bryant)
(grand jury, indicted Bryant by, habitual offender in violation of § 117)
(grand jury, indicted Bryant by, habitual offender in violation)
(federal jury, indicted Bryant by, offender in violation of § 117)
(federal grand jury, indicted Bryant Based on, 2011 assaults)
(federal grand jury, indicted Bryant on, two counts)
(jury, indicted Bryant Based on, 2011 assaults)
(jury, indicted Bryant on, two counts)
(grand jury, indicted Bryant by, offender)
(federal jury, indicted Bryant on, two counts of assault)
(federal jury, indicted Bryant on, two counts)
(grand jury, indicted Bryant by, offender in violation of § 117)
(federal jury, indicted Bryant by, habitual offender in violation)
(jury, indicted Bryant by, habitual offender in violation of § 117)
(federal jury, indicted Bryant by, habitual offender)
(federal grand jury, indicted Bryant by, offender in violation of § 117)
(federal jury, indicted, Bryant)
(grand jury, indicted Bryant Based on, 2011 assaults)
(federal grand jury, indicted Bryant by, habitual offender)
(federal grand jury, indicted, Bryant)
(jury, indicted Bryant by, habitual offender)
(grand jury, indicted Bryant on, two counts of assault)
(federal grand jury, indicted Bryant by, offender)
(federal jury, indicted Bryant on, two counts of domestic assault)
(habitual offender, is in, violation of § 117)
(federal grand jury, indicted Bryant on, two counts of assault)
(grand jury, indicted Bryant by, habitual offender)
(jury, indicted Bryant by, offender in violation)
(Bryant, was, represented in court by appointed counsel)
(Bryant, was represented in, court)
(Bryant, was represented by, appointed counsel)
(Bryant, was, represented in federal court by appointed counsel)
(Bryant, was represented by, counsel)
(Bryant, was, represented in court by counsel)
(Bryant, was, represented in federal court by counsel)
(Bryant, was represented in, federal court)
(Bryant, was, represented)
(Bryant, dismiss, indictment)
(District Court, denied, App)
(District Court, denied, motion)
(Bryant, entered, plea)
(32a, entered, conditional plea)
(Bryant, entered, conditional guilty plea)
(32a, entered, conditional guilty plea)
(32a, entered, plea)
(32a, reserving, right appeal)
(32a, entered, guilty plea)
(Bryant, entered, conditional plea)
(Bryant, entered, guilty plea)
(Court, reversed, conviction)
(Court, directed, dismissal of indictment)
(Court, directed, dismissal)
(Bryant, has, tribal-court convictions)
(Bryant, sentences of, imprisonment)
(Bryant, had received, sentences)
(he, lacked, aid of counsel)
(Bryant, had received, sentences of imprisonment)
(he, lacked, aid of appointed counsel)
(he, lacked, aid)
(he, aid of, counsel)
(convictions, been obtained in, state court)
(convictions, been, obtained)
(he, aid of, appointed counsel)
(tribal court, guarantees, right to counsel)
(F. 2d 1389 ,7 Court, Adhering to, its prior decision in United States)
(F. 2d 1389 ,7 Court, Adhering to, its prior decision)
(court, only guarantees, right to counsel)
(tribal court, only guarantees, right to counsel)
(its prior decision, is in, United States)
(F. 2d 1389 ,7 Court, Adhering to, its decision in United States)
(882 F. 2d 1389 ,7 Court, Adhering to, its decision in United States)
(court, guarantees, right to counsel)
(court convictions, be used in, prosecutions)
(court convictions, be used in, subsequent prosecutions)
(tribal court, guarantees, right)
(882 F. 2d 1389 ,7 Court, Adhering to, its decision)
(court, only guarantees, right)
(F. 2d 1389 ,7 Court, Adhering to, its decision)
(court, guarantees, right)
(tribal court, only guarantees, right)
(882 F. 2d 1389 ,7 Court, Adhering to, its prior decision in United States)
(court convictions, be, used)
(882 F. 2d 1389 ,7 Court, Adhering to, its prior decision)
(Government, has, argument)
(our decision, is in, Nichols)
(conviction, did comport with, Sixth Amendment)
(prior conviction, did comport with, Sixth Amendment)
(conviction, did, comport)
(prior conviction, did, comport)
(our decision, required, result)
(our decision, required, opposite result)
(Ninth Circuit, Rejecting, Government 's argument)
(Ant, controlled, outcome of case)
(Ant, controlled, outcome)
(Ant, outcome of, case)
(Judge Watford, urging, reexamination of Ant)
(Judge Watford, concurred, agreeing)
(Judge Watford, urging, reexamination)
(Judge Watford, urging reexamination in, light of Nichols)
(Judge Watford, urging reexamination in, light)
(convictions, be, used)
(uncounseled convictions, are, unreliable)
(Court, has, decision in Nichols)
(Court, 's decision is, Judge Watford)
(convictions, are, unreliable)
(uncounseled convictions, are unreliable as, matter)
(Court 's decision, is in, Nichols)
(convictions, are unreliable as, matter)
(convictions, are too unreliable as, matter)
(uncounseled convictions, are too unreliable as, matter)
(convictions, are, too unreliable)
(uncounseled convictions, are too unreliable as, categorical matter)
(uncounseled convictions, are, too unreliable)
(convictions, are unreliable as, categorical matter)
(uncounseled convictions, are unreliable as, categorical matter)
(convictions, are too unreliable as, categorical matter)
(uncounseled convictions, be, used)
(Court, rehear, case en banc over vigorous dissents by Judges Owens)
(Court, rehear, case en banc over dissents)
(Court, rehear, case)
(Court, rehear, case en banc over vigorous dissents)
(Court, rehear, case en banc)
(Court, rehear, case en banc by Judges Owens)
(Court, rehear, case en banc over dissents by Judges Owens)
(United States, see, CA10 2011)
(United States, see, Shavanaux)
(United States, see, 647 F. 3d 993)
(United States, see, United States)
(we, granted, 577 U. S. ___)
(we, resolve, disagreement)
(we, granted, certiorari)
(we, granted, reverse)
(we, granted, 2016)
(we, granted, now reverse)
(Bryant, has, tribal-court convictions)
(prior convictions, complied with, ICRA)
(convictions, complied with, ICRA)
(he, was sentenced without, representation by counsel)
(he, was, sentenced)
(he, was sentenced without, representation by court-appointed counsel)
(he, was, sentenced to incarceration without representation by counsel)
(he, was sentenced to, incarceration)
(he, was sentenced without, representation)
(his convictions, occurred in, state court)
(he, was, sentenced to incarceration without representation)
(he, was, sentenced to incarceration without representation by court-appointed counsel)
(they, had, had entered by federal court)
(us, treat, tribal-court convictions)
(us, treat tribal-court convictions for, § 117)
(Bryant, Essentially urges, us)
(they, had, had entered)
(they, had, had entered by court)
(Bryant, urges, us)
(we, decline, do)
(we, decline, do so)
(defendant, higher sentence under, recidivism statute)
(defendant, is given, sentence under recidivism statute)
(defendant, is given, higher sentence under recidivism statute)
(defendant, is given, higher sentence)
(defendant, is given, sentence)
(Rodriquez, is for, offense)
(Rodriquez, is for, offense of conviction)
(defendant, sentence under, recidivism statute)
(None, is for, convictions)
(None, is for, prior convictions)
(defendant, has, status as recidivist)
(Nichols ' reasoning, steers here, result)
(Nichols ' reasoning, steers, result)
(Bryant, has, 46-month sentence violating)
(he, was adjudicated, guilty)
(his Sixth Amendment right, was honored in, federal court)
(he, was, adjudicated)
(he, was, imprisoned)
(his Sixth Amendment right, was, honored)
(he, was, when adjudicated)
(his Sixth Amendment right, was honored in, court)
(It, would, would odd)
(defendant, has, right to appointed counsel)
(Nichols, reliance on, his uncounseled convictions)
(Nichols, reliance on, his convictions)
(reliance, satisfy, § 117)
(comport, is with, Sixth Amendment)
(Nichols, has, uncounseled convictions)
(we, creating, good)
(we, creating, good for sentence enhancement in prosecution)
(we, creating, good for sentence enhancement)
(we, creating, good for sentence enhancement in later prosecution)
(we, creating, good for punishment for sentence enhancement in later prosecution)
(we, creating, hybrid category of tribal-court convictions)
(we, creating, hybrid category)
(we, creating, good in prosecution)
(we, creating, good for punishment in later prosecution)
(we, keeping with, Nichols)
(we, creating, good for punishment)
(we, creating, good for punishment for sentence enhancement in prosecution)
(we, resist, keeping with Nichols)
(we, creating, good for punishment in prosecution)
(we, creating, good in later prosecution)
(we, resist, keeping)
(we, creating, good for punishment for sentence enhancement)
(use, is in, his § 117)
(Bryant, of, uncounseled tribal-court convictions)
(Our decision, is in, Burgett)
(defendant, convicted in, court)
(defendant, convicted in, tribal court)
(998, at Shavanaux is, 647 F. 3d)
(reliability concerns, underlie, our right-to-counsel decisions)
(use, is in, subsequent proceeding)
(diminishes, force of, his argument)
(Bryant, has, recognition)
(diminishes, force of, his reliability-based argument)
(tribal-court conviction, qualify as, § 117)
(conviction, qualify as, § 117)
(year, is in, prison)
(Bryant, also invokes, Due Process Clause of Fifth Amendment)
(Bryant, also invokes, Clause)
(Bryant, invokes, Process Clause of Fifth Amendment)
(Bryant, invokes, Clause)
(Bryant, invokes Clause in, support)
(Bryant, invokes, Due Clause)
(Bryant, also invokes, Due Clause of Fifth Amendment)
(Bryant, invokes, Due Process Clause of Fifth Amendment)
(Bryant, also invokes, Due Process Clause)
(Bryant, invokes, Due Clause of Fifth Amendment)
(Bryant, invokes, Process Clause)
(Bryant, also invokes Clause in, support)
(Bryant, invokes, Clause of Fifth Amendment)
(Bryant, also invokes, Process Clause of Fifth Amendment)
(Bryant, invokes, Due Process Clause)
(Bryant, also invokes, Due Clause)
(Bryant, also invokes, Process Clause)
(Bryant, also invokes, Clause of Fifth Amendment)
(those, contained in, Bill)
(ICRA, requires, 8)
(ICRA, requires, tribes)
(those, contained in, Bill Rights)
(habeas, review in, court)
(habeas, review available in, court)
(habeas, review available in, federal court)
(habeas, review in, federal court)
(prisoner, may challenge fairness, means)
(prisoner, may challenge fairness in, tribal court)
(prisoner, may challenge, fairness of proceedings)
(prisoner, may challenge, fairness)
(prisoner, may challenge fairness in, court)
(prisoner, may challenge, fundamental fairness)
(prisoner, may challenge, fundamental fairness of proceedings)
(we, sufficiently ensure, reliability of tribal-court convictions)
(we, agree, ensure)
(we, sufficiently ensure, reliability)
(we, ensure, reliability of tribal-court convictions)
(compliance, is with, ICRA)
(we, ensure, reliability)
(Proceedings, is in, compliance with ICRA)
(we, agree, sufficiently ensure)
(use, is in, federal prosecution)
(use, is in, § 117 prosecution)
(Bryant, has, tribal-court convictions)
(We, remand case for, further proceedings)
(We, reverse, judgment for Ninth Circuit)
(We, remand case for, proceedings)
(We, reverse, judgment of Court of Appeals)
(We, remand case for, proceedings consistent with opinion)
(We, remand case for, further proceedings consistent with opinion)
(We, accordingly reverse, judgment)
(We, accordingly reverse, judgment for Ninth Circuit)
(We, remand case for, further proceedings consistent)
(We, reverse, judgment)
(We, remand, case)
(We, reverse, judgment of Court)
(We, accordingly reverse, judgment of Court of Appeals)
(We, accordingly reverse, judgment of Court for Ninth Circuit)
(We, accordingly reverse, judgment of Court of Appeals for Ninth Circuit)
(We, accordingly reverse, judgment of Court)
(We, reverse, judgment of Court of Appeals for Ninth Circuit)
(We, reverse, judgment of Court for Ninth Circuit)
(We, remand case for, proceedings consistent)
(It, is, ordered)
(It, is, so ordered)
(UNITED STATES, PETITIONER v., MICHAEL BRYANT)
(Michael Bryant, has, uncounseled tribal-court convictions)
(Fifth Amendment 's Due Process Clause, prohibits, Government)
(Fifth Amendment, has, Due Process Clause)
(Fifth Amendment 's Process Clause, prohibits, Government)
(person, has, final conviction on at least 2 separate prior occasions)
(person, has, final conviction)
(person, has, final conviction on at least 2 occasions)
(person, has conviction in, Indian tribal court proceedings for domestic assault)
(person, has conviction in, tribal court proceedings for domestic assault)
(person, has conviction in, tribal court proceedings)
(person, has, final conviction on at least 2 separate occasions)
(person, has conviction in, court proceedings for assault)
(person, has, conviction on at least 2 separate prior occasions)
(person, has conviction in, Indian court proceedings for assault)
(person, has, final conviction on at least 2 prior occasions)
(person, has, conviction on at least 2 separate occasions)
(person, has conviction in, Indian tribal court proceedings for assault)
(person, final conviction on, at least 2 occasions)
(person, has conviction in, Indian court proceedings for domestic assault)
(person, conviction on, at least 2 prior occasions)
(person, final conviction on, at least 2 separate occasions)
(person, conviction on, at least 2 separate occasions)
(person, has conviction in, court proceedings for domestic assault)
(person, has, conviction on at least 2 prior occasions)
(person, has, conviction on at least 2 occasions)
(person, conviction on, at least 2 separate prior occasions)
(person, conviction on, at least 2 occasions)
(person, has, conviction)
(person, has conviction in, Indian court proceedings)
(person, has conviction in, tribal court proceedings for assault)
(person, has conviction in, court proceedings)
(person, has conviction in, Indian tribal court proceedings)
(person, final conviction on, at least 2 prior occasions)
(person, final conviction on, at least 2 separate prior occasions)
(our precedents, dictate, holding)
(Court, has, opinion)
(I, join, Court 's opinion)
(case, arose at, all)
(our Sixth Amendment, gone, how far afield)
(our Sixth Amendment, gone, afield)
(Indian-law precedents, gone, afield)
(our Sixth Amendment, gone, far afield)
(Indian-law precedents, gone, how far afield)
(Indian-law precedents, gone, far afield)
(Government convictions, obtained in, violation right)
(Government, convictions at, 8-9)
(basic assumptions, underlie, case)
(Government convictions, obtained in, violation)
(convictions, obtained in, violation right counsel)
(tribes ' retained sovereignty, entitles, them)
(7-8, at Constitution is, ante)
(convictions, obtained in, violation right)
(Sixth Amendment convictions, obtained in, violation)
(them, prosecute, tribal members)
(Sixth Amendment convictions, obtained in, violation right counsel)
(Sixth Amendment, convictions at, 8-9)
(Government convictions, obtained in, violation right counsel)
(tribes ' sovereignty, entitles, them)
(Three basic assumptions, underlie, case)
(them, prosecute, members)
(Sixth Amendment convictions, obtained in, violation right)
(convictions, obtained in, violation)
(our precedents, have endorsed assumptions for, decades)
(our precedents, have endorsed, assumptions)
(I, see, none)
(Sixth Amendment, prohibits, government)
(new offense, is in, new proceeding)
(Sixth Amendment, generally prohibits government, using)
(Sixth Amendment, prohibits government, using)
(Start, is with, notion)
(Sixth Amendment, generally prohibits, government)
(accused, enjoy, ssistance of ounsel)
(accused, ssistance of, ounsel)
(accused, enjoy ssistance in, proceeding)
(accused, enjoy, ssistance)
(prior convictions, obtained in, violation)
(right, is in, subsequent proceedings)
(convictions, obtained in, violation)
(Court, was, likely wrong)
(Court, was, wrong)
(I, reconsidering Burgett in, future case)
(I, reconsidering, Burgett)
(I, would, would open)
(case, tension within, our Indian-law jurisprudence)
(case, exemplify, central tension within our Indian-law jurisprudence)
(case, exemplify, tension within our Indian-law jurisprudence)
(case, exemplify, central tension)
(case, central tension within, our Indian-law jurisprudence)
(case, exemplify, tension)
(validity, rests upon, view of sovereignty)
(validity, rests upon, view)
(Bryant, of, ensuing federal conviction)
(validity, rests On, other hand)
(validity, rests upon, contrary view of tribal sovereignty)
(validity, rests On, hand)
(validity, rests upon, contrary view of sovereignty)
(validity, rests upon, view of tribal sovereignty)
(validity, rests upon, contrary view)
(authority, enact, criminal law)
(authority, enact, general criminal law)
(authority, enact, law)
(authority, enact, general federal criminal law)
(authority, enact, general federal law)
(authority, enact, general law)
(authority, enact, federal law)
(authority, enact, federal criminal law)
(prolific domestic abusers, receive, sufficient punishment)
(abusers, receive, sufficient punishment)
(domestic abusers, receive, punishment)
(domestic abusers, receive, sufficient punishment)
(prolific abusers, receive, sufficient punishment)
(abusers, receive, punishment)
(prolific abusers, receive, punishment)
(prolific domestic abusers, receive, punishment)
(Congress, could make, Bryant 's assaults crime subject)
(Congress, could make, Bryant 's assaults crime subject to federal prosecution)
(Congress, could make, Bryant 's assaults federal crime subject to federal prosecution)
(our precedents, only have endowed Congress with, all-encompassing power over aspects of tribal sovereignty)
(Congress, could make, Bryant 's assaults federal crime subject to prosecution)
(Congress, could make, Bryant 's domestic assaults federal crime subject)
(our precedents, only have endowed Congress with, power over aspects of tribal sovereignty)
(Congress, could make, Bryant 's domestic assaults federal crime subject to federal prosecution)
(Congress, could make, Bryant 's assaults crime subject to prosecution)
(Congress, could make, Bryant 's domestic assaults federal crime subject to prosecution)
(our precedents, have endowed Congress with, power over aspects of tribal sovereignty)
(Congress, could make, Bryant 's assaults federal crime subject)
(Congress, could make, Bryant 's domestic assaults crime subject to federal prosecution)
(our precedents, have endowed, Congress)
(our precedents, have endowed Congress with, all-encompassing power over aspects of tribal sovereignty)
(Congress, could make, Bryant 's domestic assaults crime subject)
(Congress, could make, Bryant 's domestic assaults crime subject to prosecution)
(Bryant, has, domestic assaults)
(our precedents, only have endowed, Congress)
(319, at Wheeler is, supra)
(tribes, prosecute, domestic abuse perpetrated on Indian land by virtue)
(members, prosecutions of are, purportedly apex)
(tribes, prosecute, abuse perpetrated against other Indians on land by virtue of its plenary power)
(members, prosecutions of are, even apex)
(tribes, prosecute, abuse perpetrated against Indians on land by virtue of its power)
(tribes, prosecute, abuse perpetrated by Indians on land by virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians on Indian land by virtue of its plenary power)
(domestic abuse, perpetrated by, virtue)
(Congress, can second-guess, even apex)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians on land by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated by Indians against Indians on Indian land)
(domestic abuse, perpetrated against, Indians)
(abuse, perpetrated against, Indians)
(tribes, prosecute, domestic abuse)
(tribes, prosecute, domestic abuse perpetrated by Indians on land by virtue of its plenary power)
(domestic abuse, perpetrated against, other Indians)
(tribes, prosecute, domestic abuse perpetrated against other Indians on land by virtue of its plenary power)
(tribal prosecutions, even are purportedly apex of, tribal sovereignty)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians on land by virtue of its power)
(domestic abuse, perpetrated on, land)
(tribes, prosecute, abuse perpetrated by Indians against other Indians on Indian land)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians on Indian land by virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated against Indians on land by virtue of its plenary power)
(Congress, Thus can second-guess, apex of tribal sovereignty)
(tribes, prosecute, abuse perpetrated against other Indians)
(tribes, prosecute, domestic abuse perpetrated on Indian land)
(tribes, prosecute, abuse perpetrated by virtue of its plenary power)
(tribes, prosecute, abuse)
(tribal prosecutions, are apex of, sovereignty)
(tribal prosecutions, are, purportedly apex)
(Congress, can second-guess, even purportedly apex of tribal sovereignty)
(Congress, can second-guess, even purportedly apex of sovereignty)
(tribes, prosecute, domestic abuse perpetrated against Indians on Indian land by virtue of its power)
(tribes, prosecute, abuse perpetrated against Indians on Indian land by virtue of its power)
(abuse, perpetrated on, land)
(tribes, prosecute, abuse perpetrated by virtue)
(tribes, prosecute, abuse perpetrated by Indians by virtue of its power)
(tribes, prosecute, abuse perpetrated against Indians on land)
(tribes, prosecute, abuse perpetrated by virtue of its power)
(tribes, prosecute, abuse perpetrated on land by virtue of its power)
(tribes, prosecute, abuse perpetrated by Indians against other Indians on Indian land by virtue)
(tribal members, tribal prosecutions of are, purportedly apex)
(prosecutions, are, even apex)
(tribes, prosecute, abuse perpetrated by Indians against other Indians on land)
(tribes, prosecute, domestic abuse perpetrated against Indians)
(tribes, prosecute, domestic abuse perpetrated by Indians)
(tribes, prosecute, domestic abuse perpetrated against other Indians on Indian land by virtue)
(tribes, prosecute, abuse perpetrated by Indians on land)
(tribes, prosecute, domestic abuse perpetrated on Indian land by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians on Indian land by virtue of its power)
(tribes, prosecute, abuse perpetrated by Indians on Indian land by virtue)
(tribes, prosecute, abuse perpetrated by Indians on Indian land by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated against other Indians by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated against Indians on land by virtue)
(tribes, prosecute, domestic abuse perpetrated against Indians on land)
(tribes, prosecute, domestic abuse perpetrated by Indians on land by virtue)
(tribes, prosecute, abuse perpetrated against other Indians by virtue of its plenary power)
(domestic abuse, perpetrated by, Indians)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians by virtue)
(tribes, prosecute, domestic abuse perpetrated by virtue)
(tribes, prosecute, abuse perpetrated by Indians against other Indians by virtue of its power)
(tribal members, tribal prosecutions of are, even purportedly apex)
(tribes, prosecute, abuse perpetrated by Indians against Indians by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians on Indian land by virtue of its power)
(tribes, prosecute, abuse perpetrated against other Indians by virtue)
(tribes, prosecute, abuse perpetrated by Indians against Indians on Indian land by virtue of its power)
(tribal prosecutions, are purportedly apex of, tribal sovereignty)
(tribes, prosecute, abuse perpetrated against Indians by virtue of its power)
(Congress, Thus can second-guess, purportedly apex of sovereignty)
(tribal members, prosecutions of are, purportedly apex)
(tribes, prosecute, domestic abuse perpetrated by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians on Indian land)
(tribes, prosecute, abuse perpetrated by Indians against other Indians on Indian land by virtue of its power)
(prosecutions, are apex of, tribal sovereignty)
(abuse, perpetrated by, virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians on Indian land by virtue)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated by Indians on Indian land)
(tribes, prosecute, abuse perpetrated by Indians against Indians on land by virtue)
(tribes, prosecute, domestic abuse perpetrated against Indians on land by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians on Indian land by virtue)
(tribal prosecutions, are, even apex)
(Congress, can second-guess, purportedly apex of sovereignty)
(tribes, prosecute, domestic abuse perpetrated against other Indians by virtue of its power)
(Congress, Thus can second-guess, even purportedly apex of sovereignty)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians on land by virtue)
(Congress, can second-guess, apex)
(prosecutions, are, purportedly apex)
(tribes, prosecute, domestic abuse perpetrated by virtue of its plenary power)
(tribal prosecutions, even are purportedly apex of, sovereignty)
(tribes, prosecute, abuse perpetrated by Indians against other Indians on land by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated against other Indians on land by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians on land)
(Congress, can second-guess, even apex of tribal sovereignty)
(tribes, prosecute, abuse perpetrated against other Indians on land by virtue)
(tribes, prosecute, abuse perpetrated on Indian land by virtue of its power)
(tribes, prosecute, abuse perpetrated against other Indians on Indian land by virtue)
(tribal prosecutions, even are apex of, sovereignty)
(tribes, prosecute, abuse perpetrated by Indians against Indians on Indian land by virtue)
(Congress, Thus can second-guess, even purportedly apex of tribal sovereignty)
(abuse, perpetrated on, Indian land)
(tribes, prosecute, domestic abuse perpetrated on land by virtue)
(tribes, prosecute, abuse perpetrated on Indian land by virtue)
(prosecutions, are, apex)
(abuse, perpetrated by, Indians)
(tribes, prosecute, domestic abuse perpetrated by Indians by virtue of its plenary power)
(Congress, Thus can second-guess, even apex of tribal sovereignty)
(prosecutions, are apex of, sovereignty)
(tribes, prosecute, abuse perpetrated by Indians against other Indians by virtue)
(prosecutions, even are purportedly apex of, tribal sovereignty)
(tribes, prosecute, domestic abuse perpetrated by Indians by virtue)
(tribes, prosecute, abuse perpetrated against Indians)
(tribes, prosecute, domestic abuse perpetrated on land by virtue of its power)
(tribes, prosecute, abuse perpetrated against Indians on land by virtue)
(prosecutions, are purportedly apex of, sovereignty)
(tribes, prosecute, domestic abuse perpetrated by Indians on Indian land)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians on land by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated against other Indians on land by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated on land)
(tribes, prosecute, domestic abuse perpetrated by Indians on land by virtue of its power)
(tribes, prosecute, abuse perpetrated on land by virtue of its plenary power)
(members, tribal prosecutions of are, apex)
(tribes, prosecute, abuse perpetrated by Indians against other Indians on land by virtue of its power)
(Congress, can second-guess, even purportedly apex)
(tribes, prosecute, abuse perpetrated by Indians against Indians)
(Congress, Thus can second-guess, purportedly apex of tribal sovereignty)
(tribes, prosecute, abuse perpetrated by Indians against Indians on land by virtue of its power)
(tribal members, tribal prosecutions of are, apex)
(Congress, can second-guess, even apex of sovereignty)
(tribes, prosecute, abuse perpetrated on Indian land)
(tribes, prosecute, abuse perpetrated against Indians on Indian land)
(tribes, prosecute, abuse perpetrated by Indians against Indians by virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated)
(tribes, prosecute, domestic abuse perpetrated on Indian land by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated by Indians by virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians on land by virtue)
(Congress, Thus can second-guess, apex)
(members, prosecutions of are, apex)
(tribal members, prosecutions of are, even apex)
(tribes, prosecute, domestic abuse perpetrated against other Indians by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated on Indian land by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated by Indians on land by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated against other Indians)
(members, tribal prosecutions of are, even apex)
(tribes, prosecute, abuse perpetrated against other Indians on Indian land)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians on Indian land by virtue)
(tribes, prosecute abuse over, tribes)
(Congress, Thus can second-guess, even apex)
(tribes, prosecute, abuse perpetrated by Indians against Indians by virtue)
(Congress, can second-guess, purportedly apex)
(tribes, prosecute, abuse perpetrated by Indians against other Indians by virtue of its plenary power)
(prosecutions, are, even purportedly apex)
(domestic abuse, perpetrated by, virtue of its power)
(tribes, prosecute, abuse perpetrated by Indians against other Indians on Indian land by virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated by Indians against Indians by virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated against Indians on Indian land by virtue of its plenary power)
(domestic abuse, perpetrated on, Indian land)
(tribal prosecutions, are apex of, tribal sovereignty)
(abuse, perpetrated against, other Indians)
(tribal prosecutions, are purportedly apex of, sovereignty)
(tribes, prosecute, domestic abuse perpetrated against Indians by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated against other Indians on Indian land by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated against Indians by virtue)
(tribes, prosecute, abuse perpetrated on land by virtue)
(domestic abuse, perpetrated by, virtue of its plenary power)
(tribal members, tribal prosecutions of are, even apex)
(members, prosecutions of are, even purportedly apex)
(tribes, prosecute abuse over, Indian tribes)
(tribes, prosecute, abuse perpetrated by Indians against Indians on land by virtue of its plenary power)
(tribes, prosecute, abuse perpetrated by Indians on land by virtue)
(tribes, prosecute, abuse perpetrated by Indians)
(tribes, prosecute, domestic abuse perpetrated against Indians on Indian land by virtue)
(Congress, can second-guess, purportedly apex of tribal sovereignty)
(tribal members, prosecutions of are, apex)
(Congress, can second-guess, apex of tribal sovereignty)
(tribes, prosecute, abuse perpetrated against other Indians on Indian land by virtue of its power)
(tribes, prosecute, abuse perpetrated by Indians against Indians on Indian land by virtue of its plenary power)
(tribes, prosecute, domestic abuse perpetrated against other Indians on Indian land by virtue of its power)
(members, tribal prosecutions of are, purportedly apex)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians on Indian land by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians against other Indians on land)
(tribes, prosecute, domestic abuse perpetrated against other Indians on land by virtue)
(tribes, prosecute, domestic abuse perpetrated by Indians by virtue of its power)
(tribes, prosecute, domestic abuse perpetrated by Indians on land)
(prosecutions, even are apex of, tribal sovereignty)
(tribes, prosecute, abuse perpetrated against Indians on Indian land by virtue of its plenary power)
