from	 criminal_triples/case_11.txt	 Petitioner Jae Lee	 moved from	 South Korea 	 Petitioner Jae Lee moved to the United States from South Korea with his parents when he was 13
indigent	 criminal_triples/case_17.txt	 trial court	 Finding	 him indigent 	 Finding him indigent, the trial court appointed counsel, who requested a psychiatric evaluation of McWilliams
stand	 criminal_triples/case_17.txt	 McWilliams	 stand	 trial 	 The court granted the motion and the State convened a commission, which concluded that McWilliams was competent to stand trial and had not been suffering from mental illness at the time of the alleged offense
neurological	 criminal_triples/case_17.txt	 McWilliams ' counsel	 Later asked for	 neurological testing of McWilliams 	 Later, while the parties awaited McWilliams' judicial sentencing hearing, McWilliams' counsel asked for neurological and neuropsychological testing of McWilliams
testing	 criminal_triples/case_17.txt	 McWilliams ' counsel	 Later asked for	 neurological testing of McWilliams 	 Later, while the parties awaited McWilliams' judicial sentencing hearing, McWilliams' counsel asked for neurological and neuropsychological testing of McWilliams
awaited	 criminal_triples/case_17.txt	 parties	 awaited	 McWilliams ' sentencing hearing 	 Later, while the parties awaited McWilliams' judicial sentencing hearing, McWilliams' counsel asked for neurological and neuropsychological testing of McWilliams
examined	 criminal_triples/case_17.txt	 McWilliams	 was examined by	 Dr. Goff 	 The court agreed and McWilliams was examined by Dr. Goff
exaggerating	 criminal_triples/case_17.txt	 McWilliams	 exaggerating	 his symptoms 	 He concluded that McWilliams was likely exaggerating his symptoms, but nonetheless appeared to have some genuine neuropsychological problems
symptoms	 criminal_triples/case_17.txt	 McWilliams	 exaggerating	 his symptoms 	 He concluded that McWilliams was likely exaggerating his symptoms, but nonetheless appeared to have some genuine neuropsychological problems
updated	 criminal_triples/case_17.txt	 counsel	 also received	 updated records from commission 's evaluation 	 Just before the hearing, counsel also received updated records from the commission's evaluation and previously subpoenaed mental health records from the Alabama Department of Corrections
commission	 criminal_triples/case_17.txt	 counsel	 also received	 updated records from commission 's evaluation 	 Just before the hearing, counsel also received updated records from the commission's evaluation and previously subpoenaed mental health records from the Alabama Department of Corrections
expertise	 criminal_triples/case_17.txt	 someone	 is with	 expertise 	 At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
continuance	 criminal_triples/case_17.txt	 defense counsel	 requested continuance At	 hearing 	 At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
matters	 criminal_triples/case_17.txt	 assistance	 is in	 psychological matters review 	 At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
evaluate	 criminal_triples/case_17.txt	 defense counsel	 evaluate	 new material 	 At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
material	 criminal_triples/case_17.txt	 defense counsel	 evaluate	 new material 	 At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
requests	 criminal_triples/case_17.txt	 defense counsel	 has	 requests 	 The trial court denied defense counsel's requests
expert	 criminal_triples/case_17.txt	 trial court	 denied	 right to meaningful expert assistance guarantee by Ake 	 On appeal, McWilliams argued that the trial court denied him the right to meaningful expert assistance guarantee by Ake
recommendation	 criminal_triples/case_17.txt	 District Court	 Adopting	 recommendation 	 Adopting the Magistrate Judge's report and recommendation, the District Court denied relief
criteria	 criminal_triples/case_17.txt	 certain threshold criteria	 are	 when met 	 Ake clearly established that when certain threshold criteria are met, the state must provide a defendant with access to a mental health expert who is sufficiently available to the defense and independent from the prosecution to effectively "conduct an appropriate examination and assist in evaluation, preparation, and presentation of the defense.
met	 criminal_triples/case_17.txt	 certain threshold criteria	 are	 when met 	 Ake clearly established that when certain threshold criteria are met, the state must provide a defendant with access to a mental health expert who is sufficiently available to the defense and independent from the prosecution to effectively "conduct an appropriate examination and assist in evaluation, preparation, and presentation of the defense.
mental	 criminal_triples/case_17.txt	 defendant	 is with	 access to mental health expert 	 Ake clearly established that when certain threshold criteria are met, the state must provide a defendant with access to a mental health expert who is sufficiently available to the defense and independent from the prosecution to effectively "conduct an appropriate examination and assist in evaluation, preparation, and presentation of the defense.
health	 criminal_triples/case_17.txt	 defendant	 is with	 access to mental health expert 	 Ake clearly established that when certain threshold criteria are met, the state must provide a defendant with access to a mental health expert who is sufficiently available to the defense and independent from the prosecution to effectively "conduct an appropriate examination and assist in evaluation, preparation, and presentation of the defense.
volunteer	 criminal_triples/case_17.txt	 volunteer psychologist	 was	 available 	 Even if the episodic help of an outside volunteer could satisfy Ake, the State does not refer to any specific record facts that indicate that the volunteer psychologist was available to the defense at the judicial sentencing proceeding
episodic	 criminal_triples/case_17.txt	 Ake	 episodic help of	 volunteer 	 Even if the episodic help of an outside volunteer could satisfy Ake, the State does not refer to any specific record facts that indicate that the volunteer psychologist was available to the defense at the judicial sentencing proceeding
help	 criminal_triples/case_17.txt	 Ake	 episodic help of	 volunteer 	 Even if the episodic help of an outside volunteer could satisfy Ake, the State does not refer to any specific record facts that indicate that the volunteer psychologist was available to the defense at the judicial sentencing proceeding
outside	 criminal_triples/case_17.txt	 Ake	 help of	 outside volunteer 	 Even if the episodic help of an outside volunteer could satisfy Ake, the State does not refer to any specific record facts that indicate that the volunteer psychologist was available to the defense at the judicial sentencing proceeding
additional	 criminal_triples/case_17.txt	 he	 Rather asked for	 additional help at sentencing hearing 	 Rather, he asked for additional help at the judicial sentencing hearing, but was rebuffed
rebuffed	 criminal_triples/case_17.txt	 he	 was	 rebuffed 	 Rather, he asked for additional help at the judicial sentencing hearing, but was rebuffed
preparation	 criminal_triples/case_17.txt	 appropriate 1 examination	 assist in	 3 preparation 	 It requires that the State provide the defense with "access to a competent psychiatrist who will conduct an appropriate [1] examination and assist in [2] evaluation, [3] preparation, and [4] presentation of the defense.
type	 criminal_triples/case_17.txt	 difference	 access to	 type of assistance 	 The Eleventh Circuit should determine on remand whether the Alabama courts' error had the "substantial and injurious effect or influence" required to warrant a grant of habeas relief, Davis v. Ayala, 576 U. S. ___, ___, specifically considering whether access to the type of meaningful assistance in evaluating, preparing, and presenting the defense that Ake requires could have made a difference
evaluating	 criminal_triples/case_17.txt	 difference	 access in	 evaluating 	 The Eleventh Circuit should determine on remand whether the Alabama courts' error had the "substantial and injurious effect or influence" required to warrant a grant of habeas relief, Davis v. Ayala, 576 U. S. ___, ___, specifically considering whether access to the type of meaningful assistance in evaluating, preparing, and presenting the defense that Ake requires could have made a difference
describe	 criminal_triples/case_17.txt	 we	 describe	 turning 	 Before turning to the circumstances of McWilliams' case, we describe what the Court held in Ake
turning	 criminal_triples/case_17.txt	 we	 describe	 turning 	 Before turning to the circumstances of McWilliams' case, we describe what the Court held in Ake
italics	 criminal_triples/case_17.txt	 We	 put in	 italics language 	 We put in italics language that we find particularly pertinent here
stating	 criminal_triples/case_17.txt	 Court	 began	 stating 	 The Court began by stating that the "issue in this case is whether the Constitution requires that an indigent defendant have access to the psychiatric examination and assistance necessary to prepare an effective defense based on his mental condition, when his sanity at the time of the offense is seriously in question.
psychiatric	 criminal_triples/case_17.txt	 indigent defendant	 have	 access to psychiatric examination 	 The Court began by stating that the "issue in this case is whether the Constitution requires that an indigent defendant have access to the psychiatric examination and assistance necessary to prepare an effective defense based on his mental condition, when his sanity at the time of the offense is seriously in question.
crucial	 criminal_triples/case_17.txt	 assistance	 be	 crucial 	 The Court then wrote that "when the State has made the defendant's mental condition relevant to his criminal culpability and to the punishment he might suffer, the assistance of a psychiatrist may well be crucial to the defendant's ability to marshal his defense.
marshal	 criminal_triples/case_17.txt	 defendant	 to	 ability marshal 	 The Court then wrote that "when the State has made the defendant's mental condition relevant to his criminal culpability and to the punishment he might suffer, the assistance of a psychiatrist may well be crucial to the defendant's ability to marshal his defense.
draw	 criminal_triples/case_17.txt	 it	 draw	 plausible conclusions 	 A psychiatrist may, among other things, "gather facts," "analyze the information gathered and from it draw plausible conclusions," and "know the probative questions to ask of the opposing party's psychiatrists and how to interpret their answers.
plausible	 criminal_triples/case_17.txt	 it	 draw	 plausible conclusions 	 A psychiatrist may, among other things, "gather facts," "analyze the information gathered and from it draw plausible conclusions," and "know the probative questions to ask of the opposing party's psychiatrists and how to interpret their answers.
conclusions	 criminal_triples/case_17.txt	 it	 draw	 plausible conclusions 	 A psychiatrist may, among other things, "gather facts," "analyze the information gathered and from it draw plausible conclusions," and "know the probative questions to ask of the opposing party's psychiatrists and how to interpret their answers.
psychiatrist	 criminal_triples/case_17.txt	 psychiatrist	 gather facts among	 other things 	 A psychiatrist may, among other things, "gather facts," "analyze the information gathered and from it draw plausible conclusions," and "know the probative questions to ask of the opposing party's psychiatrists and how to interpret their answers.
gather	 criminal_triples/case_17.txt	 psychiatrist	 gather facts among	 other things 	 A psychiatrist may, among other things, "gather facts," "analyze the information gathered and from it draw plausible conclusions," and "know the probative questions to ask of the opposing party's psychiatrists and how to interpret their answers.
opposing	 criminal_triples/case_17.txt	 opposing party	 of	 psychiatrists 	 A psychiatrist may, among other things, "gather facts," "analyze the information gathered and from it draw plausible conclusions," and "know the probative questions to ask of the opposing party's psychiatrists and how to interpret their answers.
psychiatrists	 criminal_triples/case_17.txt	 opposing party	 of	 psychiatrists 	 A psychiatrist may, among other things, "gather facts," "analyze the information gathered and from it draw plausible conclusions," and "know the probative questions to ask of the opposing party's psychiatrists and how to interpret their answers.
risk	 criminal_triples/case_17.txt	 risk	 lea to	 inexorably conclusion 	 "lea[d] inexorably to the conclusion that, without the assistance of a psychiatrist to conduct a professional examination on issues relevant to the defense, to help determine whether the insanity defense is viable, to present testimony, and to assist in preparing the cross-examination of a State's psychiatric witnesses, the risk of an inaccurate resolution of sanity issues is extremely high
lea	 criminal_triples/case_17.txt	 risk	 lea to	 inexorably conclusion 	 "lea[d] inexorably to the conclusion that, without the assistance of a psychiatrist to conduct a professional examination on issues relevant to the defense, to help determine whether the insanity defense is viable, to present testimony, and to assist in preparing the cross-examination of a State's psychiatric witnesses, the risk of an inaccurate resolution of sanity issues is extremely high
inexorably	 criminal_triples/case_17.txt	 risk	 lea to	 inexorably conclusion 	 "lea[d] inexorably to the conclusion that, without the assistance of a psychiatrist to conduct a professional examination on issues relevant to the defense, to help determine whether the insanity defense is viable, to present testimony, and to assist in preparing the cross-examination of a State's psychiatric witnesses, the risk of an inaccurate resolution of sanity issues is extremely high
insanity	 criminal_triples/case_17.txt	 insanity defense	 is viable to	 testimony 	 "lea[d] inexorably to the conclusion that, without the assistance of a psychiatrist to conduct a professional examination on issues relevant to the defense, to help determine whether the insanity defense is viable, to present testimony, and to assist in preparing the cross-examination of a State's psychiatric witnesses, the risk of an inaccurate resolution of sanity issues is extremely high
viable	 criminal_triples/case_17.txt	 insanity defense	 is viable to	 testimony 	 "lea[d] inexorably to the conclusion that, without the assistance of a psychiatrist to conduct a professional examination on issues relevant to the defense, to help determine whether the insanity defense is viable, to present testimony, and to assist in preparing the cross-examination of a State's psychiatric witnesses, the risk of an inaccurate resolution of sanity issues is extremely high
fairly	 criminal_triples/case_17.txt	 defendant	 is fairly able With	 assistance 	 With such assistance, the defendant is fairly able to present at least enough information to the jury, in a meaningful manner, as to permit it to make a sensible determination.
sensible	 criminal_triples/case_17.txt	 it	 make	 sensible determination 	 With such assistance, the defendant is fairly able to present at least enough information to the jury, in a meaningful manner, as to permit it to make a sensible determination.
assure	 criminal_triples/case_17.txt	 defendant	 is assure	 d 	 Unless a defendant is "assure[d]" the assistance of someone who can effectively perform these functions, he has not received the "minimum" to which Ake entitles him
mitigating	 criminal_triples/case_17.txt	 counsel	 has	 pretrial motion for psychiatric evaluation of sanity including aspects of mental condition relevant to mitigating circumstances considered in capital case in sentencing stage 	 It also granted counsel's pretrial motion for a psychiatric evaluation of McWilliams' sanity, including aspects of his mental condition relevant to "mitigating circumstances to be considered in a capital case in the sentencing stage.
hospital	 criminal_triples/case_17.txt	 three-member Lunacy Commission	 examined McWilliams at	 state hospital 	 Subsequently a three-member Lunacy Commission examined McWilliams at a state hospital, the Taylor Hardin Secure Medical Facility
mimic	 criminal_triples/case_17.txt	 Mr. McWilliams	 mimic	 illness 	 One of them, Dr. Kamal Nagi, wrote that "Mr. McWilliams is grossly exaggerating his psychological symptoms to mimic mental illness.
endorsement	 criminal_triples/case_17.txt	 his endorsement	 was considered	 fake bad 	 Dr. Nagi noted that McWilliams' performance on one of the tests "suggested that [McWilliams] had exaggerated his endorsement of symptoms of illness and the profile was considered a 'fake bad.' 
late	 criminal_triples/case_17.txt	 McWilliams ' trial	 took place in	 late August 1986 	 McWilliams' trial took place in late August 1986
votes	 criminal_triples/case_17.txt	 recommendation	 is with	 at least 10 affirmative votes 	 The prosecution sought the death penalty, which under then-applicable Alabama law required both a jury recommendation (with at least 10 affirmative votes) and a later determination by the judge
portion	 criminal_triples/case_17.txt	 portion	 took place at_time	 next day 	 The jury-related portion of the sentencing proceeding took place the next day
described	 criminal_triples/case_17.txt	 McWilliams	 also described	 his history 	 McWilliams also described his history of psychiatric and psychological evaluations, reading from the prearrest report of one psychologist, who concluded that McWilliams had a "blatantly psychotic thought disorder" and needed inpatient treatment
disorder	 criminal_triples/case_17.txt	 McWilliams	 had	 thought disorder 	 McWilliams also described his history of psychiatric and psychological evaluations, reading from the prearrest report of one psychologist, who concluded that McWilliams had a "blatantly psychotic thought disorder" and needed inpatient treatment
evaluations	 criminal_triples/case_17.txt	 McWilliams	 described	 his history of evaluations 	 McWilliams also described his history of psychiatric and psychological evaluations, reading from the prearrest report of one psychologist, who concluded that McWilliams had a "blatantly psychotic thought disorder" and needed inpatient treatment
treatment	 criminal_triples/case_17.txt	 McWilliams	 needed	 treatment 	 McWilliams also described his history of psychiatric and psychological evaluations, reading from the prearrest report of one psychologist, who concluded that McWilliams had a "blatantly psychotic thought disorder" and needed inpatient treatment
blatantly	 criminal_triples/case_17.txt	 McWilliams	 had	 blatantly psychotic thought disorder 	 McWilliams also described his history of psychiatric and psychological evaluations, reading from the prearrest report of one psychologist, who concluded that McWilliams had a "blatantly psychotic thought disorder" and needed inpatient treatment
inpatient	 criminal_triples/case_17.txt	 McWilliams	 needed	 inpatient treatment 	 McWilliams also described his history of psychiatric and psychological evaluations, reading from the prearrest report of one psychologist, who concluded that McWilliams had a "blatantly psychotic thought disorder" and needed inpatient treatment
head	 criminal_triples/case_17.txt	 prosecutor	 asked about	 effects of his head injuries 	 When the prosecutor, cross-examining McWilliams, asked about the neurological effects of his head injuries, McWilliams replied, "I am not a psychiatrist.
injuries	 criminal_triples/case_17.txt	 prosecutor	 asked about	 effects of his head injuries 	 When the prosecutor, cross-examining McWilliams, asked about the neurological effects of his head injuries, McWilliams replied, "I am not a psychiatrist.
son	 criminal_triples/case_17.txt	 her son	 was	 crazy 	 Similarly, when the prosecutor asked McWilliams' mother whether her son was "crazy," she answered, "I am no expert: I don't know whether my son is crazy or not
crazy	 criminal_triples/case_17.txt	 her son	 was	 crazy 	 Similarly, when the prosecutor asked McWilliams' mother whether her son was "crazy," she answered, "I am no expert: I don't know whether my son is crazy or not
mother	 criminal_triples/case_17.txt	 prosecutor	 asked	 McWilliams ' mother 	 Similarly, when the prosecutor asked McWilliams' mother whether her son was "crazy," she answered, "I am no expert: I don't know whether my son is crazy or not
need	 criminal_triples/case_17.txt	 my son	 do need	 help 	 All I know, that my son do need help.
validity	 criminal_triples/case_17.txt	 test	 has	 validity scales 	 Dr. Poythress testified that one of the tests that McWilliams took was "clinically invalid" because the test's "validity scales" indicated that McWilliams had exaggerated or faked his symptoms
scales	 criminal_triples/case_17.txt	 test	 has	 validity scales 	 Dr. Poythress testified that one of the tests that McWilliams took was "clinically invalid" because the test's "validity scales" indicated that McWilliams had exaggerated or faked his symptoms
exaggerated	 criminal_triples/case_17.txt	 McWilliams	 exaggerated	 his symptoms 	 Dr. Poythress testified that one of the tests that McWilliams took was "clinically invalid" because the test's "validity scales" indicated that McWilliams had exaggerated or faked his symptoms
subpoenaed	 criminal_triples/case_17.txt	 McWilliams ' counsel	 had subpoenaed	 further mental health records 	 Although McWilliams' counsel had subpoenaed further mental health records from Holman State Prison, where McWilliams was being held, the jury did not have the opportunity to consider them, for, though subpoenaed on August 13, the records had not arrived by August 27, the day of the jury hearing
scheduled	 criminal_triples/case_17.txt	 court	 scheduled later	 its judicial sentencing hearing for October 9 	 The court scheduled its judicial sentencing hearing for October 9, about six weeks later
respond	 criminal_triples/case_17.txt	 Alabama Department	 respond to	 McWilliams 's subpoena for mental health records 	 Five weeks before that hearing, the trial court ordered the Alabama Department of Corrections to respond to McWilliams's subpoena for mental health records
subpoena	 criminal_triples/case_17.txt	 Alabama Department	 respond to	 McWilliams 's subpoena for mental health records 	 Five weeks before that hearing, the trial court ordered the Alabama Department of Corrections to respond to McWilliams's subpoena for mental health records
exams	 criminal_triples/case_17.txt	 court	 also granted	 McWilliams ' motion for neurological exams 	 The court also granted McWilliams' motion for neurological and neuropsychological exams
dilemmas	 criminal_triples/case_17.txt	 McWilliams	 presented	 dilemmas 	 The report concluded that McWilliams presented "some diagnostic dilemmas.
diagnostic	 criminal_triples/case_17.txt	 McWilliams	 presented	 diagnostic dilemmas 	 The report concluded that McWilliams presented "some diagnostic dilemmas.
obviously	 criminal_triples/case_17.txt	 he	 was obviously attempting	 appear 	 On the one hand, he was "obviously attempting to appear emotionally disturbed" and "exaggerating his neuropsychological problems.
attempting	 criminal_triples/case_17.txt	 he	 was obviously attempting	 appear 	 On the one hand, he was "obviously attempting to appear emotionally disturbed" and "exaggerating his neuropsychological problems.
appear	 criminal_triples/case_17.txt	 he	 was obviously attempting	 appear 	 On the one hand, he was "obviously attempting to appear emotionally disturbed" and "exaggerating his neuropsychological problems.
emotionally	 criminal_triples/case_17.txt	 he	 appear	 emotionally disturbed 	 On the one hand, he was "obviously attempting to appear emotionally disturbed" and "exaggerating his neuropsychological problems.
apparent	 criminal_triples/case_17.txt	 it	 was apparent on	 hand 	 But on the other hand, it was "quite apparent that he ha[d] some genuine neuropsychological problems.
quite	 criminal_triples/case_17.txt	 it	 was quite apparent on	 hand 	 But on the other hand, it was "quite apparent that he ha[d] some genuine neuropsychological problems.
attributable	 criminal_triples/case_17.txt	 dysfunction	 attributable to	 hemisphere dysfunction 	 Tests revealed "cortical dysfunction attributable to right cerebral hemisphere dysfunction," shown by "left hand weakness, poor motor coordination of the left hand, sensory deficits including suppressions of the left hand and very poor visual search skills.
hemisphere	 criminal_triples/case_17.txt	 dysfunction	 attributable to	 hemisphere dysfunction 	 Tests revealed "cortical dysfunction attributable to right cerebral hemisphere dysfunction," shown by "left hand weakness, poor motor coordination of the left hand, sensory deficits including suppressions of the left hand and very poor visual search skills.
cortical	 criminal_triples/case_17.txt	 cortical dysfunction	 attributable to	 right hemisphere dysfunction 	 Tests revealed "cortical dysfunction attributable to right cerebral hemisphere dysfunction," shown by "left hand weakness, poor motor coordination of the left hand, sensory deficits including suppressions of the left hand and very poor visual search skills.
revealed	 criminal_triples/case_17.txt	 Tests	 revealed	 dysfunction 	 Tests revealed "cortical dysfunction attributable to right cerebral hemisphere dysfunction," shown by "left hand weakness, poor motor coordination of the left hand, sensory deficits including suppressions of the left hand and very poor visual search skills.
deficiencies	 criminal_triples/case_17.txt	 deficiencies	 were suggestive of	 right hemisphere lesion 	 These deficiencies were "suggestive of a right hemisphere lesion" and "compatible with the injuries [McWilliams] sa[id] he sustained as a child.
suggestive	 criminal_triples/case_17.txt	 deficiencies	 were suggestive of	 right hemisphere lesion 	 These deficiencies were "suggestive of a right hemisphere lesion" and "compatible with the injuries [McWilliams] sa[id] he sustained as a child.
lesion	 criminal_triples/case_17.txt	 deficiencies	 were suggestive of	 right hemisphere lesion 	 These deficiencies were "suggestive of a right hemisphere lesion" and "compatible with the injuries [McWilliams] sa[id] he sustained as a child.
tolerance	 criminal_triples/case_17.txt	 McWilliams ' obvious deficit	 be related to	 his frustration tolerance 	 The report added that McWilliams' "obvious neuropsychological deficit" could be related to his "low frustration tolerance and impulsivity," and suggested a diagnosis of "organic personality syndrome.
low	 criminal_triples/case_17.txt	 McWilliams ' neuropsychological deficit	 be related to	 his low frustration tolerance 	 The report added that McWilliams' "obvious neuropsychological deficit" could be related to his "low frustration tolerance and impulsivity," and suggested a diagnosis of "organic personality syndrome.
suggested	 criminal_triples/case_17.txt	 report	 suggested	 diagnosis 	 The report added that McWilliams' "obvious neuropsychological deficit" could be related to his "low frustration tolerance and impulsivity," and suggested a diagnosis of "organic personality syndrome.
diagnosis	 criminal_triples/case_17.txt	 report	 suggested	 diagnosis 	 The report added that McWilliams' "obvious neuropsychological deficit" could be related to his "low frustration tolerance and impulsivity," and suggested a diagnosis of "organic personality syndrome.
syndrome	 criminal_triples/case_17.txt	 suggested	 diagnosis of	 organic personality syndrome 	 The report added that McWilliams' "obvious neuropsychological deficit" could be related to his "low frustration tolerance and impulsivity," and suggested a diagnosis of "organic personality syndrome.
morning	 criminal_triples/case_17.txt	 judicial sentencing hearing	 began on	 morning of October 9 	 The judicial sentencing hearing began on the morning of October 9
severity	 criminal_triples/case_17.txt	 offer	 second opinion as to	 severity of problems discovered 	 Furthermore, since he was "not a psychologist or a psychiatrist," he needed "to have someone else review these findings" and offer "a second opinion as to the severity of the organic problems discovered.
discovered	 criminal_triples/case_17.txt	 offer	 second opinion as to	 severity of problems discovered 	 Furthermore, since he was "not a psychologist or a psychiatrist," he needed "to have someone else review these findings" and offer "a second opinion as to the severity of the organic problems discovered.
finished	 criminal_triples/case_17.txt	 defense counsel	 moved	 it had finished 	 Once it had finished, defense counsel moved for a continuance in order "to allow us to go through the material that has been provided to us in the last 2 days.
afternoon	 criminal_triples/case_17.txt	 judge	 give defense counsel until	 2 p.m. afternoon 	 The judge offered to give defense counsel until 2 p.m. that afternoon
adjourned	 criminal_triples/case_17.txt	 court	 adjourned until	 2 p.m. 	 The court then adjourned until 2 p.m
recess	 criminal_triples/case_17.txt	 defense counsel	 moved During	 recess 	 During the recess, defense counsel moved to withdraw
withdraw	 criminal_triples/case_17.txt	 defense counsel	 moved	 withdraw 	 During the recess, defense counsel moved to withdraw
tantamount	 criminal_triples/case_17.txt	 further participation	 be tantamount to	 sic 	 He added that "further participation would be tantamount to exceptance [sic] of the Court's ruling.
sic	 criminal_triples/case_17.txt	 further participation	 be tantamount to	 sic 	 He added that "further participation would be tantamount to exceptance [sic] of the Court's ruling.
renewed	 criminal_triples/case_17.txt	 defense counsel	 renewed	 his motion 	 When the proceedings resumed, defense counsel renewed his motion for a continuance, explaining
reports	 criminal_triples/case_17.txt	 reports	 are tests	 should challenged 	 But we cannot determine ourselves from the records that we have received and the lack of receiving the test and the lack of our own expertise, whether or not such a condition exists; whether the reports and tests that have been run by Taylor Hardin, and the Lunacy Commission, and at Holman are tests that should be challenged in some type of way or the results should be challenged, we really need an opportunity to have the right type of experts in this field, take a look at all of those records and tell us what is happening with him
tests	 criminal_triples/case_17.txt	 reports	 are tests	 should challenged 	 But we cannot determine ourselves from the records that we have received and the lack of receiving the test and the lack of our own expertise, whether or not such a condition exists; whether the reports and tests that have been run by Taylor Hardin, and the Lunacy Commission, and at Holman are tests that should be challenged in some type of way or the results should be challenged, we really need an opportunity to have the right type of experts in this field, take a look at all of those records and tell us what is happening with him
renew	 criminal_triples/case_17.txt	 we	 renew Motion for	 Continuance 	 And that is why we renew the Motion for a Continuance.
replied	 criminal_triples/case_17.txt	 Defense counsel	 replied	 mitigating circumstances 	 Defense counsel replied that he "would be pleased to respond to [the prosecutor's] remarks that there are no mitigating circumstances in this case if I were able to have time to produce . . . any mitigating circumstances.
doctors	 criminal_triples/case_17.txt	 his co-counsel	 were	 doctors 	 But, he said, since neither he nor his co-counsel were "doctors," neither was "really capable of going through those records on our own.
structuring	 criminal_triples/case_17.txt	 court	 structuring hearing	 it has 	 The court had thus "foreclosed by structuring this hearing as it has, the Defendant from presenting any evidence of mitigation in psychological--psychiatric terms.
want	 criminal_triples/case_17.txt	 I	 want	 approach with your client 	 THE COURT: I want you to approach with your client, please.
please	 criminal_triples/case_17.txt	 I	 want	 please 	 THE COURT: I want you to approach with your client, please.
preponderance	 criminal_triples/case_17.txt	 McWilliams	 preponderance of	 evidence from tests 	 It found that McWilliams "was not and is not psychotic," and that "the preponderance of the evidence from these tests and reports show [McWilliams] to be feigning, faking, and manipulative.
far	 criminal_triples/case_17.txt	 aggravating circumstances	 far outweigh	 McWilliams ' health issues did rise 	 The court wrote that even if McWilliams' mental health issues "did rise to the level of a mitigating circumstance, the aggravating circumstances would far outweigh this as a mitigating circumstance.
outweigh	 criminal_triples/case_17.txt	 aggravating circumstances	 far outweigh	 McWilliams ' health issues did rise 	 The court wrote that even if McWilliams' mental health issues "did rise to the level of a mitigating circumstance, the aggravating circumstances would far outweigh this as a mitigating circumstance.
level	 criminal_triples/case_17.txt	 McWilliams ' health issues	 did rise to	 level 	 The court wrote that even if McWilliams' mental health issues "did rise to the level of a mitigating circumstance, the aggravating circumstances would far outweigh this as a mitigating circumstance.
circumstance	 criminal_triples/case_17.txt	 aggravating circumstances	 outweigh	 McWilliams ' health issues did rise to level of mitigating circumstance 	 The court wrote that even if McWilliams' mental health issues "did rise to the level of a mitigating circumstance, the aggravating circumstances would far outweigh this as a mitigating circumstance.
allowing	 criminal_triples/case_17.txt	 Alabama	 allowing	 Dr. Goff 	 And Alabama, by "allowing Dr. Goff to examine" McWilliams, had satisfied those requirements
examine	 criminal_triples/case_17.txt	 Dr. Goff	 examine	 McWilliams 	 And Alabama, by "allowing Dr. Goff to examine" McWilliams, had satisfied those requirements
issuing	 criminal_triples/case_17.txt	 Magistrate Judge	 issuing	 writ 	 The Magistrate Judge recommended against issuing the writ
heart	 criminal_triples/case_17.txt	 we	 turning to	 heart of question 	 Before turning to the heart of that question, we resolve three preliminary issues
resolve	 criminal_triples/case_17.txt	 we	 resolve	 three issues 	 Before turning to the heart of that question, we resolve three preliminary issues
seriously	 criminal_triples/case_17.txt	 his sanity	 was in	 seriously question 	 And, that "mental condition," i.e., his "sanity at the time of the offense," was "seriously in question," 470 U. S., at 70
she	 criminal_triples/case_17.txt	 she	 was	 available to defense at time 	 Alabama does not refer to any specific record facts that indicate that she was available to the defense at this time
incumbent	 criminal_triples/case_17.txt	 I t	 is just incumbent at	 196a 	 See, e.g., id., at 196a ("[I]t is just incumbent upon me to have a second opinion as to the severity of the organic problems discovered"); id., at 207a ("[W]e really need an opportunity to have the right type of experts in this field, take a look at all of these records and tell us what is happening with him"); id., at 211a ("I told Your Honor that my looking at these records was not of any value to me; that I needed to have somebody look at those records who understood them, who could interpret them for me")
supposed	 criminal_triples/case_17.txt	 he	 was	 supposed 	 Counsel also explicitly asked the trial court what else he was supposed to ask for to obtain an expert: "Would Your Honor have wanted me to file a Motion for Extraordinary Expenses to get someone?
wanted	 criminal_triples/case_17.txt	 Your Honor	 wanted	 me 	 Counsel also explicitly asked the trial court what else he was supposed to ask for to obtain an expert: "Would Your Honor have wanted me to file a Motion for Extraordinary Expenses to get someone?
reproduced	 criminal_triples/case_17.txt	 We	 have reproduced	 lengthier account of exchanges 	 We have reproduced a lengthier account of the exchanges, supra, at 7-9
lengthier	 criminal_triples/case_17.txt	 We	 have reproduced	 lengthier account of exchanges 	 We have reproduced a lengthier account of the exchanges, supra, at 7-9
exchanges	 criminal_triples/case_17.txt	 We	 have reproduced	 lengthier account of exchanges 	 We have reproduced a lengthier account of the exchanges, supra, at 7-9
bench	 criminal_triples/case_17.txt	 bench	 sentenced	 McWilliams 	 In response, the court told counsel to approach the bench and sentenced McWilliams to death
response	 criminal_triples/case_17.txt	 court	 told counsel In	 response 	 In response, the court told counsel to approach the bench and sentenced McWilliams to death
